"","amphibian_eggs_and_larvae","annelids","ants","beetles","bird_eggs","birds","bugs","caecilians","centipedes","cockroaches","crocs","decapods","fish_eggs","fishes","frogs","insect_larvae_pupae_and_eggs","lizards","mammals","misc_invertebrates","misc_vertebrates","mollusks","non_ant_hymenopterans","orthopterans","plants","reptile_eggs","salamanders","scorpions","snakes","spiders","termites","turtles"
"Sonora_aemula",0.00250655615793858,0.00250900114571364,0.00251150713833074,0.00502005676032161,0.00250655615793858,0.00250916712399603,0.0107789677132388,0.00250655615793858,0.0147827355756955,0.00501542713069198,0.00250655615793858,0.00251901549786088,0.00250655615793858,0.00250905615793858,0.0025089657964928,0.0487354308277001,0.0100338420516885,0.00251148238585549,0.104262901825331,0.00501311231587717,0.00261120539899866,0.00506777021346109,0.0942183417234577,0.00250655615793858,0.00251156336480704,0.00251899625566794,0.165263228521891,0.00504540406519244,0.48148786548062,0.00250906242360274,0.00250655615793858
"Sonora_occipitalis",0.0061144637085223,0.00615065089973142,0.0060964565494895,0.00612496390973762,0.0060964565494895,0.00610248064587504,0.00837192301286681,0.00610262938899567,0.0244157727220222,0.372178626523456,0.0060964565494895,0.00610854654875899,0.0060964565494895,0.00612655494362298,0.00613260774397403,0.245392485504988,0.0061209274489604,0.00613219194368619,0.122409034970439,0.0060964565494895,0.00615734130743308,0.00610854389976703,0.0252892104542076,0.0060964565494895,0.00612077999432576,0.00613305266941895,0.0550529673951203,0.00618172937825418,0.00616836765433705,0.00612895148506712,0.0060964565494895
"Sonora_palarostris",0.0061144637085223,0.00615065089973142,0.0060964565494895,0.00612496390973762,0.0060964565494895,0.00610248064587504,0.00837192301286681,0.00610262938899567,0.0244157727220222,0.372178626523456,0.0060964565494895,0.00610854654875899,0.0060964565494895,0.00612655494362298,0.00613260774397403,0.245392485504988,0.0061209274489604,0.00613219194368619,0.122409034970439,0.0060964565494895,0.00615734130743308,0.00610854389976703,0.0252892104542076,0.0060964565494895,0.00612077999432576,0.00613305266941895,0.0550529673951203,0.00618172937825418,0.00616836765433705,0.00612895148506712,0.0060964565494895
"Sonora_michoacanensis",0.00269079712687883,0.00317179741773162,0.00366766547012738,0.00698400001639228,0.00266257577873179,0.00274288992423628,0.0110174020089473,0.00265773927563916,0.0158381302356456,0.0145579571755063,0.00265773927563916,0.00267601408054896,0.00265773927563916,0.00279844941173345,0.00453082903693676,0.0549389180454751,0.0109378024471089,0.00295940274315045,0.103076430924807,0.00553124551265058,0.00319351799695931,0.00541923996642982,0.09328261246215,0.00327304715021237,0.00288906236208247,0.00312688000032776,0.15942341291847,0.00539534288647297,0.456745694960741,0.00579808604541909,0.00269757806721062
"Sonora_straminea",0.0061144637085223,0.00615065089973142,0.0060964565494895,0.00612496390973762,0.0060964565494895,0.00610248064587504,0.00837192301286681,0.00610262938899567,0.0244157727220222,0.372178626523456,0.0060964565494895,0.00610854654875899,0.0060964565494895,0.00612655494362298,0.00613260774397403,0.245392485504988,0.0061209274489604,0.00613219194368619,0.122409034970439,0.0060964565494895,0.00615734130743308,0.00610854389976703,0.0252892104542076,0.0060964565494895,0.00612077999432576,0.00613305266941895,0.0550529673951203,0.00618172937825418,0.00616836765433705,0.00612895148506712,0.0060964565494895
"Stenorrhina_freminvillei",0.00250655615793858,0.00250900114571364,0.00251150713833074,0.00502005676032161,0.00250655615793858,0.00250916712399603,0.0107789677132388,0.00250655615793858,0.0147827355756955,0.00501542713069198,0.00250655615793858,0.00251901549786088,0.00250655615793858,0.00250905615793858,0.0025089657964928,0.0487354308277001,0.0100338420516885,0.00251148238585549,0.104262901825331,0.00501311231587717,0.00261120539899866,0.00506777021346109,0.0942183417234577,0.00250655615793858,0.00251156336480704,0.00251899625566794,0.165263228521891,0.00504540406519244,0.48148786548062,0.00250906242360274,0.00250655615793858
"Tantilla_gracilis",0.00097416102201909,0.000978036063876501,0.0791880147482006,0.00584496613211449,0.00097416102201909,0.00097416102201909,0.00194832204403818,0.000975133784665004,0.0204583523361871,0.00097416102201909,0.00097416102201909,0.000975135680888485,0.00097416102201909,0.000975132839317438,0.000975133784665004,0.805866728249514,0.00097416102201909,0.000975132839317438,0.018513930833163,0.00097416102201909,0.000975133784665004,0.00292540419740703,0.00585466838642226,0.00389664408807636,0.00097416102201909,0.000976110347165004,0.00097416102201909,0.00097416102201909,0.00683271471352656,0.0291753728825569,0.00097416102201909
"Tantilla_hobartsmithi",0.00449336372125365,0.00902442999994927,0.0363172882072943,0.0299322821831922,0.0044839297589895,0.00449340843197528,0.0065555318275424,0.00451221924604702,0.184045194168609,0.00449246323788324,0.0044839297589895,0.0044839297589895,0.0044839297589895,0.0044839297589895,0.0044886916637514,0.203461069564659,0.0044934535685133,0.00451655577263576,0.22233168563461,0.0044839297589895,0.00462333653974002,0.00450765027523338,0.00449415838321437,0.0044839297589895,0.0044839297589895,0.00449621936062195,0.022432697992527,0.00901044963813921,0.164466779754945,0.0224557029967596,0.0044839297589895
"Tantilla_planiceps",0.0045024878656563,0.0089569362589936,0.0362205879385662,0.0296744963486322,0.00449510308372001,0.00458212790360137,0.00661825003355532,0.00452134339044967,0.188881059120274,0.00494546908782589,0.00449305390339215,0.00449344361500555,0.00449305390339215,0.00449305390339215,0.0046273074646432,0.201569483678956,0.00520525977804008,0.00483049145698935,0.218948915957992,0.00455507514059142,0.00471847057196155,0.0045689058101018,0.004738984806595,0.00551454807125111,0.00457006758610803,0.0045053435050246,0.022142822122201,0.00897855032083139,0.161721661875225,0.0229405915936396,0.00449305390339215
"Tantilla_yaquia",0.00448911852388284,0.00901520967820036,0.0362847864823424,0.0299519321087469,0.00447968456161869,0.00448916323460447,0.00656442531630298,0.00450797404867621,0.183926212434942,0.00450646621569491,0.00447968456161869,0.00447968456161869,0.00447968456161869,0.00447968456161869,0.00448444646638059,0.203444277612013,0.00449212807917169,0.00451231057526495,0.222127781796138,0.00452348018205664,0.00461909134236921,0.00450486493187716,0.00467020515664647,0.00451180134993985,0.00448187434264058,0.00449197416325114,0.022496873465527,0.00900122931639029,0.164435044271776,0.022589221535453,0.00447968456161869
"Tantilla_nigriceps",0.00449336372125365,0.00902442999994927,0.0363172882072943,0.0299322821831922,0.0044839297589895,0.00449340843197528,0.0065555318275424,0.00451221924604702,0.184045194168609,0.00449246323788324,0.0044839297589895,0.0044839297589895,0.0044839297589895,0.0044839297589895,0.0044886916637514,0.203461069564659,0.0044934535685133,0.00451655577263576,0.22233168563461,0.0044839297589895,0.00462333653974002,0.00450765027523338,0.00449415838321437,0.0044839297589895,0.0044839297589895,0.00449621936062195,0.022432697992527,0.00901044963813921,0.164466779754945,0.0224557029967596,0.0044839297589895
"Tantilla_coronata",0.00333046002300681,0.00333710454127923,0.00333046002300681,0.00333046002300681,0.00333046002300681,0.00333703897037523,0.00333046002300681,0.00334033930040823,0.815953904273446,0.0133251080658834,0.00333046002300681,0.00333703897037523,0.00333046002300681,0.00333378228214302,0.00334704257527789,0.0400350812140579,0.0120523464813029,0.00334046362790947,0.0266635481679677,0.00333046002300681,0.00860921367817577,0.00333046002300681,0.00333705025599923,0.00333046002300681,0.00333704982672402,0.00333710454127923,0.00333374949669102,0.00334376395794248,0.00333046002300681,0.00333374949669102,0.00333046002300681
"Tantilla_impensa",0.00333600220821781,0.00334548763558115,0.00335872948094509,0.00340784800261034,0.00333600220821781,0.00334258115558623,0.00335020675367236,0.00334588148561924,0.814709838630601,0.0133107166962772,0.00333600220821781,0.00334258115558623,0.00333600220821781,0.00333932446735403,0.00349277167637675,0.0401806018800905,0.0120566467004817,0.00352357590657842,0.0268401339504204,0.00333600220821781,0.00860146682684193,0.00333600220821781,0.0033706298243878,0.00333600220821781,0.00334259201193503,0.00334264672649024,0.00336000111265818,0.00338953022981449,0.00360753470609378,0.00335065531826566,0.00333600220821781
"Tantilla_supracincta",0.00333047450591975,0.00334391597385379,0.00336364986136999,0.00334943185189132,0.00333253211908848,0.00340906991419353,0.00333047450591975,0.00334035378332118,0.814673223792708,0.0133047751485504,0.00333047450591975,0.00333705345328817,0.00333047450591975,0.00333379676505596,0.00334705705819084,0.0401548013589441,0.0126370443925685,0.00343307070341502,0.0268443829281566,0.00333047450591975,0.00859566322759138,0.00333047450591975,0.00333706473891217,0.00333047450591975,0.00334323714914314,0.00333711902419218,0.00335272132557553,0.00335469061685449,0.00347882744021265,0.00335272132557553,0.00333047450591975
"Tantilla_vermiformis",0.00113810162105204,0.00218546846995852,0.0722627345468949,0.0100997111906939,0.0011953521577364,0.00113810162105204,0.00274416296085182,0.00113907438369796,0.0197616623425491,0.00475900563040192,0.00113810162105204,0.00129052124061001,0.00113810162105204,0.00113907343835039,0.00119632492038232,0.760634820855625,0.00117256619938579,0.00113907343835039,0.0288495323265841,0.00118338463991997,0.00355641882398304,0.00607092668035567,0.0139188242670374,0.00398054625076655,0.00114036577199544,0.00113907438369796,0.00163473535121433,0.00114981677176943,0.0165753177087,0.0343909971432233,0.00113810162105204
"Tantilla_melanocephala",0.00333046002300681,0.00333710454127923,0.00333046002300681,0.00333046002300681,0.00333046002300681,0.00333703897037523,0.00333046002300681,0.00334033930040823,0.815953904273446,0.0133251080658834,0.00333046002300681,0.00333703897037523,0.00333046002300681,0.00333378228214302,0.00334704257527789,0.0400350812140579,0.0120523464813029,0.00334046362790947,0.0266635481679677,0.00333046002300681,0.00860921367817577,0.00333046002300681,0.00333705025599923,0.00333046002300681,0.00333704982672402,0.00333710454127923,0.00333374949669102,0.00334376395794248,0.00333046002300681,0.00333374949669102,0.00333046002300681
