"sim","nvar","aic","logL","type","npar","nshifts","shiftnodes.1","shiftnodes.2","shiftnodes.3","shiftnodes.4","shiftnodes.5","shiftnodes.6","shiftnodes.7","shiftnodes.8","shiftnodes.9","shiftnodes.10","span.1","span.2","span.3","span.4","span.5","span.6","span.7","span.8","span.9","span.10","span.11","span.12","span.13","span.14","span.15","span.16","span.17","span.18","span.19","span.20"
"80",8,15,33173.632410107,-22574.8249959087,"shift",137,2,2248,1588,NA,NA,NA,NA,NA,NA,NA,NA,"Chilabothrus_striatus","Uropeltis_pulneyensis","Thamnophis_godmani","Rhabdophis_nigrocinctus","","","","","","","","","","","","","","","",""
"81",8,15,32643.9537356594,-22308.9856586849,"shift",138,3,2248,1588,1319,NA,NA,NA,NA,NA,NA,NA,"Chilabothrus_striatus","Uropeltis_pulneyensis","Thamnophis_godmani","Rhabdophis_nigrocinctus","Gyalopion_quadrangulare","Anilios_wiedii","","","","","","","","","","","","","",""
"82",8,15,32095.650815256,-22033.8341984832,"shift",139,4,2248,1588,1319,2329,NA,NA,NA,NA,NA,NA,"Chilabothrus_striatus","Uropeltis_pulneyensis","Thamnophis_godmani","Rhabdophis_nigrocinctus","Gyalopion_quadrangulare","Anilios_wiedii","Afrotyphlops_punctatus","Rhinotyphlops_lalandei","","","","","","","","","","","",""
"83",8,15,31704.6344265834,-21837.3260041469,"shift",140,5,2248,1588,1319,2329,2586,NA,NA,NA,NA,NA,"Chilabothrus_striatus","Uropeltis_pulneyensis","Thamnophis_godmani","Rhabdophis_nigrocinctus","Gyalopion_quadrangulare","Anilios_wiedii","Afrotyphlops_punctatus","Rhinotyphlops_lalandei","Pachydactylus_capensis","Sphaerodactylus_vincenti","","","","","","","","","",""
"84",8,15,24626.0412989361,-18168.0294403233,"censored",270,1,1321,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Tropidophis_melanurus","","","","","","","","","","","","","","","","","",""
"85",8,15,15996.6749985471,-13718.3462901288,"censored",405,2,1321,2013,NA,NA,NA,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Tropidophis_melanurus","Psammophis_subtaeniatus","Pseudaspis_cana","","","","","","","","","","","","","","","",""
"86",8,15,9111.41444299115,-10140.7160123508,"censored",540,3,1321,1325,2013,NA,NA,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Tropidophis_melanurus","Gyalopion_quadrangulare","Pareas_atayal","Psammophis_subtaeniatus","Pseudaspis_cana","","","","","","","","","","","","","",""
"87",8,15,2749.8409548151,-6824.92926826276,"censored",675,4,1321,1325,1328,2013,NA,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Tropidophis_melanurus","Gyalopion_quadrangulare","Pareas_atayal","Gyalopion_quadrangulare","Hydrophis_ornatus","Psammophis_subtaeniatus","Pseudaspis_cana","","","","","","","","","","","",""
"88",8,15,0,-5315.00879085521,"censored",810,5,1321,1325,1328,2013,1333,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Tropidophis_melanurus","Gyalopion_quadrangulare","Pareas_atayal","Gyalopion_quadrangulare","Hydrophis_ornatus","Psammophis_subtaeniatus","Pseudaspis_cana","Gyalopion_quadrangulare","Dendrelaphis_cyanochloris","","","","","","","","","",""
"89",9,15,29497.3547205767,-26590.8119562296,"base",135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"90",9,15,28361.3946721255,-26021.8319320039,"shift",136,1,1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thamnophis_godmani","Rhabdophis_nigrocinctus","","","","","","","","","","","","","","","","","",""
"91",9,15,27747.5415842913,-25713.9053880869,"shift",137,2,1588,2248,NA,NA,NA,NA,NA,NA,NA,NA,"Thamnophis_godmani","Rhabdophis_nigrocinctus","Chilabothrus_striatus","Uropeltis_pulneyensis","","","","","","","","","","","","","","","",""
"92",9,15,27357.106331153,-25517.6877615177,"shift",138,3,1588,2248,2329,NA,NA,NA,NA,NA,NA,NA,"Thamnophis_godmani","Rhabdophis_nigrocinctus","Chilabothrus_striatus","Uropeltis_pulneyensis","Afrotyphlops_punctatus","Rhinotyphlops_lalandei","","","","","","","","","","","","","",""
"93",9,15,27165.1396770044,-25420.7044344434,"shift",139,4,1588,2248,2329,2421,NA,NA,NA,NA,NA,NA,"Thamnophis_godmani","Rhabdophis_nigrocinctus","Chilabothrus_striatus","Uropeltis_pulneyensis","Afrotyphlops_punctatus","Rhinotyphlops_lalandei","Diploderma_swinhonis","Draco_melanopogon","","","","","","","","","","","",""
"94",9,15,26890.3874019655,-25282.328296924,"shift",140,5,1588,2248,2329,2421,1329,NA,NA,NA,NA,NA,"Thamnophis_godmani","Rhabdophis_nigrocinctus","Chilabothrus_striatus","Uropeltis_pulneyensis","Afrotyphlops_punctatus","Rhinotyphlops_lalandei","Diploderma_swinhonis","Draco_melanopogon","Gyalopion_quadrangulare","Erythrolamprus_mimus","","","","","","","","","",""
"95",9,15,19087.242732301,-21250.7559620917,"censored",270,1,1321,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Tropidophis_melanurus","","","","","","","","","","","","","","","","","",""
"96",9,15,12090.472417679,-17617.3708047807,"censored",405,2,1321,1325,NA,NA,NA,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Tropidophis_melanurus","Gyalopion_quadrangulare","Pareas_atayal","","","","","","","","","","","","","","","",""
"97",9,15,9433.45132512271,-16153.8602585025,"censored",540,3,1321,1325,1331,NA,NA,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Tropidophis_melanurus","Gyalopion_quadrangulare","Pareas_atayal","Gyalopion_quadrangulare","Sibynophis_collaris","","","","","","","","","","","","","",""
"98",9,15,7419.92161462586,-15012.0954032541,"censored",675,4,1321,1325,1331,2133,NA,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Tropidophis_melanurus","Gyalopion_quadrangulare","Pareas_atayal","Gyalopion_quadrangulare","Sibynophis_collaris","Bothrops_moojeni","Azemiops_feae","","","","","","","","","","","",""
"99",9,15,0,-11167.1345959412,"censored",810,5,1321,1325,1327,1331,2133,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Tropidophis_melanurus","Gyalopion_quadrangulare","Pareas_atayal","Gyalopion_quadrangulare","Homalopsis_buccata","Gyalopion_quadrangulare","Sibynophis_collaris","Bothrops_moojeni","Azemiops_feae","","","","","","","","","",""
"100",10,15,34839.3363310467,-23612.3842043332,"base",135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"101",10,15,33190.4033757638,-22786.9177266918,"shift",136,1,1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thamnophis_godmani","Rhabdophis_nigrocinctus","","","","","","","","","","","","","","","","","",""
"102",10,15,32489.9782183317,-22435.7051479757,"shift",137,2,1588,2248,NA,NA,NA,NA,NA,NA,NA,NA,"Thamnophis_godmani","Rhabdophis_nigrocinctus","Chilabothrus_striatus","Uropeltis_pulneyensis","","","","","","","","","","","","","","","",""
"103",10,15,32067.772151525,-22223.6021145723,"shift",138,3,1588,2248,2013,NA,NA,NA,NA,NA,NA,NA,"Thamnophis_godmani","Rhabdophis_nigrocinctus","Chilabothrus_striatus","Uropeltis_pulneyensis","Psammophis_subtaeniatus","Pseudaspis_cana","","","","","","","","","","","","","",""
"104",10,15,31818.005375257,-22097.7187264384,"shift",139,4,1588,2248,2013,2314,NA,NA,NA,NA,NA,NA,"Thamnophis_godmani","Rhabdophis_nigrocinctus","Chilabothrus_striatus","Uropeltis_pulneyensis","Psammophis_subtaeniatus","Pseudaspis_cana","Anilios_wiedii","Trilepida_koppesi","","","","","","","","","","","",""
"105",10,15,31542.6218293912,-21959.0269535055,"shift",140,5,1588,2248,2013,2314,2375,NA,NA,NA,NA,NA,"Thamnophis_godmani","Rhabdophis_nigrocinctus","Chilabothrus_striatus","Uropeltis_pulneyensis","Psammophis_subtaeniatus","Pseudaspis_cana","Anilios_wiedii","Trilepida_koppesi","Ctenosaura_hemilopha","Dipsosaurus_dorsalis","","","","","","","","","",""
"106",10,15,14143.3236627543,-13129.377870187,"censored",270,1,1322,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Chilabothrus_striatus","","","","","","","","","","","","","","","","","",""
"107",10,15,7673.84709893561,-9759.63958827764,"censored",405,2,1322,2015,NA,NA,NA,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Chilabothrus_striatus","Psammophis_subtaeniatus","Boaedon_lineatus","","","","","","","","","","","","","","","",""
"108",10,15,4303.64293565077,-7939.53750663522,"censored",540,3,1322,2015,1333,NA,NA,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Chilabothrus_striatus","Psammophis_subtaeniatus","Boaedon_lineatus","Gyalopion_quadrangulare","Dendrelaphis_cyanochloris","","","","","","","","","","","","","",""
"109",10,15,1601.96405563876,-6453.69806662922,"censored",675,4,1322,1327,2015,1333,NA,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Chilabothrus_striatus","Gyalopion_quadrangulare","Homalopsis_buccata","Psammophis_subtaeniatus","Boaedon_lineatus","Gyalopion_quadrangulare","Dendrelaphis_cyanochloris","","","","","","","","","","","",""
"110",10,15,0,-5517.71603880984,"censored",810,5,1322,1327,1869,2015,1333,NA,NA,NA,NA,NA,"Gyalopion_quadrangulare","Chilabothrus_striatus","Gyalopion_quadrangulare","Homalopsis_buccata","Hydrophis_ornatus","Psammophis_subtaeniatus","Psammophis_subtaeniatus","Boaedon_lineatus","Gyalopion_quadrangulare","Dendrelaphis_cyanochloris","","","","","","","","","",""
