"sim","nvar","aic","logL","type","npar","nshifts","shiftnodes.1","shiftnodes.2","shiftnodes.3","shiftnodes.4","shiftnodes.5","shiftnodes.6","shiftnodes.7","shiftnodes.8","shiftnodes.9","shiftnodes.10","span.1","span.2","span.3","span.4","span.5","span.6","span.7","span.8","span.9","span.10","span.11","span.12","span.13","span.14","span.15","span.16","span.17","span.18","span.19","span.20"
"86",8,10,62.3577648890805,7546.75276425337,"censored",260,3,273,350,353,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","","","","","",""
"87",8,10,26.1108089736153,7629.8762422111,"censored",325,4,273,350,353,314,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","Hydrophis_gracilis","Micrurus_fulvius","","","","","","","","","","","",""
"88",8,10,0,7707.93164669791,"censored",390,5,273,421,350,353,314,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Bronchocela_jubata","Saara_hardwickii","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","Hydrophis_gracilis","Micrurus_fulvius","","","","","","","","","",""
"89",9,10,788.816973305562,6715.28236734644,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"90",9,10,326.310904119944,6947.53540193925,"shift",66,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"91",9,10,275.173306442921,6974.10420077777,"shift",67,2,273,530,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Delma_borea","Saltuarius_cornutus","","","","","","","","","","","","","","","",""
"92",9,10,241.289296837485,6992.04620558048,"shift",68,3,273,530,314,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Delma_borea","Saltuarius_cornutus","Hydrophis_gracilis","Micrurus_fulvius","","","","","","","","","","","","","",""
"93",9,10,213.227169861482,7007.07726906848,"shift",69,4,273,530,314,501,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Delma_borea","Saltuarius_cornutus","Hydrophis_gracilis","Micrurus_fulvius","Acontias_aurantiacus","Typhlosaurus_vermis","","","","","","","","","","","",""
"94",9,10,169.164477325014,7030.10861533672,"shift",70,5,273,530,314,501,271,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Delma_borea","Saltuarius_cornutus","Hydrophis_gracilis","Micrurus_fulvius","Acontias_aurantiacus","Typhlosaurus_vermis","Sonora_semiannulata","Ichnotropis_capensis","","","","","","","","","",""
"95",9,10,231.141967401287,7059.11987029858,"censored",130,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"96",9,10,32.704029640714,7223.33883917887,"censored",195,2,273,326,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","","","","","","","",""
"97",9,10,16.5203388472746,7296.43068457559,"censored",260,3,273,487,326,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Brachymeles_gracilis","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","","","","","",""
"98",9,10,3.70816902558727,7367.83676948643,"censored",325,4,273,487,422,326,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Brachymeles_gracilis","Bronchocela_jubata","Leiolepis_belliana","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","","","",""
"99",9,10,0,7434.69085399923,"censored",390,5,273,487,422,350,326,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Brachymeles_gracilis","Bronchocela_jubata","Leiolepis_belliana","Chilabothrus_striatus","Liasis_mackloti","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","",""
"100",10,10,2405.02435508498,6223.26715854345,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"101",10,10,1850.69840618787,6501.430132992,"shift",66,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"102",10,10,1686.27433609107,6584.6421680404,"shift",67,2,273,432,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","","","","","","","","","","","","","","","",""
"103",10,10,1576.34572344993,6640.60647436097,"shift",68,3,273,432,277,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Sonora_semiannulata","Acrochordus_granulatus","","","","","","","","","","","","","",""
"104",10,10,1526.17401273154,6666.69232972017,"shift",69,4,273,432,277,416,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Sonora_semiannulata","Acrochordus_granulatus","Sceloporus_variabilis","Phrynosoma_platyrhinos","","","","","","","","","","","",""
"105",10,10,1491.90160492961,6684.82853362113,"shift",70,5,273,432,277,416,428,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Sonora_semiannulata","Acrochordus_granulatus","Sceloporus_variabilis","Phrynosoma_platyrhinos","Pogona_vitticeps","Physignathus_cocincinus","","","","","","","","","",""
"106",10,10,1472.14864637267,6754.7050128996,"censored",130,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"107",10,10,849.090198512074,7131.2342368299,"censored",195,2,273,424,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Bronchocela_jubata","Pogona_vitticeps","","","","","","","","","","","","","","","",""
"108",10,10,544.43746531404,7348.56060342892,"censored",260,3,273,353,424,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Lichanura_trivirgata","Bronchocela_jubata","Pogona_vitticeps","","","","","","","","","","","","","",""
"109",10,10,265.174127243652,7553.19227246411,"censored",325,4,273,488,353,424,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","Chilabothrus_striatus","Lichanura_trivirgata","Bronchocela_jubata","Pogona_vitticeps","","","","","","","","","","","",""
"110",10,10,0,7750.77933608594,"censored",390,5,273,488,350,353,424,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","Bronchocela_jubata","Pogona_vitticeps","","","","","","","","","",""
"111",11,10,1898.26933119555,6678.77302707462,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"112",11,10,1330.49017736677,6963.66260398901,"shift",66,1,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acrochordus_granulatus","","","","","","","","","","","","","","","","","",""
"113",11,10,1216.95880090302,7021.42829222089,"shift",67,2,277,432,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acrochordus_granulatus","Trioceros_hoehnelii","Chamaeleo_calyptratus","","","","","","","","","","","","","","","",""
"114",11,10,1092.03303076338,7084.8911772907,"shift",68,3,277,432,273,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acrochordus_granulatus","Trioceros_hoehnelii","Chamaeleo_calyptratus","Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","",""
"115",11,10,1017.88612551159,7122.9646299166,"shift",69,4,277,432,273,335,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acrochordus_granulatus","Trioceros_hoehnelii","Chamaeleo_calyptratus","Sonora_semiannulata","Acutotyphlops_kunuaensis","Bothrops_asper","Vipera_latastei","","","","","","","","","","","",""
"116",11,10,952.957995001827,7156.42869517148,"shift",70,5,277,432,273,335,530,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acrochordus_granulatus","Trioceros_hoehnelii","Chamaeleo_calyptratus","Sonora_semiannulata","Acutotyphlops_kunuaensis","Bothrops_asper","Vipera_latastei","Delma_borea","Saltuarius_cornutus","","","","","","","","","",""
"117",11,10,1120.53824695851,7132.63856919314,"censored",130,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"118",11,10,670.993056461351,7422.41116444172,"censored",195,2,273,396,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Liolaemus_bellii","Urostrophus_vautieri","","","","","","","","","","","","","","","",""
"119",11,10,410.256405470223,7617.77948993728,"censored",260,3,273,396,353,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Liolaemus_bellii","Urostrophus_vautieri","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","","","","","",""
"120",11,10,110.576044842706,7832.61967025104,"censored",325,4,273,396,350,353,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Liolaemus_bellii","Urostrophus_vautieri","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","","","",""
"121",11,10,0,7952.9076926724,"censored",390,5,392,273,396,350,353,NA,NA,NA,NA,NA,"Liolaemus_bellii","Bronchocela_jubata","Sonora_semiannulata","Acutotyphlops_kunuaensis","Liolaemus_bellii","Urostrophus_vautieri","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","",""
"122",12,10,1204.14809234864,6218.95228863177,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"123",12,10,989.219584658806,6327.41654247669,"shift",66,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"124",12,10,922.947395522522,6361.55263704483,"shift",67,2,273,350,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","","","","","","","","","","","","","","","",""
"125",12,10,878.212536158875,6384.92006672665,"shift",68,3,273,350,432,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Trioceros_hoehnelii","Chamaeleo_calyptratus","","","","","","","","","","","","","",""
"126",12,10,834.062164451834,6407.99525258017,"shift",69,4,273,350,432,458,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Trioceros_hoehnelii","Chamaeleo_calyptratus","Amphisbaena_alba","Bipes_biporus","","","","","","","","","","","",""
"127",12,10,786.364236285315,6432.84421666343,"shift",70,5,273,350,432,458,530,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Trioceros_hoehnelii","Chamaeleo_calyptratus","Amphisbaena_alba","Bipes_biporus","Delma_borea","Saltuarius_cornutus","","","","","","","","","",""
"128",12,10,645.224888456378,6563.4138905779,"censored",130,1,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gerrhonotus_infernalis","Heloderma_horridum","","","","","","","","","","","","","","","","","",""
"129",12,10,353.934124182673,6774.05927271475,"censored",195,2,436,273,NA,NA,NA,NA,NA,NA,NA,NA,"Gerrhonotus_infernalis","Heloderma_horridum","Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","",""
"130",12,10,76.4887556496087,6977.78195698129,"censored",260,3,436,273,353,NA,NA,NA,NA,NA,NA,NA,"Gerrhonotus_infernalis","Heloderma_horridum","Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","","","","","",""
"131",12,10,13.7680223752486,7074.14232361847,"censored",325,4,436,273,458,353,NA,NA,NA,NA,NA,NA,"Gerrhonotus_infernalis","Heloderma_horridum","Sonora_semiannulata","Acutotyphlops_kunuaensis","Amphisbaena_alba","Bipes_biporus","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","","","",""
"132",12,10,0,7146.02633480609,"censored",390,5,436,273,458,422,353,NA,NA,NA,NA,NA,"Gerrhonotus_infernalis","Heloderma_horridum","Sonora_semiannulata","Acutotyphlops_kunuaensis","Amphisbaena_alba","Bipes_biporus","Bronchocela_jubata","Leiolepis_belliana","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","",""
"133",13,10,2166.98729859795,7059.2771529205,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"134",13,10,1914.47178840137,7186.53490801879,"shift",66,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"135",13,10,1870.20608627784,7209.66775908056,"shift",67,2,273,460,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Amphisbaena_alba","Geocalamus_acutus","","","","","","","","","","","","","","","",""
"136",13,10,1837.22807098724,7227.15676672586,"shift",68,3,273,460,279,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Amphisbaena_alba","Geocalamus_acutus","Sonora_semiannulata","Pareas_margaritophorus","","","","","","","","","","","","","",""
"137",13,10,1805.29539211273,7244.12310616311,"shift",69,4,273,460,279,506,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Amphisbaena_alba","Geocalamus_acutus","Sonora_semiannulata","Pareas_margaritophorus","Chamaesaura_anguina","Lepidophyma_smithii","","","","","","","","","","","",""
"138",13,10,1777.1261544151,7259.20772501193,"shift",70,5,273,460,279,506,530,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Amphisbaena_alba","Geocalamus_acutus","Sonora_semiannulata","Pareas_margaritophorus","Chamaesaura_anguina","Lepidophyma_smithii","Delma_borea","Saltuarius_cornutus","","","","","","","","","",""
"139",13,10,1635.55984135772,7389.99088154062,"censored",130,1,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Procellosaurinus_tetradactylus","Bachia_bicolor","","","","","","","","","","","","","","","","","",""
"140",13,10,1115.4496339053,7715.04598526683,"censored",195,2,472,459,NA,NA,NA,NA,NA,NA,NA,NA,"Procellosaurinus_tetradactylus","Bachia_bicolor","Amphisbaena_alba","Diplometopon_zarudnyi","","","","","","","","","","","","","","","",""
"141",13,10,609.277509727315,8033.13204735582,"censored",260,3,396,472,459,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_bellii","Urostrophus_vautieri","Procellosaurinus_tetradactylus","Bachia_bicolor","Amphisbaena_alba","Diplometopon_zarudnyi","","","","","","","","","","","","","",""
"142",13,10,213.197240813599,8296.17218181268,"censored",325,4,273,396,472,459,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Liolaemus_bellii","Urostrophus_vautieri","Procellosaurinus_tetradactylus","Bachia_bicolor","Amphisbaena_alba","Diplometopon_zarudnyi","","","","","","","","","","","",""
"143",13,10,0,8467.77080221948,"censored",390,5,273,396,472,459,326,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Liolaemus_bellii","Urostrophus_vautieri","Procellosaurinus_tetradactylus","Bachia_bicolor","Amphisbaena_alba","Diplometopon_zarudnyi","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","",""
"144",14,10,2963.21114742604,6641.54666180656,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"145",14,10,2741.38809778286,6753.45818662815,"shift",66,1,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","","","","","","","","","","","","","","","","","",""
"146",14,10,2633.28450062681,6808.50998520617,"shift",67,2,272,432,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Trioceros_hoehnelii","Chamaeleo_calyptratus","","","","","","","","","","","","","","","",""
"147",14,10,2550.44333609452,6850.93056747232,"shift",68,3,272,432,392,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Trioceros_hoehnelii","Chamaeleo_calyptratus","Liolaemus_bellii","Bronchocela_jubata","","","","","","","","","","","","","",""
"148",14,10,2471.87922144924,6891.21262479496,"shift",69,4,272,432,392,459,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Trioceros_hoehnelii","Chamaeleo_calyptratus","Liolaemus_bellii","Bronchocela_jubata","Amphisbaena_alba","Diplometopon_zarudnyi","","","","","","","","","","","",""
"149",14,10,2416.14083726985,6920.08181688466,"shift",70,5,272,432,392,459,337,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Trioceros_hoehnelii","Chamaeleo_calyptratus","Liolaemus_bellii","Bronchocela_jubata","Amphisbaena_alba","Diplometopon_zarudnyi","Bothrops_asper","Sistrurus_miliarius","","","","","","","","","",""
"150",14,10,2274.59368726583,7050.85539188667,"censored",130,1,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Procellosaurinus_tetradactylus","Colobosaura_modesta","","","","","","","","","","","","","","","","","",""
"151",14,10,1601.08323224674,7452.61061939621,"censored",195,2,489,473,NA,NA,NA,NA,NA,NA,NA,NA,"Phoboscincus_bocourti","Egernia_depressa","Procellosaurinus_tetradactylus","Colobosaura_modesta","","","","","","","","","","","","","","","",""
"152",14,10,901.062862500345,7867.62080426941,"censored",260,3,486,489,473,NA,NA,NA,NA,NA,NA,NA,"Phoboscincus_bocourti","Brachyseps_splendidus","Phoboscincus_bocourti","Egernia_depressa","Procellosaurinus_tetradactylus","Colobosaura_modesta","","","","","","","","","","","","","",""
"153",14,10,417.721298797378,8174.29158612089,"censored",325,4,486,489,459,473,NA,NA,NA,NA,NA,NA,"Phoboscincus_bocourti","Brachyseps_splendidus","Phoboscincus_bocourti","Egernia_depressa","Amphisbaena_alba","Diplometopon_zarudnyi","Procellosaurinus_tetradactylus","Colobosaura_modesta","","","","","","","","","","","",""
"154",14,10,0,8448.15223551958,"censored",390,5,273,486,489,459,473,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Brachyseps_splendidus","Phoboscincus_bocourti","Egernia_depressa","Amphisbaena_alba","Diplometopon_zarudnyi","Procellosaurinus_tetradactylus","Colobosaura_modesta","","","","","","","","","",""
"155",15,10,1574.07716634972,6639.59425131724,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"156",15,10,1153.14604281878,6851.05981308271,"shift",66,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"157",15,10,1105.57097594939,6875.8473465174,"shift",67,2,273,436,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Gerrhonotus_infernalis","Heloderma_horridum","","","","","","","","","","","","","","","",""
"158",15,10,1063.00960097726,6898.12803400347,"shift",68,3,273,436,437,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Gerrhonotus_infernalis","Heloderma_horridum","Gerrhonotus_infernalis","Diploglossus_lessonae","","","","","","","","","","","","","",""
"159",15,10,1021.38845231067,6919.93860833676,"shift",69,4,273,436,437,428,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Gerrhonotus_infernalis","Heloderma_horridum","Gerrhonotus_infernalis","Diploglossus_lessonae","Pogona_vitticeps","Physignathus_cocincinus","","","","","","","","","","","",""
"160",15,10,978.050076095968,6942.60779644412,"shift",70,5,273,436,437,428,473,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Gerrhonotus_infernalis","Heloderma_horridum","Gerrhonotus_infernalis","Diploglossus_lessonae","Pogona_vitticeps","Physignathus_cocincinus","Procellosaurinus_tetradactylus","Colobosaura_modesta","","","","","","","","","",""
"161",15,10,977.29090958228,7002.98737970096,"censored",130,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"162",15,10,347.426331152988,7382.91966891561,"censored",195,2,436,273,NA,NA,NA,NA,NA,NA,NA,NA,"Gerrhonotus_infernalis","Heloderma_horridum","Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","",""
"163",15,10,92.4940460959842,7575.38581144411,"censored",260,3,436,273,488,NA,NA,NA,NA,NA,NA,NA,"Gerrhonotus_infernalis","Heloderma_horridum","Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","","","","","","","","","","","","","",""
"164",15,10,38.7729909570644,7667.24633901357,"censored",325,4,272,436,273,488,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Gerrhonotus_infernalis","Heloderma_horridum","Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","","","","","","","","","","","",""
"165",15,10,0,7751.6328344921,"censored",390,5,272,436,273,488,458,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Gerrhonotus_infernalis","Heloderma_horridum","Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","Amphisbaena_alba","Bipes_biporus","","","","","","","","","",""
"166",16,10,1273.24836405057,6438.99690678515,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"167",16,10,926.740828996073,6613.2506743124,"shift",66,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"168",16,10,887.255129745628,6633.99352393762,"shift",67,2,273,432,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","","","","","","","","","","","","","","","",""
"169",16,10,847.586933232122,6654.82762219438,"shift",68,3,273,432,530,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Delma_borea","Saltuarius_cornutus","","","","","","","","","","","","","",""
"170",16,10,807.541597570236,6675.85029002532,"shift",69,4,273,432,530,416,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Delma_borea","Saltuarius_cornutus","Sceloporus_variabilis","Phrynosoma_platyrhinos","","","","","","","","","","","",""
"171",16,10,769.708223815598,6695.76697690264,"shift",70,5,273,432,530,416,460,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Delma_borea","Saltuarius_cornutus","Sceloporus_variabilis","Phrynosoma_platyrhinos","Amphisbaena_alba","Geocalamus_acutus","","","","","","","","","",""
"172",16,10,824.001745564095,6728.62021602839,"censored",130,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"173",16,10,547.805641378669,6931.7182681211,"censored",195,2,273,353,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","","","","","","","",""
"174",16,10,257.391948090179,7141.92511476535,"censored",260,3,273,350,353,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","","","","","",""
"175",16,10,64.4670201630688,7303.3875787289,"censored",325,4,273,350,353,326,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","","","",""
"176",16,10,0,7400.62108881044,"censored",390,5,392,273,350,353,326,NA,NA,NA,NA,NA,"Liolaemus_bellii","Bronchocela_jubata","Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","",""
"177",17,10,1923.04055520976,6450.28129145361,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"178",17,10,1675.55770932659,6575.0227143952,"shift",66,1,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","","","","","","","","","","","","","","","","","",""
"179",17,10,1564.83489778846,6631.38412016426,"shift",67,2,272,393,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Liolaemus_bellii","Sceloporus_variabilis","","","","","","","","","","","","","","","",""
"180",17,10,1519.73879944987,6654.93216933355,"shift",68,3,272,393,473,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Liolaemus_bellii","Sceloporus_variabilis","Procellosaurinus_tetradactylus","Colobosaura_modesta","","","","","","","","","","","","","",""
"181",17,10,1476.48834832637,6677.55739489531,"shift",69,4,272,393,473,432,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Liolaemus_bellii","Sceloporus_variabilis","Procellosaurinus_tetradactylus","Colobosaura_modesta","Trioceros_hoehnelii","Chamaeleo_calyptratus","","","","","","","","","","","",""
"182",17,10,1415.7423922307,6708.93037294314,"shift",70,5,272,393,473,432,280,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Liolaemus_bellii","Sceloporus_variabilis","Procellosaurinus_tetradactylus","Colobosaura_modesta","Trioceros_hoehnelii","Chamaeleo_calyptratus","Sonora_semiannulata","Bothrops_asper","","","","","","","","","",""
"183",17,10,1384.14587938091,6784.72862936804,"censored",130,1,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Procellosaurinus_tetradactylus","Bachia_bicolor","","","","","","","","","","","","","","","","","",""
