"repDB","treename","geog","eco","family","genus","dataType","inTopoConstraint","oneToOne"
"Acrochordus_arafurae","Acrochordus_arafurae","Acrochordus_arafurae",NA,"Acrochordidae","Acrochordus","genomic",FALSE,TRUE
"Acrochordus_granulatus","Acrochordus_granulatus","Acrochordus_granulatus",NA,"Acrochordidae","Acrochordus","genomic",FALSE,TRUE
"Acrochordus_javanicus","Acrochordus_javanicus","Acrochordus_javanicus",NA,"Acrochordidae","Acrochordus","genbank",FALSE,TRUE
"Acanthocercus_adramitanus","Acanthocercus_adramitanus","Acanthocercus_adramitanus","Acanthocercus_adramitanus","Agamidae","Acanthocercus","genbank",FALSE,TRUE
"Acanthocercus_annectans","Acanthocercus_annectans","Acanthocercus_annectens","Acanthocercus_annectans","Agamidae","Acanthocercus","genbank",FALSE,TRUE
"Acanthocercus_atricollis","Acanthocercus_atricollis","Acanthocercus_atricollis","Acanthocercus_atricollis","Agamidae","Acanthocercus","genbank",FALSE,TRUE
"Acanthocercus_branchi",NA,"Acanthocercus_branchi","Acanthocercus_branchi","Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_cyanocephalus",NA,NA,NA,"Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_cyanogaster","Acanthocercus_cyanogaster","Acanthocercus_cyanogaster","Acanthocercus_cyanogaster","Agamidae","Acanthocercus","genbank",FALSE,TRUE
"Acanthocercus_gregorii",NA,NA,NA,"Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_guentherpetersi","Acanthocercus_guentherpetersi","Acanthocercus_guentherpetersi","Acanthocercus_guentherpetersi","Agamidae","Acanthocercus","genomic",TRUE,TRUE
"Acanthocercus_kiwuensis",NA,NA,NA,"Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_minutus",NA,NA,NA,"Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_phillipsii",NA,"Acanthocercus_phillipsii","Acanthocercus_phillipsii","Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_ugandaensis",NA,NA,NA,"Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_yemensis","Acanthocercus_yemensis","Acanthocercus_yemensis","Acanthocercus_yemensis","Agamidae","Acanthocercus","genbank",FALSE,TRUE
"Acanthosaura_armata","Acanthosaura_armata","Acanthosaura_armata","Acanthosaura_armata","Agamidae","Acanthosaura","genbank",TRUE,TRUE
"Acanthosaura_bintangensis",NA,"Acanthosaura_bintangensis","Acanthosaura_bintangensis","Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Acanthosaura_brachypoda",NA,"Acanthosaura_brachypoda","Acanthosaura_brachypoda","Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Acanthosaura_capra","Acanthosaura_capra","Acanthosaura_capra","Acanthosaura_capra","Agamidae","Acanthosaura","genbank",FALSE,TRUE
"Acanthosaura_cardamomensis","Acanthosaura_cardamomensis","Acanthosaura_cardamomensis","Acanthosaura_cardamomensis","Agamidae","Acanthosaura","genbank",FALSE,TRUE
"Acanthosaura_coronata","Acanthosaura_coronata","Acanthosaura_coronata","Acanthosaura_coronata","Agamidae","Acanthosaura","genomic",TRUE,TRUE
"Acanthosaura_crucigera","Acanthosaura_crucigera","Acanthosaura_crucigera","Acanthosaura_crucigera","Agamidae","Acanthosaura","genbank",FALSE,TRUE
"Acanthosaura_lepidogaster","Acanthosaura_lepidogaster","Acanthosaura_lepidogaster","Acanthosaura_lepidogaster","Agamidae","Acanthosaura","genbank",TRUE,TRUE
"Acanthosaura_murphyi",NA,NA,NA,"Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Acanthosaura_nataliae","Acanthosaura_nataliae","Acanthosaura_nataliae","Acanthosaura_nataliae","Agamidae","Acanthosaura","genomic",TRUE,TRUE
"Acanthosaura_phongdienensis",NA,NA,NA,"Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Acanthosaura_phuketensis",NA,NA,"Acanthosaura_phuketensis","Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Acanthosaura_titiwangsaensis",NA,"Acanthosaura_titiwangsaensis","Acanthosaura_titiwangsaensis","Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Acanthosaura_tongbiguanensis",NA,NA,NA,"Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Agama_aculeata","Agama_aculeata","Agama_aculeata","Agama_aculeata","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_africana","Agama_africana","Agama_africana","Agama_africana","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_agama","Agama_agama","Agama_africana, Agama_sylvana","Agama_agama","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_anchietae","Agama_anchietae","Agama_anchietae","Agama_anchietae","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_armata","Agama_armata","Agama_armata","Agama_armata","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_atra","Agama_atra","Agama_atra","Agama_atra","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_bocourti",NA,"Agama_bocourti","Agama_bocourti","Agamidae","Agama","imputed",FALSE,TRUE
"Agama_boensis","Agama_boensis","Agama_boensis","Agama_boensis","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_bottegi","Agama_bottegi","Agama_bottegi","Agama_bottegi","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_boueti","Agama_boueti","Agama_boueti","Agama_boueti","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_boulengeri","Agama_boulengeri","Agama_boulengeri","Agama_boulengeri","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_caudospinosa","Agama_caudospinosa","Agama_caudospinosa","Agama_caudospinosa","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_cristata","Agama_cristata","Agama_cristata","Agama_cristata","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_doriae","Agama_doriae","Agama_doriae","Agama_doriae","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_etoshae","Agama_etoshae","Agama_etoshae","Agama_etoshae","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_finchi","Agama_finchi","Agama_finchi","Agama_finchi","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_gracilimembris","Agama_gracilimembris","Agama_gracilimembris","Agama_gracilimembris","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_hartmanni","Agama_hartmanni","Agama_hartmanni","Agama_hartmanni","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_hispida","Agama_hispida","Agama_hispida","Agama_hispida","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_hulbertorum",NA,"Agama_hulbertorum","Agama_hulbertorum","Agamidae","Agama","imputed",FALSE,TRUE
"Agama_impalearis","Agama_impalearis","Agama_impalearis","Agama_impalearis","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_insularis","Agama_insularis","Agama_insularis","Agama_insularis","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_kaimosae","Agama_kaimosae","Agama_kaimosae","Agama_kaimosae","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_kirkii","Agama_kirkii","Agama_kirkii","Agama_kirkii","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_knobeli","Agama_knobeli","Agama_knobeli","Agama_knobeli","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_lanzai","Agama_lanzai","Agama_lanzai","Agama_lanzai","Agamidae","Agama","genomic",TRUE,TRUE
"Agama_lebretoni","Agama_lebretoni","Agama_lebretoni","Agama_lebretoni","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_lionotus","Agama_lionotus","Agama_lionotus","Agama_lionotus","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_lucyae",NA,"Agama_lucyae","Agama_lucyae","Agamidae","Agama","imputed",FALSE,TRUE
"Agama_montana","Agama_montana","Agama_montana","Agama_montana","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_mossambica","Agama_mossambica","Agama_mossambica","Agama_mossambica","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_mucosoensis",NA,"Agama_mucosoensis","Agama_mucosoensis","Agamidae","Agama","imputed",FALSE,TRUE
"Agama_mwanzae","Agama_mwanzae","Agama_mwanzae","Agama_mwanzae","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_parafricana","Agama_parafricana","Agama_parafricana","Agama_parafricana","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_paragama","Agama_paragama","Agama_paragama","Agama_paragama","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_persimilis",NA,"Agama_persimilis","Agama_persimilis","Agamidae","Agama","imputed",FALSE,TRUE
"Agama_picticauda","Agama_picticauda",NA,NA,"Agamidae","Agama","genbank",FALSE,TRUE
"Agama_planiceps","Agama_planiceps","Agama_planiceps","Agama_planiceps","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_robecchii","Agama_robecchii","Agama_robecchii","Agama_robecchii","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_rueppelli","Agama_rueppelli","Agama_rueppelli","Agama_rueppelli","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_sankaranica","Agama_sankaranica","Agama_sankaranica","Agama_sankaranica","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_somalica",NA,"Agama_somalica","Agama_somalica","Agamidae","Agama","imputed",FALSE,TRUE
"Agama_spinosa","Agama_spinosa","Agama_spinosa","Agama_spinosa","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_tassiliensis","Agama_tassiliensis","Agama_tassiliensis","Agama_tassiliensis","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_turuensis","Agama_turuensis","Agama_turuensis","Agama_turuensis","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_weidholzi","Agama_weidholzi","Agama_weidholzi","Agama_weidholzi","Agamidae","Agama","genbank",FALSE,TRUE
"Amphibolurus_burnsi","Amphibolurus_burnsi","Lophognathus_burnsi","Amphibolurus_burnsi","Agamidae","Amphibolurus","genbank",FALSE,TRUE
"Amphibolurus_centralis","Amphibolurus_centralis",NA,"Amphibolurus_centralis","Agamidae","Amphibolurus","genbank",FALSE,TRUE
"Amphibolurus_muricatus","Amphibolurus_muricatus","Amphibolurus_muricatus","Amphibolurus_muricatus","Agamidae","Amphibolurus","genbank",FALSE,TRUE
"Amphibolurus_norrisi","Amphibolurus_norrisi","Amphibolurus_norrisi","Amphibolurus_norrisi","Agamidae","Amphibolurus","genbank",FALSE,TRUE
"Aphaniotis_acutirostris","Aphaniotis_acutirostris","Aphaniotis_acutirostris","Aphaniotis_acutirostris","Agamidae","Aphaniotis","genomic",TRUE,TRUE
"Aphaniotis_fusca","Aphaniotis_fusca","Aphaniotis_fusca","Aphaniotis_fusca","Agamidae","Aphaniotis","genbank",FALSE,TRUE
"Aphaniotis_ornata",NA,"Aphaniotis_ornata","Aphaniotis_ornata","Agamidae","Aphaniotis","imputed",FALSE,TRUE
"Bronchocela_burmana","Bronchocela_burmana",NA,"Bronchocela_burmana","Agamidae","Bronchocela","genbank",FALSE,TRUE
"Bronchocela_celebensis",NA,"Bronchocela_celebensis","Bronchocela_celebensis","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bronchocela_cristatella","Bronchocela_cristatella","Bronchocela_cristatella","Bronchocela_cristatella","Agamidae","Bronchocela","genbank",TRUE,TRUE
"Bronchocela_danieli",NA,"Bronchocela_danieli","Bronchocela_danieli","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bronchocela_hayeki",NA,"Bronchocela_hayeki","Bronchocela_hayeki","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bronchocela_jubata","Bronchocela_jubata","Bronchocela_jubata","Bronchocela_jubata","Agamidae","Bronchocela","genomic",TRUE,TRUE
"Bronchocela_marmorata",NA,"Bronchocela_marmorata","Bronchocela_marmorata","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bronchocela_orlovi",NA,"Bronchocela_orlovi","Bronchocela_orlovi","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bronchocela_rayaensis","Bronchocela_rayaensis","Bronchocela_rayaensis","Bronchocela_rayaensis","Agamidae","Bronchocela","genbank",FALSE,TRUE
"Bronchocela_rubrigularis",NA,"Bronchocela_rubrigularis","Bronchocela_rubrigularis","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bronchocela_shenlong","Bronchocela_shenlong","Bronchocela_shenlong","Bronchocela_shenlong","Agamidae","Bronchocela","genbank",FALSE,TRUE
"Bronchocela_smaragdina","Bronchocela_smaragdina","Bronchocela_smaragdina","Bronchocela_smaragdina","Agamidae","Bronchocela","genomic",TRUE,TRUE
"Bronchocela_vietnamensis",NA,"Bronchocela_vietnamensis","Bronchocela_vietnamensis","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bufoniceps_laungwalaensis","Bufoniceps_laungwalaensis","Bufoniceps_laungwalaensis","Bufoniceps_laungwalaensis","Agamidae","Bufoniceps","genbank",FALSE,TRUE
"Calotes_bachae",NA,"Calotes_bachae","Calotes_bachae","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_bhutanensis",NA,"Calotes_bhutanensis","Calotes_bhutanensis","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_calotes","Calotes_calotes","Calotes_calotes","Calotes_calotes","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_ceylonensis","Calotes_ceylonensis","Calotes_ceylonensis","Calotes_ceylonensis","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_chincollium","Calotes_chincollium","Calotes_chincollium","Calotes_chincollium","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_desilvai",NA,"Calotes_desilvai","Calotes_desilvai","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_emma","Calotes_emma","Calotes_emma","Calotes_emma","Agamidae","Calotes","genbank",TRUE,TRUE
"Calotes_grandisquamis","Calotes_grandisquamis","Calotes_grandisquamis","Calotes_grandisquamis","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_htunwini","Calotes_htunwini","Calotes_htunwini","Calotes_htunwini","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_irawadi","Calotes_irawadi","Calotes_irawadi","Calotes_irawadi","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_jerdoni","Calotes_jerdoni","Calotes_jerdoni","Calotes_jerdoni","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_liocephalus","Calotes_liocephalus","Calotes_liocephalus","Calotes_liocephalus","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_liolepis","Calotes_liolepis","Calotes_liolepis","Calotes_liolepis","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_manamendrai",NA,"Calotes_manamendrai","Calotes_manamendrai","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_maria",NA,"Calotes_maria","Calotes_maria","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_medogensis",NA,"Calotes_medogensis","Calotes_medogensis","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_minor","Calotes_minor","Brachysaura_minor","Calotes_minor","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_mystaceus","Calotes_mystaceus","Calotes_mystaceus","Calotes_mystaceus","Agamidae","Calotes","genbank",TRUE,TRUE
"Calotes_nemoricola","Calotes_nemoricola","Calotes_nemoricola","Calotes_nemoricola","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_nigrilabris","Calotes_nigrilabris","Calotes_nigrilabris","Calotes_nigrilabris","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_nigriplicatus",NA,"Calotes_nigriplicatus","Calotes_nigriplicatus","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_paulus",NA,"Oriocalotes_paulus","Oriocalotes_paulus","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_pethiyagodai",NA,"Calotes_pethiyagodai","Calotes_pethiyagodai","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_versicolor","Calotes_versicolor","Calotes_versicolor","Calotes_versicolor","Agamidae","Calotes","genbank",TRUE,TRUE
"Calotes_zolaiking",NA,NA,NA,"Agamidae","Calotes","imputed",FALSE,TRUE
"Ceratophora_aspera","Ceratophora_aspera","Ceratophora_aspera","Ceratophora_aspera","Agamidae","Ceratophora","genomic",TRUE,TRUE
"Ceratophora_erdeleni","Ceratophora_erdeleni","Ceratophora_erdeleni","Ceratophora_erdeleni","Agamidae","Ceratophora","genbank",FALSE,TRUE
"Ceratophora_karu","Ceratophora_karu","Ceratophora_karu","Ceratophora_karu","Agamidae","Ceratophora","genbank",FALSE,TRUE
"Ceratophora_stoddartii","Ceratophora_stoddartii","Ceratophora_stoddartii","Ceratophora_stoddartii","Agamidae","Ceratophora","genbank",FALSE,TRUE
"Ceratophora_tennentii","Ceratophora_tennentii","Ceratophora_tennentii","Ceratophora_tennentii","Agamidae","Ceratophora","genbank",FALSE,TRUE
"Chelosania_brunnea","Chelosania_brunnea","Chelosania_brunnea","Chelosania_brunnea","Agamidae","Chelosania","genomic",TRUE,TRUE
"Chlamydosaurus_kingii","Chlamydosaurus_kingii","Chlamydosaurus_kingii","Chlamydosaurus_kingii","Agamidae","Chlamydosaurus","genomic",TRUE,TRUE
"Complicitus_nigrigularis",NA,"Complicitus_nigrigularis","Complicitus_nigrigularis","Agamidae","Complicitus","imputed",FALSE,TRUE
"Cophotis_ceylanica","Cophotis_ceylanica","Cophotis_ceylanica","Cophotis_ceylanica","Agamidae","Cophotis","genomic",TRUE,TRUE
"Cophotis_dumbara","Cophotis_dumbara","Cophotis_dumbara","Cophotis_dumbara","Agamidae","Cophotis","genbank",FALSE,TRUE
"Coryphophylax_brevicaudus",NA,"Coryphophylax_brevicaudus","Coryphophylax_brevicaudus","Agamidae","Coryphophylax","imputed",FALSE,TRUE
"Coryphophylax_subcristatus","Coryphophylax_subcristatus","Coryphophylax_subcristatus","Coryphophylax_subcristatus","Agamidae","Coryphophylax","genbank",FALSE,TRUE
"Cristidorsa_otai",NA,"Japalura_otai","Japalura_otai","Agamidae","Cristidorsa","imputed",FALSE,TRUE
"Cristidorsa_planidorsata","Cristidorsa_planidorsata","Japalura_planidorsata","Japalura_planidorsata","Agamidae","Cristidorsa","genomic",TRUE,TRUE
"Cryptagama_aurita",NA,"Cryptagama_aurita","Cryptagama_aurita","Agamidae","Cryptagama","imputed",FALSE,TRUE
"Ctenophorus_adelaidensis","Ctenophorus_adelaidensis","Ctenophorus_adelaidensis","Ctenophorus_adelaidensis","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_butlerorum","Ctenophorus_butlerorum","Ctenophorus_butlerorum","Ctenophorus_butleri","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_caudicinctus","Ctenophorus_caudicinctus","Ctenophorus_caudicinctus","Ctenophorus_caudicinctus","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_chapmani","Ctenophorus_chapmani","Ctenophorus_chapmani","Ctenophorus_chapmani","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_clayi","Ctenophorus_clayi","Ctenophorus_clayi","Ctenophorus_clayi","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_cristatus","Ctenophorus_cristatus","Ctenophorus_cristatus","Ctenophorus_cristatus","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_decresii","Ctenophorus_decresii","Ctenophorus_decresii","Ctenophorus_decresii","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_femoralis","Ctenophorus_femoralis","Ctenophorus_femoralis","Ctenophorus_femoralis","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_fionni","Ctenophorus_fionni","Ctenophorus_fionni","Ctenophorus_fionni","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_fordi","Ctenophorus_fordi","Ctenophorus_fordi","Ctenophorus_fordi","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_gibba","Ctenophorus_gibba","Ctenophorus_gibba","Ctenophorus_gibba","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_graafi","Ctenophorus_graafi",NA,NA,"Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_infans","Ctenophorus_infans",NA,NA,"Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_isolepis","Ctenophorus_isolepis","Ctenophorus_isolepis","Ctenophorus_isolepis","Agamidae","Ctenophorus","genomic",TRUE,TRUE
"Ctenophorus_maculatus","Ctenophorus_maculatus","Ctenophorus_maculatus","Ctenophorus_maculatus","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_maculosus","Ctenophorus_maculosus","Ctenophorus_maculosus","Ctenophorus_maculosus","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_mckenziei","Ctenophorus_mckenziei","Ctenophorus_mckenziei","Ctenophorus_mckenziei","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_mirrityana",NA,"Ctenophorus_mirrityana","Ctenophorus_mirrityana","Agamidae","Ctenophorus","imputed",FALSE,TRUE
"Ctenophorus_nguyarna",NA,"Ctenophorus_nguyarna","Ctenophorus_nguyarna","Agamidae","Ctenophorus","imputed",FALSE,TRUE
"Ctenophorus_nuchalis","Ctenophorus_nuchalis","Ctenophorus_nuchalis","Ctenophorus_nuchalis","Agamidae","Ctenophorus","genomic",TRUE,TRUE
"Ctenophorus_ornatus","Ctenophorus_ornatus","Ctenophorus_ornatus","Ctenophorus_ornatus","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_parviceps","Ctenophorus_parviceps","Ctenophorus_parviceps","Ctenophorus_parviceps","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_pictus","Ctenophorus_pictus","Ctenophorus_pictus","Ctenophorus_pictus","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_reticulatus","Ctenophorus_reticulatus","Ctenophorus_reticulatus","Ctenophorus_reticulatus","Agamidae","Ctenophorus","genomic",TRUE,TRUE
"Ctenophorus_rubens","Ctenophorus_rubens",NA,"Ctenophorus_rubens","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_rufescens","Ctenophorus_rufescens","Ctenophorus_rufescens","Ctenophorus_rufescens","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_salinarum","Ctenophorus_salinarum","Ctenophorus_salinarum","Ctenophorus_salinarum","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_scutulatus","Ctenophorus_scutulatus","Ctenophorus_scutulatus","Ctenophorus_scutulatus","Agamidae","Ctenophorus","genomic",TRUE,TRUE
"Ctenophorus_slateri","Ctenophorus_slateri",NA,NA,"Agamidae","Ctenophorus","genomic",TRUE,TRUE
"Ctenophorus_tjantjalka","Ctenophorus_tjantjalka","Ctenophorus_tjantjalka","Ctenophorus_tjantjalka","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_vadnappa","Ctenophorus_vadnappa","Ctenophorus_vadnappa","Ctenophorus_vadnappa","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_yinnietharra",NA,"Ctenophorus_yinnietharra","Ctenophorus_yinnietharra","Agamidae","Ctenophorus","imputed",FALSE,TRUE
"Dendragama_australis","Dendragama_australis",NA,"Dendragama_australis","Agamidae","Dendragama","genbank",FALSE,TRUE
"Dendragama_boulengeri","Dendragama_boulengeri","Dendragama_boulengeri","Dendragama_boulengeri","Agamidae","Dendragama","genbank",FALSE,TRUE
"Dendragama_dioidema","Dendragama_dioidema",NA,"Dendragama_dioidema","Agamidae","Dendragama","genbank",FALSE,TRUE
"Diploderma_batangensis",NA,"Japalura_batangensis","Japalura_batangensis","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_brevicauda",NA,"Japalura_brevicauda","Japalura_brevicauda","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_brevipes","Diploderma_brevipes","Japalura_brevipes","Japalura_brevipes","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_chapaense",NA,"Japalura_chapaensis","Japalura_chapaensis","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_drukdaypo",NA,NA,"Japalura_flaviceps","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_dymondi",NA,"Japalura_dymondi","Japalura_dymondi","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_fasciata",NA,"Japalura_fasciata","Japalura_fasciata","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_flaviceps","Diploderma_flaviceps","Japalura_flaviceps","Japalura_flaviceps","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_grahami",NA,"Japalura_grahami","Japalura_grahami","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_hamptoni",NA,"Japalura_hamptoni","Japalura_hamptoni","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_iadinum",NA,NA,"Japalura_iadina","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_laeviventre",NA,NA,"Japalura_laeviventris","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_luei","Diploderma_luei","Japalura_luei","Japalura_luei","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_makii","Diploderma_makii","Japalura_makii","Japalura_makii","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_micangshanensis",NA,"Japalura_micangshanensis","Japalura_micangshanensis","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_ngoclinensis",NA,NA,"Japalura_ngoclinensis","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_polygonatum","Diploderma_polygonatum","Japalura_polygonata","Japalura_polygonata","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_slowinskii",NA,NA,"Japalura_slowinskii","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_splendidum","Diploderma_splendidum","Japalura_splendida","Japalura_splendida","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_swild",NA,NA,NA,"Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_swinhonis","Diploderma_swinhonis","Japalura_swinhonis","Japalura_swinhonis","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_varcoae",NA,"Japalura_varcoae","Japalura_varcoae","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_vela",NA,NA,"Japalura_vela","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_yulongense",NA,"Japalura_yulongensis","Japalura_yulongensis","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_yunnanense","Diploderma_yunnanense","Japalura_yunnanensis","Japalura_yunnanensis","Agamidae","Diploderma","genomic",TRUE,TRUE
"Diploderma_zhaoermii",NA,"Japalura_zhaoermii","Japalura_zhaoermii","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diporiphora_adductus",NA,"Diporiphora_adductus","Diporiphora_adductus","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_albilabris","Diporiphora_albilabris","Diporiphora_albilabris","Diporiphora_albilabris","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_ameliae",NA,"Diporiphora_ameliae","Diporiphora_ameliae","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_amphiboluroides","Diporiphora_amphiboluroides","Diporiphora_amphiboluroides","Diporiphora_amphiboluroides","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_australis","Diporiphora_australis","Diporiphora_australis","Diporiphora_australis","Agamidae","Diporiphora","genbank",FALSE,TRUE
