"repDB","treename","geog","eco","family","genus","dataType","inTopoConstraint","oneToOne"
"Ctenosaura_palearis","Ctenosaura_palearis","Ctenosaura_palearis","Ctenosaura_palearis","Iguanidae","Ctenosaura","genbank",FALSE,TRUE
"Ctenosaura_pectinata","Ctenosaura_pectinata","Ctenosaura_pectinata","Ctenosaura_pectinata","Iguanidae","Ctenosaura","genbank",FALSE,TRUE
"Ctenosaura_quinquecarinata","Ctenosaura_quinquecarinata","Ctenosaura_quinquecarinata","Ctenosaura_quinquecarinata","Iguanidae","Ctenosaura","genbank",FALSE,TRUE
"Ctenosaura_similis","Ctenosaura_similis","Ctenosaura_similis","Ctenosaura_similis","Iguanidae","Ctenosaura","genbank",FALSE,TRUE
"Cyclura_carinata","Cyclura_carinata","Cyclura_carinata","Cyclura_carinata","Iguanidae","Cyclura","genbank",FALSE,TRUE
"Cyclura_collei","Cyclura_collei","Cyclura_collei","Cyclura_collei","Iguanidae","Cyclura","genbank",FALSE,TRUE
"Cyclura_cornuta","Cyclura_cornuta","Cyclura_cornuta","Cyclura_cornuta","Iguanidae","Cyclura","genbank",FALSE,TRUE
"Cyclura_cychlura","Cyclura_cychlura","Cyclura_cychlura","Cyclura_cychlura","Iguanidae","Cyclura","genbank",FALSE,TRUE
"Cyclura_lewisi","Cyclura_lewisi","Cyclura_lewisi","Cyclura_lewisi","Iguanidae","Cyclura","genbank",FALSE,TRUE
"Cyclura_nubila","Cyclura_nubila","Cyclura_nubila","Cyclura_nubila","Iguanidae","Cyclura","genbank",FALSE,TRUE
"Cyclura_pinguis","Cyclura_pinguis","Cyclura_pinguis","Cyclura_pinguis","Iguanidae","Cyclura","genbank",FALSE,TRUE
"Cyclura_ricordi","Cyclura_ricordi","Cyclura_ricordi","Cyclura_ricordi","Iguanidae","Cyclura","genbank",FALSE,TRUE
"Cyclura_rileyi","Cyclura_rileyi","Cyclura_rileyi","Cyclura_rileyi","Iguanidae","Cyclura","genbank",FALSE,TRUE
"Cyclura_stejnegeri","Cyclura_stejnegeri",NA,"Cyclura_stejnegeri","Iguanidae","Cyclura","genbank",FALSE,TRUE
"Dipsosaurus_catalinensis",NA,NA,"Dipsosaurus_catalinensis","Iguanidae","Dipsosaurus","imputed",FALSE,TRUE
"Dipsosaurus_dorsalis","Dipsosaurus_dorsalis","Dipsosaurus_dorsalis","Dipsosaurus_dorsalis","Iguanidae","Dipsosaurus","genbank",TRUE,TRUE
"Iguana_delicatissima","Iguana_delicatissima","Iguana_delicatissima","Iguana_delicatissima","Iguanidae","Iguana","genbank",FALSE,TRUE
"Iguana_iguana","Iguana_iguana","Iguana_iguana","Iguana_iguana","Iguanidae","Iguana","genomic",TRUE,TRUE
"Sauromalus_ater","Sauromalus_ater","Sauromalus_ater","Sauromalus_ater","Iguanidae","Sauromalus","genbank",TRUE,TRUE
"Sauromalus_hispidus","Sauromalus_hispidus","Sauromalus_hispidus","Sauromalus_hispidus","Iguanidae","Sauromalus","genbank",FALSE,TRUE
"Sauromalus_klauberi","Sauromalus_klauberi","Sauromalus_klauberi","Sauromalus_klauberi","Iguanidae","Sauromalus","genbank",FALSE,TRUE
"Sauromalus_slevini",NA,"Sauromalus_slevini","Sauromalus_slevini","Iguanidae","Sauromalus","imputed",FALSE,TRUE
"Sauromalus_varius","Sauromalus_varius","Sauromalus_varius","Sauromalus_varius","Iguanidae","Sauromalus","genbank",FALSE,TRUE
"Acanthodactylus_aegyptius","Acanthodactylus_aegyptius","Acanthodactylus_aegyptius","Acanthodactylus_aegyptius","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_ahmaddisii",NA,"Acanthodactylus_ahmaddisii","Acanthodactylus_ahmaddisii","Lacertidae","Acanthodactylus","imputed",FALSE,TRUE
"Acanthodactylus_arabicus","Acanthodactylus_arabicus","Acanthodactylus_arabicus","Acanthodactylus_arabicus","Lacertidae","Acanthodactylus","genomic",TRUE,TRUE
"Acanthodactylus_aureus","Acanthodactylus_aureus","Acanthodactylus_aureus","Acanthodactylus_aureus","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_bedriagai","Acanthodactylus_bedriagai","Acanthodactylus_bedriagai","Acanthodactylus_bedriagai","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_beershebensis","Acanthodactylus_beershebensis","Acanthodactylus_beershebensis","Acanthodactylus_beershebensis","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_blanci","Acanthodactylus_blanci","Acanthodactylus_blanci","Acanthodactylus_blanci","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_blanfordii","Acanthodactylus_blanfordii","Acanthodactylus_blanfordii","Acanthodactylus_blanfordii","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_boskianus","Acanthodactylus_boskianus","Acanthodactylus_boskianus","Acanthodactylus_boskianus","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_boueti","Acanthodactylus_boueti","Acanthodactylus_boueti","Acanthodactylus_boueti","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_busacki","Acanthodactylus_busacki","Acanthodactylus_busacki","Acanthodactylus_busacki","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_cantoris","Acanthodactylus_cantoris","Acanthodactylus_cantoris","Acanthodactylus_cantoris","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_dumerilii","Acanthodactylus_dumerilii","Acanthodactylus_dumerilii","Acanthodactylus_dumerilii","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_erythrurus","Acanthodactylus_erythrurus","Acanthodactylus_erythrurus, Acanthodactylus_lineomaculatus","Acanthodactylus_erythrurus","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_felicis","Acanthodactylus_felicis","Acanthodactylus_felicis","Acanthodactylus_felicis","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_gongrorhynchatus","Acanthodactylus_gongrorhynchatus","Acanthodactylus_gongrorhynchatus","Acanthodactylus_gongrorhynchatus","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_grandis","Acanthodactylus_grandis","Acanthodactylus_grandis","Acanthodactylus_grandis","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_guineensis","Acanthodactylus_guineensis","Acanthodactylus_guineensis","Acanthodactylus_guineensis","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_haasi","Acanthodactylus_haasi","Acanthodactylus_haasi","Acanthodactylus_haasi","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_hardyi","Acanthodactylus_hardyi","Acanthodactylus_hardyi","Acanthodactylus_hardyi","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_harranensis","Acanthodactylus_harranensis","Acanthodactylus_harranensis","Acanthodactylus_harranensis","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_khamirensis","Acanthodactylus_khamirensis","Acanthodactylus_khamirensis","Acanthodactylus_khamirensis","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_longipes","Acanthodactylus_longipes","Acanthodactylus_longipes","Acanthodactylus_longipes","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_maculatus","Acanthodactylus_maculatus","Acanthodactylus_maculatus","Acanthodactylus_maculatus","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_margaritae","Acanthodactylus_margaritae",NA,"Acanthodactylus_margaritae","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_masirae","Acanthodactylus_masirae","Acanthodactylus_masirae","Acanthodactylus_masirae","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_micropholis","Acanthodactylus_micropholis","Acanthodactylus_micropholis","Acanthodactylus_micropholis","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_nilsoni","Acanthodactylus_nilsoni","Acanthodactylus_nilsoni","Acanthodactylus_nilsoni","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_opheodurus","Acanthodactylus_opheodurus","Acanthodactylus_opheodurus","Acanthodactylus_opheodurus","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_orientalis","Acanthodactylus_orientalis","Acanthodactylus_orientalis","Acanthodactylus_orientalis","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_pardalis","Acanthodactylus_pardalis","Acanthodactylus_pardalis","Acanthodactylus_pardalis","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_robustus","Acanthodactylus_robustus","Acanthodactylus_robustus","Acanthodactylus_robustus","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_savignyi","Acanthodactylus_savignyi","Acanthodactylus_savignyi","Acanthodactylus_savignyi","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_schmidti","Acanthodactylus_schmidti","Acanthodactylus_schmidti","Acanthodactylus_schmidti","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_schreiberi","Acanthodactylus_schreiberi","Acanthodactylus_schreiberi","Acanthodactylus_schreiberi","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_scutellatus","Acanthodactylus_scutellatus","Acanthodactylus_scutellatus","Acanthodactylus_scutellatus","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_senegalensis","Acanthodactylus_senegalensis","Acanthodactylus_senegalensis","Acanthodactylus_senegalensis","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_spinicauda",NA,"Acanthodactylus_spinicauda","Acanthodactylus_spinicauda","Lacertidae","Acanthodactylus","imputed",FALSE,TRUE
"Acanthodactylus_taghitensis","Acanthodactylus_taghitensis","Acanthodactylus_taghitensis","Acanthodactylus_taghitensis","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_tilburyi","Acanthodactylus_tilburyi","Acanthodactylus_tilburyi","Acanthodactylus_tilburyi","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_tristrami","Acanthodactylus_tristrami","Acanthodactylus_tristrami","Acanthodactylus_tristrami","Lacertidae","Acanthodactylus","genbank",FALSE,TRUE
"Acanthodactylus_yemenicus",NA,"Acanthodactylus_yemenicus","Acanthodactylus_yemenicus","Lacertidae","Acanthodactylus","imputed",FALSE,TRUE
"Adolfus_africanus","Adolfus_africanus","Adolfus_africanus","Adolfus_africanus","Lacertidae","Adolfus","genbank",FALSE,TRUE
"Adolfus_alleni","Adolfus_alleni","Adolfus_alleni","Adolfus_alleni","Lacertidae","Adolfus","genbank",FALSE,TRUE
"Adolfus_jacksoni","Adolfus_jacksoni","Adolfus_jacksoni","Adolfus_jacksoni","Lacertidae","Adolfus","genbank",FALSE,TRUE
"Adolfus_kibonotensis",NA,NA,NA,"Lacertidae","Adolfus","imputed",FALSE,TRUE
"Adolfus_masavaensis","Adolfus_masavaensis","Adolfus_masavaensis","Adolfus_masavaensis","Lacertidae","Adolfus","genbank",FALSE,TRUE
"Adolfus_mathewsensis",NA,NA,NA,"Lacertidae","Adolfus","imputed",FALSE,TRUE
"Algyroides_fitzingeri","Algyroides_fitzingeri","Algyroides_fitzingeri","Algyroides_fitzingeri","Lacertidae","Algyroides","genbank",FALSE,TRUE
"Algyroides_marchi","Algyroides_marchi","Algyroides_marchi","Algyroides_marchi","Lacertidae","Algyroides","genbank",FALSE,TRUE
"Algyroides_moreoticus","Algyroides_moreoticus","Algyroides_moreoticus","Algyroides_moreoticus","Lacertidae","Algyroides","genbank",FALSE,TRUE
"Algyroides_nigropunctatus","Algyroides_nigropunctatus","Algyroides_nigropunctatus","Algyroides_nigropunctatus","Lacertidae","Algyroides","genbank",FALSE,TRUE
"Anatololacerta_anatolica","Anatololacerta_anatolica","Anatololacerta_anatolica","Anatololacerta_anatolica","Lacertidae","Anatololacerta","genbank",FALSE,TRUE
"Anatololacerta_budaki","Anatololacerta_budaki","Anatololacerta_budaki","Anatololacerta_budaki","Lacertidae","Anatololacerta","genbank",FALSE,TRUE
"Anatololacerta_danfordi","Anatololacerta_danfordi","Anatololacerta_danfordi","Anatololacerta_danfordi","Lacertidae","Anatololacerta","genbank",FALSE,TRUE
"Anatololacerta_pelasgiana","Anatololacerta_pelasgiana","Anatololacerta_pelasgiana","Anatololacerta_pelasgiana","Lacertidae","Anatololacerta","genbank",FALSE,TRUE
NA,"Anatololacerta_oertzeni",NA,NA,"Lacertidae","Anatololacerta","genbank",FALSE,TRUE
"Apathya_cappadocica","Apathya_cappadocica","Apathya_cappadocica","Apathya_cappadocica","Lacertidae","Apathya","genbank",FALSE,TRUE
"Apathya_yassujica","Apathya_yassujica","Apathya_yassujica","Apathya_yassujica","Lacertidae","Apathya","genbank",FALSE,TRUE
"Archaeolacerta_bedriagae","Archaeolacerta_bedriagae","Archaeolacerta_bedriagae","Archaeolacerta_bedriagae","Lacertidae","Archaeolacerta","genbank",FALSE,TRUE
"Atlantolacerta_andreanskyi","Atlantolacerta_andreanskyi","Atlantolacerta_andreanskyi","Atlantolacerta_andreanskyi","Lacertidae","Atlantolacerta","genbank",FALSE,TRUE
"Australolacerta_australis","Australolacerta_australis","Australolacerta_australis","Australolacerta_australis","Lacertidae","Australolacerta","genbank",FALSE,TRUE
"Congolacerta_asukului","Congolacerta_asukului","Congolacerta_asukului","Congolacerta_asukului","Lacertidae","Congolacerta","genbank",FALSE,TRUE
"Congolacerta_vauereselli","Congolacerta_vauereselli","Congolacerta_vauereselli","Congolacerta_vauereselli","Lacertidae","Congolacerta","genbank",FALSE,TRUE
"Dalmatolacerta_oxycephala","Dalmatolacerta_oxycephala","Dalmatolacerta_oxycephala","Dalmatolacerta_oxycephala","Lacertidae","Dalmatolacerta","genbank",FALSE,TRUE
"Darevskia_aghasyani",NA,NA,NA,"Lacertidae","Darevskia","imputed",FALSE,TRUE
"Darevskia_alpina","Darevskia_alpina","Darevskia_alpina","Darevskia_alpina","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_armeniaca","Darevskia_armeniaca","Darevskia_armeniaca","Darevskia_armeniaca","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_bendimahiensis","Darevskia_bendimahiensis","Darevskia_bendimahiensis","Darevskia_bendimahiensis","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_bithynica","Darevskia_bithynica","Darevskia_bithynica","Darevskia_bithynica","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_brauneri","Darevskia_brauneri","Darevskia_brauneri","Darevskia_brauneri","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_caspica","Darevskia_caspica","Darevskia_caspica","Darevskia_caspica","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_caucasica","Darevskia_caucasica","Darevskia_caucasica","Darevskia_caucasica","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_chlorogaster","Darevskia_chlorogaster","Darevskia_chlorogaster","Darevskia_chlorogaster","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_clarkorum","Darevskia_clarkorum","Darevskia_clarkorum","Darevskia_clarkorum","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_daghestanica","Darevskia_daghestanica","Darevskia_daghestanica","Darevskia_daghestanica","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_dahli","Darevskia_dahli","Darevskia_dahli","Darevskia_dahli","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_defilippii","Darevskia_defilippii","Darevskia_defilippii","Darevskia_defilippii","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_derjugini","Darevskia_derjugini","Darevskia_derjugini","Darevskia_derjugini","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_dryada",NA,"Darevskia_dryada",NA,"Lacertidae","Darevskia","imputed",FALSE,TRUE
"Darevskia_kamii","Darevskia_kamii","Darevskia_kamii","Darevskia_kamii","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_kopetdaghica","Darevskia_kopetdaghica","Darevskia_kopetdaghica","Darevskia_kopetdaghica","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_lindholmi","Darevskia_lindholmi","Darevskia_lindholmi","Darevskia_lindholmi","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_mixta","Darevskia_mixta","Darevskia_mixta","Darevskia_mixta","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_parvula","Darevskia_parvula","Darevskia_parvula","Darevskia_parvula","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_pontica",NA,"Darevskia_pontica","Darevskia_pontica","Lacertidae","Darevskia","imputed",FALSE,TRUE
"Darevskia_portschinskii","Darevskia_portschinskii","Darevskia_portschinskii","Darevskia_portschinskii","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_praticola","Darevskia_praticola","Darevskia_praticola","Darevskia_praticola","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_raddei","Darevskia_raddei","Darevskia_raddei","Darevskia_raddei","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_rostombekowi","Darevskia_rostombekowi","Darevskia_rostombekowi","Darevskia_rostombekowi","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_rudis","Darevskia_rudis","Darevskia_rudis","Darevskia_rudis","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_sapphirina","Darevskia_sapphirina","Darevskia_sapphirina","Darevskia_sapphirina","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_saxicola","Darevskia_saxicola","Darevskia_saxicola","Darevskia_saxicola","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_schaekeli","Darevskia_schaekeli","Darevskia_schaekeli","Darevskia_schaekeli","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_steineri","Darevskia_steineri","Darevskia_steineri","Darevskia_steineri","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_szczerbaki","Darevskia_szczerbaki",NA,NA,"Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_unisexualis","Darevskia_unisexualis","Darevskia_unisexualis","Darevskia_unisexualis","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_uzzelli","Darevskia_uzzelli","Darevskia_uzzelli","Darevskia_uzzelli","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Darevskia_valentini","Darevskia_valentini","Darevskia_valentini","Darevskia_valentini","Lacertidae","Darevskia","genbank",FALSE,TRUE
"Dinarolacerta_montenegrina","Dinarolacerta_montenegrina","Dinarolacerta_montenegrina","Dinarolacerta_montenegrina","Lacertidae","Dinarolacerta","genbank",FALSE,TRUE
"Dinarolacerta_mosorensis","Dinarolacerta_mosorensis","Dinarolacerta_mosorensis","Dinarolacerta_mosorensis","Lacertidae","Dinarolacerta","genbank",FALSE,TRUE
"Eremias_acutirostris","Eremias_acutirostris","Eremias_acutirostris","Eremias_acutirostris","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_afghanistanica",NA,"Eremias_afghanistanica","Eremias_afghanistanica","Lacertidae","Eremias","imputed",FALSE,TRUE
"Eremias_andersoni",NA,"Eremias_andersoni","Eremias_andersoni","Lacertidae","Eremias","imputed",FALSE,TRUE
"Eremias_argus","Eremias_argus","Eremias_argus","Eremias_argus","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_arguta","Eremias_arguta","Eremias_arguta","Eremias_arguta","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_aria",NA,"Eremias_aria","Eremias_aria","Lacertidae","Eremias","imputed",FALSE,TRUE
"Eremias_brenchleyi","Eremias_brenchleyi","Eremias_brenchleyi","Eremias_brenchleyi","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_buechneri","Eremias_buechneri","Eremias_buechneri","Eremias_buechneri","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_cholistanica",NA,"Eremias_cholistanica","Eremias_cholistanica","Lacertidae","Eremias","imputed",FALSE,TRUE
"Eremias_dzungarica",NA,NA,"Eremias_dzungarica","Lacertidae","Eremias","imputed",FALSE,TRUE
"Eremias_fasciata",NA,"Eremias_fasciata","Eremias_fasciata","Lacertidae","Eremias","imputed",FALSE,TRUE
"Eremias_grammica","Eremias_grammica","Eremias_grammica","Eremias_grammica","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_intermedia","Eremias_intermedia","Eremias_intermedia","Eremias_intermedia","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_isfahanica",NA,NA,"Eremias_isfahanica","Lacertidae","Eremias","imputed",FALSE,TRUE
"Eremias_kavirensis","Eremias_kavirensis","Eremias_kavirensis","Eremias_kavirensis","Lacertidae","Eremias","genomic",TRUE,TRUE
"Eremias_kokshaaliensis",NA,"Eremias_kokshaaliensis","Eremias_kokshaaliensis","Lacertidae","Eremias","imputed",FALSE,TRUE
"Eremias_kopetdaghica","Eremias_kopetdaghica",NA,"Eremias_kopetdaghica","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_lalezharica","Eremias_lalezharica","Eremias_lalezharica","Eremias_lalezharica","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_lineolata","Eremias_lineolata","Eremias_lineolata","Eremias_lineolata","Lacertidae","Eremias","genomic",TRUE,TRUE
"Eremias_montana","Eremias_montana","Eremias_montana","Eremias_montana","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_multiocellata","Eremias_multiocellata","Eremias_multiocellata","Eremias_multiocellata","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_nigrocellata",NA,"Eremias_nigrocellata","Eremias_nigrocellata","Lacertidae","Eremias","imputed",FALSE,TRUE
"Eremias_nikolskii","Eremias_nikolskii","Eremias_nikolskii","Eremias_nikolskii","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_papenfussi","Eremias_papenfussi","Eremias_papenfussi","Eremias_papenfussi","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_persica","Eremias_persica","Eremias_persica","Eremias_persica","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_pleskei","Eremias_pleskei","Eremias_pleskei","Eremias_pleskei","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_przewalskii","Eremias_przewalskii","Eremias_przewalskii","Eremias_przewalskii","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_quadrifrons",NA,"Eremias_quadrifrons","Eremias_quadrifrons","Lacertidae","Eremias","imputed",FALSE,TRUE
"Eremias_regeli",NA,"Eremias_regeli","Eremias_regeli","Lacertidae","Eremias","imputed",FALSE,TRUE
"Eremias_roborowskii","Eremias_roborowskii",NA,NA,"Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_scripta","Eremias_scripta","Eremias_scripta","Eremias_scripta","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_strauchi","Eremias_strauchi","Eremias_strauchi","Eremias_strauchi","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_stummeri","Eremias_stummeri","Eremias_stummeri","Eremias_stummeri","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_suphani","Eremias_suphani","Eremias_suphani","Eremias_suphani","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_szczerbaki","Eremias_szczerbaki","Eremias_szczerbaki","Eremias_szczerbaki","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_velox","Eremias_velox","Eremias_velox","Eremias_velox","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_vermiculata","Eremias_vermiculata","Eremias_vermiculata","Eremias_vermiculata","Lacertidae","Eremias","genbank",FALSE,TRUE
"Eremias_yarkandensis","Eremias_yarkandensis","Eremias_yarkandensis","Eremias_yarkandensis","Lacertidae","Eremias","genbank",FALSE,TRUE
"Gallotia_atlantica","Gallotia_atlantica","Gallotia_atlantica","Gallotia_atlantica","Lacertidae","Gallotia","genbank",FALSE,TRUE
"Gallotia_auaritae",NA,"Gallotia_auaritae","Gallotia_auaritae","Lacertidae","Gallotia","imputed",FALSE,TRUE
"Gallotia_bravoana","Gallotia_bravoana","Gallotia_bravoana","Gallotia_bravoana","Lacertidae","Gallotia","genbank",FALSE,TRUE
"Gallotia_caesaris","Gallotia_caesaris","Gallotia_caesaris","Gallotia_caesaris","Lacertidae","Gallotia","genbank",FALSE,TRUE
"Gallotia_galloti","Gallotia_galloti","Gallotia_galloti","Gallotia_galloti","Lacertidae","Gallotia","genbank",FALSE,TRUE
"Gallotia_intermedia","Gallotia_intermedia","Gallotia_intermedia","Gallotia_intermedia","Lacertidae","Gallotia","genbank",FALSE,TRUE
"Gallotia_simonyi","Gallotia_simonyi","Gallotia_simonyi","Gallotia_simonyi","Lacertidae","Gallotia","genbank",FALSE,TRUE
"Gallotia_stehlini","Gallotia_stehlini","Gallotia_stehlini","Gallotia_stehlini","Lacertidae","Gallotia","genbank",FALSE,TRUE
"Gastropholis_echinata",NA,"Gastropholis_echinata","Gastropholis_echinata","Lacertidae","Gastropholis","imputed",FALSE,TRUE
"Gastropholis_prasina","Gastropholis_prasina","Gastropholis_prasina","Gastropholis_prasina","Lacertidae","Gastropholis","genbank",FALSE,TRUE
"Gastropholis_tropidopholis",NA,"Gastropholis_tropidopholis","Gastropholis_tropidopholis","Lacertidae","Gastropholis","imputed",FALSE,TRUE
"Gastropholis_vittata","Gastropholis_vittata","Gastropholis_vittata","Gastropholis_vittata","Lacertidae","Gastropholis","genbank",FALSE,TRUE
"Heliobolus_lugubris","Heliobolus_lugubris","Heliobolus_lugubris","Heliobolus_lugubris","Lacertidae","Heliobolus","genbank",FALSE,TRUE
"Heliobolus_neumanni",NA,"Heliobolus_neumanni","Heliobolus_neumanni","Lacertidae","Heliobolus","imputed",FALSE,TRUE
"Heliobolus_nitidus",NA,"Heliobolus_nitidus","Heliobolus_nitidus","Lacertidae","Heliobolus","imputed",FALSE,TRUE
"Heliobolus_spekii","Heliobolus_spekii","Heliobolus_spekii","Heliobolus_spekii","Lacertidae","Heliobolus","genbank",FALSE,TRUE
"Hellenolacerta_graeca","Hellenolacerta_graeca","Hellenolacerta_graeca","Hellenolacerta_graeca","Lacertidae","Hellenolacerta","genbank",FALSE,TRUE
"Holaspis_guentheri","Holaspis_guentheri","Holaspis_guentheri","Holaspis_guentheri","Lacertidae","Holaspis","genbank",FALSE,TRUE
"Holaspis_laevis","Holaspis_laevis","Holaspis_laevis","Holaspis_laevis","Lacertidae","Holaspis","genbank",FALSE,TRUE
"Iberolacerta_aranica","Iberolacerta_aranica","Iberolacerta_aranica","Iberolacerta_aranica","Lacertidae","Iberolacerta","genbank",FALSE,TRUE
"Iberolacerta_aurelioi","Iberolacerta_aurelioi","Iberolacerta_aurelioi","Iberolacerta_aurelioi","Lacertidae","Iberolacerta","genbank",FALSE,TRUE
"Iberolacerta_bonnali","Iberolacerta_bonnali","Iberolacerta_bonnali","Iberolacerta_bonnali","Lacertidae","Iberolacerta","genbank",FALSE,TRUE
"Iberolacerta_cyreni","Iberolacerta_cyreni","Iberolacerta_cyreni","Iberolacerta_cyreni","Lacertidae","Iberolacerta","genbank",FALSE,TRUE
"Iberolacerta_galani","Iberolacerta_galani","Iberolacerta_galani","Iberolacerta_galani","Lacertidae","Iberolacerta","genbank",FALSE,TRUE
