"treename","family","genus","dataType","inTopoConstraint","oneToOne"
"Cyrtodactylus_interdigitalis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_intermedius","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_inthanon","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_irianjayaensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_irregularis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_jaegeri","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_jaintiaensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_jambangan","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_jarakensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_jarujini","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_jelawangensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_jellesmae","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_jeyporensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_kazirangaensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_khammouanensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_khasiensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_khelangensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_kimberleyensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_kingsadai","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_klakahensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_klugei","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_kunyai","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_laangensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_laevigatus","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_langkawiensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_lateralis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_lawderanus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_leegrismeri","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_lekaguli","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_lenggongensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_lenya","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_limajalur","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_linnoensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_linnwayensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_lomyenensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_loriae","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_louisiadensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_macrotuberculatus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_majulah","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_malayanus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_mamanwa","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_mandalayensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_manos","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_markuscombaii","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_marmoratus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_martini","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_martinstolli","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_matsuii","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_mcdonaldi","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_medioclivus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_meersi","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_metropolis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_mimikanus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_minor","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_mombergi","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_montanus","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_muangfuangensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_multiporus","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_muluensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_murua","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_myaleiktaung","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_myintkyawthurai","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_nagalandensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_naungkayaingensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_nebulosus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_nepalensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_nigriocularis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_novaeguineae","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_nuaulu","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_nyinyikyawi","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_oldhami","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_otai","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_pageli","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_pantiensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_papilionoides","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_papuensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_paradoxus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_payacola","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_payarhtanensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_peguensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_petani","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_pharbaungensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_phetchaburiensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_philippinicus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_phongnhakebangensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_phuketensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_phuocbinhensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_phuquocensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_pinlaungensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_pronarus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_psarops","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_pseudoquadrivirgatus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_pubisulcus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_puhuensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_pulchellus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_pyadalinensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_pyinyaungensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_quadrivirgatus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_ramboda","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_ranongensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_redimiculus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_rex","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_rishivalleyensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_robustus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_roesleri","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_rosichonariefi","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_rubidus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_rufford","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_russelli","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_sadanensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_sadansinensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_sadleiri","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_saiyok","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_salomonensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_samroiyot","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_sangi","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_sanook","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_sanpelensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_semenanjungensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_semiadii","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_semicinctus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_septentrionalis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_septimontium","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_seribuatensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_sermowaiensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_serratus","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_sharkari","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_shwetaungorum","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_sinyineensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_slowinskii","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_soba","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_sommerladi","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_soni","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_sonlaensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_soudthichaki","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_speciosus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_spelaeus","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_spinosus","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_srilekhae","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_stresemanni","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_subsolanus","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_sumonthai","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_sumuroi","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_surin","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_sworderi","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_tahuna","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_takouensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_tamaiensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_tambora","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_tanahjampea","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_tanim","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_tautbatorum","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_taybacensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_taynguyenensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_tebuensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_teyniei","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_thathomensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_thirakhupti","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_thochuensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_thuongae","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_thylacodactylus","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_tibetanus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_tigroides","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_timur","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_tiomanensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_triedrus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_trilatofasciatus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_tripartitus","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_tripuraensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_tuberculatus","Gekkonidae","Cyrtodactylus","genomic",TRUE,TRUE
"Cyrtodactylus_varadgirii","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_variegatus","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_vilaphongi","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_wakeorum","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_wallacei","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_wangkulangkulae","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_wayakonei","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_welpyanensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_wetariensis","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_yakhuna","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_yangbayensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_yathepyanensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_yoshii","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_ywanganensis","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_zebraicus","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_zhaoermii","Gekkonidae","Cyrtodactylus","imputed",FALSE,TRUE
"Cyrtodactylus_ziegleri","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtodactylus_zugi","Gekkonidae","Cyrtodactylus","genbank",FALSE,TRUE
"Cyrtopodion_agamuroides","Gekkonidae","Cyrtopodion","genbank",FALSE,TRUE
"Cyrtopodion_aravallensis","Gekkonidae","Cyrtopodion","genbank",FALSE,TRUE
"Cyrtopodion_baigii","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_belaense","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_brevipes","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_fortmunroi","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_gastrophole","Gekkonidae","Cyrtopodion","genbank",FALSE,TRUE
"Cyrtopodion_golubevi","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_hormozganum","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_indusoani","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_kachhense","Gekkonidae","Cyrtopodion","genbank",FALSE,TRUE
"Cyrtopodion_kiabii","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_kirmanense","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_kohsulaimanai","Gekkonidae","Cyrtopodion","genbank",FALSE,TRUE
"Cyrtopodion_mansarulus","Gekkonidae","Cyrtopodion","genbank",FALSE,TRUE
"Cyrtopodion_medogense","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_montiumsalsorum","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_persepolense","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_potoharense","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_rhodocauda","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Cyrtopodion_rohtasfortai","Gekkonidae","Cyrtopodion","genbank",FALSE,TRUE
"Cyrtopodion_scabrum","Gekkonidae","Cyrtopodion","genbank",FALSE,TRUE
"Cyrtopodion_sistanense","Gekkonidae","Cyrtopodion","genbank",FALSE,TRUE
"Cyrtopodion_watsoni","Gekkonidae","Cyrtopodion","imputed",FALSE,TRUE
"Dixonius_aaronbaueri","Gekkonidae","Dixonius","genbank",FALSE,TRUE
"Dixonius_hangseesom","Gekkonidae","Dixonius","imputed",FALSE,TRUE
"Dixonius_kaweesaki","Gekkonidae","Dixonius","imputed",FALSE,TRUE
"Dixonius_melanostictus","Gekkonidae","Dixonius","genbank",FALSE,TRUE
"Dixonius_minhlei","Gekkonidae","Dixonius","genbank",FALSE,TRUE
"Dixonius_siamensis","Gekkonidae","Dixonius","genomic",TRUE,TRUE
"Dixonius_taoi","Gekkonidae","Dixonius","genbank",FALSE,TRUE
"Dixonius_vietnamensis","Gekkonidae","Dixonius","genbank",FALSE,TRUE
"Hemidactylus_anamallensis","Gekkonidae","Hemidactylus","genbank",FALSE,FALSE
"Dravidogecko_smithi","Gekkonidae","Dravidogecko","imputed",FALSE,TRUE
"Ebenavia_boettgeri","Gekkonidae","Ebenavia","imputed",FALSE,TRUE
"Ebenavia_inunguis","Gekkonidae","Ebenavia","genbank",FALSE,TRUE
"Ebenavia_maintimainty","Gekkonidae","Ebenavia","genbank",FALSE,TRUE
"Ebenavia_robusta","Gekkonidae","Ebenavia","imputed",FALSE,TRUE
"Ebenavia_safari","Gekkonidae","Ebenavia","imputed",FALSE,TRUE
"Ebenavia_tuelinae","Gekkonidae","Ebenavia","imputed",FALSE,TRUE
"Elasmodactylus_tetensis","Gekkonidae","Elasmodactylus","genbank",FALSE,TRUE
"Elasmodactylus_tuberculosus","Gekkonidae","Elasmodactylus","genbank",FALSE,TRUE
"Geckolepis_humbloti","Gekkonidae","Geckolepis","genbank",FALSE,TRUE
"Geckolepis_maculata","Gekkonidae","Geckolepis","genbank",FALSE,TRUE
"Geckolepis_megalepis","Gekkonidae","Geckolepis","imputed",FALSE,TRUE
"Geckolepis_polylepis","Gekkonidae","Geckolepis","imputed",FALSE,TRUE
"Geckolepis_typica","Gekkonidae","Geckolepis","genbank",FALSE,TRUE
"Gehyra_angusticaudata","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_australis","Gekkonidae","Gehyra","genomic",TRUE,TRUE
"Gehyra_baliola","Gekkonidae","Gehyra","genomic",TRUE,TRUE
"Gehyra_barea","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_borroloola","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_brevipalmata","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_capensis","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_catenata","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_crypta","Gekkonidae","Gehyra","genomic",TRUE,TRUE
"Gehyra_dubia","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_einasleighensis","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_electrum","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_fehlmanni","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_fenestrula","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_finipunctata","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_georgpotthasti","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_girloorloo","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_granulum","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_incognita","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_insulensis","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_interstitialis","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_kimberleyi","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_koira","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_lacerata","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_lazelli","Gekkonidae","Gehyra","genomic",TRUE,TRUE
"Gehyra_leopoldi","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_macra","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_marginata","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_media","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_membranacruralis","Gekkonidae","Gehyra","genomic",TRUE,TRUE
"Gehyra_micra","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_minuta","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_montium","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_moritzi","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_multiporosa","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_mutilata","Gekkonidae","Gehyra","genomic",TRUE,TRUE
"Gehyra_nana","Gekkonidae","Gehyra","genomic",TRUE,TRUE
"Gehyra_occidentalis","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_oceanica","Gekkonidae","Gehyra","genomic",TRUE,TRUE
"Gehyra_ocellata","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_pamela","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_papuana","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_paranana","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_peninsularis","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_pilbara","Gekkonidae","Gehyra","genomic",TRUE,TRUE
"Gehyra_pluraporosa","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_polka","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_pseudopunctata","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_pulingka","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_punctata","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_purpurascens","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_robusta","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_rohan","Gekkonidae","Gehyra","genomic",TRUE,TRUE
"Gehyra_serraticauda","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_spheniscus","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_unguiculata","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_variegata","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_versicolor","Gekkonidae","Gehyra","imputed",FALSE,TRUE
"Gehyra_vorax","Gekkonidae","Gehyra","genbank",FALSE,TRUE
"Gehyra_xenopus","Gekkonidae","Gehyra","genomic",TRUE,TRUE
"Gehyra_CYsp","Gekkonidae","Gehyra","genomic",TRUE,TRUE
"Gekko_aaronbaueri","Gekkonidae","Gekko","imputed",FALSE,TRUE
"Gekko_adleri","Gekkonidae","Gekko","genbank",FALSE,TRUE
"Gekko_albofasciolatus","Gekkonidae","Gekko","imputed",FALSE,TRUE
"Gekko_athymus","Gekkonidae","Gekko","genbank",FALSE,TRUE
"Gekko_auriverrucosus","Gekkonidae","Gekko","genbank",FALSE,TRUE
