"treename","family","genus","dataType","inTopoConstraint","oneToOne"
"Acrochordus_arafurae","Acrochordidae","Acrochordus","genomic",FALSE,TRUE
"Acrochordus_granulatus","Acrochordidae","Acrochordus","genomic",FALSE,TRUE
"Acrochordus_javanicus","Acrochordidae","Acrochordus","genbank",FALSE,TRUE
"Acanthocercus_adramitanus","Agamidae","Acanthocercus","genbank",FALSE,TRUE
"Acanthocercus_annectans","Agamidae","Acanthocercus","genbank",FALSE,TRUE
"Acanthocercus_atricollis","Agamidae","Acanthocercus","genbank",FALSE,TRUE
"Acanthocercus_branchi","Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_cyanocephalus","Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_cyanogaster","Agamidae","Acanthocercus","genbank",FALSE,TRUE
"Acanthocercus_gregorii","Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_guentherpetersi","Agamidae","Acanthocercus","genomic",TRUE,TRUE
"Acanthocercus_kiwuensis","Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_minutus","Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_phillipsii","Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_ugandaensis","Agamidae","Acanthocercus","imputed",FALSE,TRUE
"Acanthocercus_yemensis","Agamidae","Acanthocercus","genbank",FALSE,TRUE
"Acanthosaura_armata","Agamidae","Acanthosaura","genbank",TRUE,TRUE
"Acanthosaura_bintangensis","Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Acanthosaura_brachypoda","Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Acanthosaura_capra","Agamidae","Acanthosaura","genbank",FALSE,TRUE
"Acanthosaura_cardamomensis","Agamidae","Acanthosaura","genbank",FALSE,TRUE
"Acanthosaura_coronata","Agamidae","Acanthosaura","genomic",TRUE,TRUE
"Acanthosaura_crucigera","Agamidae","Acanthosaura","genbank",FALSE,TRUE
"Acanthosaura_lepidogaster","Agamidae","Acanthosaura","genbank",TRUE,TRUE
"Acanthosaura_murphyi","Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Acanthosaura_nataliae","Agamidae","Acanthosaura","genomic",TRUE,TRUE
"Acanthosaura_phongdienensis","Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Acanthosaura_phuketensis","Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Acanthosaura_titiwangsaensis","Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Acanthosaura_tongbiguanensis","Agamidae","Acanthosaura","imputed",FALSE,TRUE
"Agama_aculeata","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_africana","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_agama","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_anchietae","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_armata","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_atra","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_bocourti","Agamidae","Agama","imputed",FALSE,TRUE
"Agama_boensis","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_bottegi","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_boueti","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_boulengeri","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_caudospinosa","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_cristata","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_doriae","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_etoshae","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_finchi","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_gracilimembris","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_hartmanni","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_hispida","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_hulbertorum","Agamidae","Agama","imputed",FALSE,TRUE
"Agama_impalearis","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_insularis","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_kaimosae","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_kirkii","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_knobeli","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_lanzai","Agamidae","Agama","genomic",TRUE,TRUE
"Agama_lebretoni","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_lionotus","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_lucyae","Agamidae","Agama","imputed",FALSE,TRUE
"Agama_montana","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_mossambica","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_mucosoensis","Agamidae","Agama","imputed",FALSE,TRUE
"Agama_mwanzae","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_parafricana","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_paragama","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_persimilis","Agamidae","Agama","imputed",FALSE,TRUE
"Agama_picticauda","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_planiceps","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_robecchii","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_rueppelli","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_sankaranica","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_somalica","Agamidae","Agama","imputed",FALSE,TRUE
"Agama_spinosa","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_tassiliensis","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_turuensis","Agamidae","Agama","genbank",FALSE,TRUE
"Agama_weidholzi","Agamidae","Agama","genbank",FALSE,TRUE
"Amphibolurus_burnsi","Agamidae","Amphibolurus","genbank",FALSE,TRUE
"Amphibolurus_centralis","Agamidae","Amphibolurus","genbank",FALSE,TRUE
"Amphibolurus_muricatus","Agamidae","Amphibolurus","genbank",FALSE,TRUE
"Amphibolurus_norrisi","Agamidae","Amphibolurus","genbank",FALSE,TRUE
"Aphaniotis_acutirostris","Agamidae","Aphaniotis","genomic",TRUE,TRUE
"Aphaniotis_fusca","Agamidae","Aphaniotis","genbank",FALSE,TRUE
"Aphaniotis_ornata","Agamidae","Aphaniotis","imputed",FALSE,TRUE
"Bronchocela_burmana","Agamidae","Bronchocela","genbank",FALSE,TRUE
"Bronchocela_celebensis","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bronchocela_cristatella","Agamidae","Bronchocela","genbank",TRUE,TRUE
"Bronchocela_danieli","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bronchocela_hayeki","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bronchocela_jubata","Agamidae","Bronchocela","genomic",TRUE,TRUE
"Bronchocela_marmorata","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bronchocela_orlovi","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bronchocela_rayaensis","Agamidae","Bronchocela","genbank",FALSE,TRUE
"Bronchocela_rubrigularis","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bronchocela_shenlong","Agamidae","Bronchocela","genbank",FALSE,TRUE
"Bronchocela_smaragdina","Agamidae","Bronchocela","genomic",TRUE,TRUE
"Bronchocela_vietnamensis","Agamidae","Bronchocela","imputed",FALSE,TRUE
"Bufoniceps_laungwalaensis","Agamidae","Bufoniceps","genbank",FALSE,TRUE
"Calotes_bachae","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_bhutanensis","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_calotes","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_ceylonensis","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_chincollium","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_desilvai","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_emma","Agamidae","Calotes","genbank",TRUE,TRUE
"Calotes_grandisquamis","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_htunwini","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_irawadi","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_jerdoni","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_liocephalus","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_liolepis","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_manamendrai","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_maria","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_medogensis","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_minor","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_mystaceus","Agamidae","Calotes","genbank",TRUE,TRUE
"Calotes_nemoricola","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_nigrilabris","Agamidae","Calotes","genbank",FALSE,TRUE
"Calotes_nigriplicatus","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_paulus","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_pethiyagodai","Agamidae","Calotes","imputed",FALSE,TRUE
"Calotes_versicolor","Agamidae","Calotes","genbank",TRUE,TRUE
"Calotes_zolaiking","Agamidae","Calotes","imputed",FALSE,TRUE
"Ceratophora_aspera","Agamidae","Ceratophora","genomic",TRUE,TRUE
"Ceratophora_erdeleni","Agamidae","Ceratophora","genbank",FALSE,TRUE
"Ceratophora_karu","Agamidae","Ceratophora","genbank",FALSE,TRUE
"Ceratophora_stoddartii","Agamidae","Ceratophora","genbank",FALSE,TRUE
"Ceratophora_tennentii","Agamidae","Ceratophora","genbank",FALSE,TRUE
"Chelosania_brunnea","Agamidae","Chelosania","genomic",TRUE,TRUE
"Chlamydosaurus_kingii","Agamidae","Chlamydosaurus","genomic",TRUE,TRUE
"Complicitus_nigrigularis","Agamidae","Complicitus","imputed",FALSE,TRUE
"Cophotis_ceylanica","Agamidae","Cophotis","genomic",TRUE,TRUE
"Cophotis_dumbara","Agamidae","Cophotis","genbank",FALSE,TRUE
"Coryphophylax_brevicaudus","Agamidae","Coryphophylax","imputed",FALSE,TRUE
"Coryphophylax_subcristatus","Agamidae","Coryphophylax","genbank",FALSE,TRUE
"Cristidorsa_otai","Agamidae","Cristidorsa","imputed",FALSE,TRUE
"Cristidorsa_planidorsata","Agamidae","Cristidorsa","genomic",TRUE,TRUE
"Cryptagama_aurita","Agamidae","Cryptagama","imputed",FALSE,TRUE
"Ctenophorus_adelaidensis","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_butlerorum","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_caudicinctus","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_chapmani","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_clayi","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_cristatus","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_decresii","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_femoralis","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_fionni","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_fordi","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_gibba","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_graafi","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_infans","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_isolepis","Agamidae","Ctenophorus","genomic",TRUE,TRUE
"Ctenophorus_maculatus","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_maculosus","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_mckenziei","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_mirrityana","Agamidae","Ctenophorus","imputed",FALSE,TRUE
"Ctenophorus_nguyarna","Agamidae","Ctenophorus","imputed",FALSE,TRUE
"Ctenophorus_nuchalis","Agamidae","Ctenophorus","genomic",TRUE,TRUE
"Ctenophorus_ornatus","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_parviceps","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_pictus","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_reticulatus","Agamidae","Ctenophorus","genomic",TRUE,TRUE
"Ctenophorus_rubens","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_rufescens","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_salinarum","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_scutulatus","Agamidae","Ctenophorus","genomic",TRUE,TRUE
"Ctenophorus_slateri","Agamidae","Ctenophorus","genomic",TRUE,TRUE
"Ctenophorus_tjantjalka","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_vadnappa","Agamidae","Ctenophorus","genbank",FALSE,TRUE
"Ctenophorus_yinnietharra","Agamidae","Ctenophorus","imputed",FALSE,TRUE
"Dendragama_australis","Agamidae","Dendragama","genbank",FALSE,TRUE
"Dendragama_boulengeri","Agamidae","Dendragama","genbank",FALSE,TRUE
"Dendragama_dioidema","Agamidae","Dendragama","genbank",FALSE,TRUE
"Diploderma_batangensis","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_brevicauda","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_brevipes","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_chapaense","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_drukdaypo","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_dymondi","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_fasciata","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_flaviceps","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_grahami","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_hamptoni","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_iadinum","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_laeviventre","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_luei","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_makii","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_micangshanensis","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_ngoclinensis","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_polygonatum","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_slowinskii","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_splendidum","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_swild","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_swinhonis","Agamidae","Diploderma","genbank",FALSE,TRUE
"Diploderma_varcoae","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_vela","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_yulongense","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diploderma_yunnanense","Agamidae","Diploderma","genomic",TRUE,TRUE
"Diploderma_zhaoermii","Agamidae","Diploderma","imputed",FALSE,TRUE
"Diporiphora_adductus","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_albilabris","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_ameliae","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_amphiboluroides","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_australis","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_bennettii","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_bilineata","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_carpentariensis","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_convergens","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_gracilis","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_granulifera","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_jugularis","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_lalliae","Agamidae","Diporiphora","genomic",TRUE,TRUE
"Diporiphora_linga","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_magna","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_margaretae","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_nobbi","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_pallida","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_paraconvergens","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_perplexa","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_phaeospinosa","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_pindan","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_reginae","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_sobria","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_superba","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_valens","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_vescus","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_winneckei","Agamidae","Diporiphora","genomic",TRUE,TRUE
"Draco_abbreviatus","Agamidae","Draco","imputed",FALSE,TRUE
"Draco_beccarii","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_biaro","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_bimaculatus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_blanfordii","Agamidae","Draco","genbank",TRUE,TRUE
"Draco_boschmai","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_caerulhians","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_cornutus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_cristatellus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_cyanopterus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_dussumieri","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_fimbriatus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_formosus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_guentheri","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_haematopogon","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_indochinensis","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_iskandari","Agamidae","Draco","imputed",FALSE,TRUE
"Draco_jareckii","Agamidae","Draco","imputed",FALSE,TRUE
"Draco_lineatus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_maculatus","Agamidae","Draco","genbank",TRUE,TRUE
"Draco_maximus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_melanopogon","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_mindanensis","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_modiglianii","Agamidae","Draco","imputed",FALSE,TRUE
"Draco_norvillii","Agamidae","Draco","imputed",FALSE,TRUE
"Draco_obscurus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_ornatus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_palawanensis","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_quadrasi","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_quinquefasciatus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_reticulatus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_rhytisma","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_spilonotus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_spilopterus","Agamidae","Draco","genbank",TRUE,TRUE
"Draco_sumatranus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_supriatnai","Agamidae","Draco","imputed",FALSE,TRUE
"Draco_taeniopterus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_timoriensis","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_volans","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_walkeri","Agamidae","Draco","genomic",TRUE,TRUE
"Gonocephalus_abbotti","Agamidae","Gonocephalus","genomic",TRUE,TRUE
"Gonocephalus_bellii","Agamidae","Gonocephalus","genbank",FALSE,TRUE
"Gonocephalus_beyschlagi","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_bornensis","Agamidae","Gonocephalus","genbank",FALSE,TRUE
"Gonocephalus_chamaeleontinus","Agamidae","Gonocephalus","genbank",FALSE,TRUE
"Gonocephalus_doriae","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_grandis","Agamidae","Gonocephalus","genbank",FALSE,TRUE
"Gonocephalus_interruptus","Agamidae","Gonocephalus","genbank",TRUE,TRUE
"Gonocephalus_klossi","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_kuhlii","Agamidae","Gonocephalus","genbank",FALSE,TRUE
"Gonocephalus_lacunosus","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_liogaster","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_megalepis","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_mjobergi","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_semperi","Agamidae","Gonocephalus","genbank",FALSE,TRUE
"Gonocephalus_sophiae","Agamidae","Gonocephalus","genbank",TRUE,TRUE
"Gowidon_longirostris","Agamidae","Gowidon","genomic",TRUE,TRUE
"Harpesaurus_beccarii","Agamidae","Harpesaurus","imputed",FALSE,TRUE
"Harpesaurus_borneensis","Agamidae","Harpesaurus","imputed",FALSE,TRUE
"Harpesaurus_ensicauda","Agamidae","Harpesaurus","imputed",FALSE,TRUE
"Harpesaurus_modiglianii","Agamidae","Harpesaurus","imputed",FALSE,TRUE
"Harpesaurus_tricinctus","Agamidae","Harpesaurus","imputed",FALSE,TRUE
"Hydrosaurus_amboinensis","Agamidae","Hydrosaurus","genbank",FALSE,TRUE
"Hydrosaurus_pustulatus","Agamidae","Hydrosaurus","genbank",FALSE,TRUE
"Hydrosaurus_weberi","Agamidae","Hydrosaurus","genbank",FALSE,TRUE
"Hypsicalotes_kinabaluensis","Agamidae","Hypsicalotes","imputed",FALSE,TRUE
"Hypsilurus_auritus","Agamidae","Hypsilurus","genomic",TRUE,TRUE
"Hypsilurus_binotatus","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_bruijnii","Agamidae","Hypsilurus","genbank",FALSE,TRUE
"Hypsilurus_capreolatus","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_geelvinkianus","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_godeffroyi","Agamidae","Hypsilurus","genbank",FALSE,TRUE
"Hypsilurus_hikidanus","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_longi","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_macrolepis","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_magnus","Agamidae","Hypsilurus","genomic",TRUE,TRUE
"Hypsilurus_modestus","Agamidae","Hypsilurus","genomic",TRUE,TRUE
"Hypsilurus_nigrigularis","Agamidae","Hypsilurus","genbank",FALSE,TRUE
"Hypsilurus_ornatus","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_papuensis","Agamidae","Hypsilurus","genbank",FALSE,TRUE
"Hypsilurus_schoedei","Agamidae","Hypsilurus","genomic",TRUE,TRUE
"Hypsilurus_schultzewestrumi","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_tenuicephalus","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Intellagama_lesueurii","Agamidae","Intellagama","genomic",TRUE,TRUE
"Japalura_andersoniana","Agamidae","Japalura","imputed",FALSE,TRUE
"Japalura_dasi","Agamidae","Japalura","imputed",FALSE,TRUE
"Japalura_kumaonensis","Agamidae","Japalura","imputed",FALSE,TRUE
"Japalura_major","Agamidae","Japalura","imputed",FALSE,TRUE
"Japalura_sagittifera","Agamidae","Japalura","imputed",FALSE,TRUE
"Japalura_tricarinata","Agamidae","Japalura","genbank",FALSE,TRUE
"Japalura_variegata","Agamidae","Japalura","genbank",FALSE,TRUE
"Laudakia_agrorensis","Agamidae","Laudakia","genomic",TRUE,TRUE
"Laudakia_dayana","Agamidae","Laudakia","imputed",FALSE,TRUE
"Laudakia_melanura","Agamidae","Laudakia","genomic",TRUE,TRUE
"Laudakia_nupta","Agamidae","Laudakia","genbank",FALSE,TRUE
"Laudakia_nuristanica","Agamidae","Laudakia","imputed",FALSE,TRUE
"Laudakia_pakistanica","Agamidae","Laudakia","imputed",FALSE,TRUE
"Laudakia_papenfussi","Agamidae","Laudakia","genbank",FALSE,TRUE
"Laudakia_sacra","Agamidae","Laudakia","genbank",FALSE,TRUE
"Laudakia_tuberculata","Agamidae","Laudakia","genbank",FALSE,TRUE
"Laudakia_wui","Agamidae","Laudakia","genbank",FALSE,TRUE
"Leiolepis_belliana","Agamidae","Leiolepis","genbank",TRUE,TRUE
"Leiolepis_boehmei","Agamidae","Leiolepis","genbank",FALSE,TRUE
"Leiolepis_guentherpetersi","Agamidae","Leiolepis","genbank",FALSE,TRUE
"Leiolepis_guttata","Agamidae","Leiolepis","genbank",FALSE,TRUE
"Leiolepis_ngovantrii","Agamidae","Leiolepis","imputed",FALSE,TRUE
"Leiolepis_peguensis","Agamidae","Leiolepis","imputed",FALSE,TRUE
"Leiolepis_reevesii","Agamidae","Leiolepis","genbank",FALSE,TRUE
"Leiolepis_rubritaeniata","Agamidae","Leiolepis","genbank",FALSE,TRUE
"Leiolepis_triploida","Agamidae","Leiolepis","imputed",FALSE,TRUE
"Lophocalotes_achlios","Agamidae","Lophocalotes","genbank",FALSE,TRUE
"Lophocalotes_ludekingi","Agamidae","Lophocalotes","genbank",FALSE,TRUE
"Lophognathus_gilberti","Agamidae","Lophognathus","imputed",FALSE,TRUE
"Lophognathus_horneri","Agamidae","Lophognathus","imputed",FALSE,TRUE
"Lophognathus_maculilabris","Agamidae","Lophognathus","imputed",FALSE,TRUE
"Lophosaurus_boydii","Agamidae","Lophosaurus","genomic",TRUE,TRUE
"Lophosaurus_dilophus","Agamidae","Lophosaurus","genomic",TRUE,TRUE
"Lophosaurus_spinipes","Agamidae","Lophosaurus","genomic",TRUE,TRUE
"Lyriocephalus_scutatus","Agamidae","Lyriocephalus","genomic",TRUE,TRUE
"Malayodracon_robinsonii","Agamidae","Malayodracon","genbank",FALSE,TRUE
"Mantheyus_phuwuanensis","Agamidae","Mantheyus","genbank",TRUE,TRUE
"Microauris_aurantolabium","Agamidae","Microauris","imputed",FALSE,TRUE
"Moloch_horridus","Agamidae","Moloch","genomic",TRUE,TRUE
"Monilesaurus_acanthocephalus","Agamidae","Monilesaurus","imputed",FALSE,TRUE
"Monilesaurus_ellioti","Agamidae","Monilesaurus","imputed",FALSE,TRUE
"Monilesaurus_montanus","Agamidae","Monilesaurus","imputed",FALSE,TRUE
"Monilesaurus_rouxii","Agamidae","Monilesaurus","imputed",FALSE,TRUE
"Otocryptis_beddomei","Agamidae","Otocryptis","genbank",FALSE,TRUE
"Otocryptis_nigristigma","Agamidae","Otocryptis","imputed",FALSE,TRUE
"Otocryptis_wiegmanni","Agamidae","Otocryptis","genbank",FALSE,TRUE
"Paralaudakia_badakhshana","Agamidae","Paralaudakia","imputed",FALSE,TRUE
"Paralaudakia_bochariensis","Agamidae","Paralaudakia","imputed",FALSE,TRUE
