treename,ProcCoord1,ProcCoord2,ProcCoord3,ProcCoord4,ProcCoord5,ProcCoord6,ProcCoord7,ProcCoord8,ProcCoord9,ProcCoord10,ProcCoord11,ProcCoord12,ProcCoord13,ProcCoord14,ProcCoord15,ProcCoord16,ProcCoord17,ProcCoord18,ProcCoord19,ProcCoord20,ProcCoord21,ProcCoord22,ProcCoord23,ProcCoord24,ProcCoord25,ProcCoord26,ProcCoord27,ProcCoord28,ProcCoord29,ProcCoord30,ProcCoord31,ProcCoord32,ProcCoord33,ProcCoord34,ProcCoord35,ProcCoord36,ProcCoord37,ProcCoord38,ProcCoord39,ProcCoord40
Broadleysaurus_major,-0.010781623,0.105200521,0.084769386,0.060518612,0.131196303,0.09587786,0.231452885,0.045633082,0.227109181,-0.017952032,0.172889656,-0.045451622,0.161704199,-0.11898993,0.13522226,-0.118652576,0.167385824,0.017267721,-0.072320012,-0.081350461,-0.07328191,0.028161302,0.118715459,0.121102035,0.244191435,-0.034989365,-0.327609189,-0.073233917,-0.330245841,-0.073051318,-0.356415854,-0.068859273,-0.276335404,0.003421065,-0.319409173,0.00282244,-0.155820149,0.07423251,0.247582567,0.078293344
Cordylosaurus_subtessellatus,0.008631845,0.0819683,0.098418052,0.076465634,0.138537158,0.071149223,0.225839486,0.042273179,0.231584154,-0.018024663,0.190380652,-0.035691637,0.17916022,-0.097892939,0.149541081,-0.092704956,0.180802621,0.002584028,-0.108692066,-0.062087036,-0.070311888,0.015260873,0.102914,0.098319589,0.280533744,-0.036192571,-0.342754468,-0.043399211,-0.333858089,-0.052596645,-0.369843559,-0.05423287,-0.269717984,-0.001044893,-0.309388421,-0.007769937,-0.158756985,0.043331569,0.176980447,0.070284963
Gerrhosaurus_skoogi,0.034276856,0.123708474,0.08296042,0.108722891,0.140399243,0.120541779,0.210213879,0.036945181,0.201941489,-0.02542903,0.16523134,-0.048997112,0.164534224,-0.116573106,0.129656641,-0.111734711,0.11752493,-0.005694866,-0.048249076,-0.063289152,-0.056316847,0.013029773,0.142643143,0.134837892,0.273169312,-0.06488532,-0.336670569,-0.065851576,-0.33482147,-0.068742156,-0.371311378,-0.068053935,-0.283101791,-0.012899758,-0.296871449,-0.010293969,-0.204666028,0.040976621,0.269457131,0.083682078
Tracheloptychus_petersi,0.04573866,0.116011937,0.11842043,0.10451223,0.152246104,0.089848433,0.212114084,0.043871923,0.212168495,-0.031289945,0.173155493,-0.042359917,0.152474998,-0.105691113,0.12218166,-0.097861392,0.145702345,-0.006818992,-0.051749904,-0.070159783,-0.045971939,0.021548703,0.103273039,0.13400432,0.249529108,-0.051380832,-0.352805962,-0.067532483,-0.351665794,-0.072602879,-0.368535505,-0.063275681,-0.295344881,-0.025085287,-0.319203938,-0.017226735,-0.140661677,0.071095602,0.238935185,0.07039189
Zonosaurus_ornatus,-0.037970188,0.102974932,0.098479453,0.099026345,0.149839334,0.092570916,0.232573747,0.014950911,0.222699407,-0.028711348,0.171238794,-0.036340894,0.147827077,-0.117551444,0.120407179,-0.097999856,0.1895607,0.016731477,-0.069887313,-0.065267588,-0.056003394,0.028180668,0.121088909,0.118832009,0.256419496,-0.043070888,-0.33693625,-0.060644692,-0.331933653,-0.073653122,-0.352104798,-0.068427359,-0.296718899,-0.006717935,-0.329086308,-0.018675072,-0.13118187,0.069509092,0.231688578,0.07428385
Bachia_bicolor,-0.025638902,0.080027383,0.062644001,-0.002641002,0.168572682,0.060083991,0.234807766,0.031801411,0.219818093,-0.040601883,0.173274844,-0.052946519,0.154434932,-0.070695114,0.138898723,-0.046206937,0.182187537,0.019543751,-0.099638774,-0.051303881,-0.105611848,0.012911914,0.042464353,0.109581172,0.361221827,-0.060323523,-0.317542498,-0.056211276,-0.335029416,-0.051761378,-0.36449744,-0.049029763,-0.265260586,0.001680339,-0.289790598,0.006808105,-0.160198373,0.058431453,0.224883678,0.100851758
Calyptommatus_confusionibus,-0.045068468,0.071645221,0.041543423,-0.042945851,0.106966742,0.097335546,0.244681038,0.028324838,0.233760579,-0.020285773,0.177841082,-0.030898709,0.192905325,-0.094769143,0.160995964,-0.091673388,0.154219906,0.04175707,-0.113932633,-0.056564431,-0.106724097,0.016476055,0.014712937,0.112493875,0.372009809,-0.091203591,-0.31957609,-0.039223888,-0.304809723,-0.048895537,-0.381349979,-0.037060046,-0.23997746,0.003757845,-0.278291574,0.008922004,-0.137826652,0.046187443,0.227919871,0.126620458
Calyptommatus_nicterus,-0.044818694,0.072906488,0.032403583,-0.045755366,0.105456494,0.098762995,0.243227426,0.034607511,0.235573336,-0.022564366,0.179560074,-0.031838956,0.192436158,-0.099203747,0.160946698,-0.094020435,0.146864891,0.041104313,-0.120466797,-0.057014874,-0.108687259,0.020348527,0.023851699,0.118964682,0.373303834,-0.090565519,-0.294310682,-0.047276743,-0.306744909,-0.047904739,-0.386196976,-0.041299012,-0.245316355,0.006674614,-0.282988875,0.011863429,-0.135814684,0.048180375,0.231721036,0.124030822
Colobosaura_modesta,0.002506223,0.079163418,0.072474236,0.041797545,0.120387584,0.081622784,0.239874143,0.032523281,0.228769402,-0.017009816,0.19972815,-0.051072572,0.205268971,-0.099833966,0.177826209,-0.094888337,0.20029342,0.017795814,-0.085053281,-0.081743649,-0.110105851,-0.00870784,0.039641049,0.100138097,0.284129932,-0.037585903,-0.315786304,-0.041505397,-0.323918717,-0.0436718,-0.364212233,-0.03419105,-0.262736292,0.012170545,-0.2961192,0.01193373,-0.181764265,0.048090249,0.168796826,0.084974868
Euspondylus_excelsum,0.006810325,0.063243421,0.093692774,0.052392323,0.148869296,0.065781806,0.24181188,0.029290999,0.244426823,-0.020542645,0.205571425,-0.034347618,0.18320919,-0.083357436,0.160016565,-0.070262826,0.203091559,0.015500987,-0.084507437,-0.083674955,-0.087164152,-0.005228325,0.048436762,0.082791931,0.272019898,-0.037029933,-0.330090219,-0.037740546,-0.334054753,-0.036345173,-0.387609907,-0.020745595,-0.279525476,-0.004168758,-0.278794937,0.002882902,-0.182952107,0.03953194,0.156742489,0.082027502
Nothobachia_ablephara,-0.069076978,0.066617467,0.078655072,0.058289854,0.16185795,0.076709986,0.228924377,0.034328438,0.233269088,-0.037814388,0.186954704,-0.034701444,0.195226851,-0.090594355,0.161592006,-0.082888059,0.162662652,0.003056734,-0.085770426,-0.065539067,-0.114981464,0.004360749,0.045655183,0.116270144,0.337533364,-0.080751052,-0.330164142,-0.038441003,-0.310582395,-0.053760443,-0.380974587,-0.031853132,-0.236580796,-0.003139406,-0.270419826,0.006279816,-0.179068245,0.051960538,0.185287609,0.101608622
Pholidobolus_montium,0.009344286,0.08806147,0.073136552,0.045644245,0.114481294,0.072443632,0.229638957,0.030463648,0.236409242,-0.014703917,0.185935561,-0.03876445,0.183825867,-0.095509451,0.150681145,-0.089190896,0.201913574,0.015950627,-0.075745494,-0.08616119,-0.111993053,-0.00171125,0.114204622,0.104751253,0.285609444,-0.040942541,-0.31895417,-0.051624102,-0.327871778,-0.048394408,-0.365660744,-0.037999203,-0.279115996,0.005878239,-0.315273398,-0.002873123,-0.154717809,0.058711485,0.164151897,0.085969931
Potamites_ecpleopus,0.008158312,0.098485325,0.078032411,0.04056672,0.13879243,0.062354756,0.229459058,0.038020972,0.239116129,-0.024191041,0.187201112,-0.038795923,0.163441177,-0.073643903,0.140218246,-0.075788681,0.186991776,0.01221741,-0.087851555,-0.083712188,-0.112284298,0.013163449,0.143681675,0.098099272,0.282556585,-0.054392266,-0.319931204,-0.053489986,-0.324879475,-0.053087378,-0.355690798,-0.048886433,-0.286264139,-0.001512455,-0.309183394,-0.004732177,-0.187776741,0.062492747,0.186212692,0.086831779
Procellosaurinus_tetradactylus,0.010333123,0.071260376,0.092107095,0.069028581,0.146128643,0.072776891,0.23875822,0.038090212,0.254623198,-0.021294623,0.177999823,-0.029551399,0.149076392,-0.098784956,0.121932023,-0.095687767,0.218123072,0.030033343,-0.134206264,-0.089890135,-0.113087669,-0.001948777,0.033811655,0.084698571,0.33119211,-0.038009604,-0.319596715,-0.044353851,-0.320823253,-0.032347354,-0.35784888,-0.031336438,-0.271343214,-0.019747494,-0.287932958,0.007111223,-0.174810578,0.035652851,0.205564177,0.094300351
Psilops_paeminosus,-0.008271907,0.064182789,0.076198018,0.057109719,0.133761155,0.076953983,0.239345436,0.032558574,0.240090957,-0.0241722,0.195071013,-0.032789655,0.166297284,-0.090424273,0.141104077,-0.081741174,0.20205086,0.02175118,-0.116033954,-0.084435722,-0.107953949,-0.000542212,0.058613871,0.100302759,0.306265613,-0.048837438,-0.323185298,-0.041777869,-0.329288449,-0.039592959,-0.376009145,-0.043267748,-0.265780565,-0.009805387,-0.273464311,0.013142148,-0.167242353,0.039279525,0.208431647,0.092105959
Scriptosaura_catimbau,-0.010458613,0.070124052,0.077229015,0.022324465,0.157804575,0.068955913,0.225556768,0.042076742,0.228911407,-0.025156358,0.180018641,-0.047114588,0.166658351,-0.09580815,0.139875881,-0.08391133,0.189939305,0.015189522,-0.0696006,-0.077724073,-0.103441864,0.016045949,0.019845051,0.124244579,0.31726771,-0.056813249,-0.328099516,-0.040918493,-0.287584088,-0.057785999,-0.402330172,-0.036432465,-0.250434245,0.002796479,-0.293789844,0.004124035,-0.181637625,0.048874631,0.224269864,0.106908336
Vanzosaura_rubricauda,-0.000342788,0.091571002,0.088641922,0.056904552,0.135225477,0.073668863,0.238750382,0.034499743,0.249805739,-0.04353922,0.204723557,-0.04802696,0.169541115,-0.08881119,0.152633289,-0.084332347,0.193148568,0.004180606,-0.099369946,-0.067555253,-0.099348014,0.014699911,0.029103558,0.112438823,0.296875318,-0.048264746,-0.308831723,-0.056196655,-0.314208852,-0.043546991,-0.378915469,-0.045592128,-0.264831397,-0.009794747,-0.30210039,0.008323832,-0.167582349,0.051734496,0.177082004,0.08763841
Heloderma_horridum,0.004713281,0.077363338,0.082154292,0.036629413,0.120734228,0.065345637,0.25642394,0.046063762,0.22555762,-0.006074441,0.204526929,-0.05714901,0.200714646,-0.096270162,0.170300782,-0.095173482,0.159174463,0.016584074,-0.117345935,-0.059071021,-0.097239928,0.007629839,0.093850024,0.095294961,0.259992076,-0.02706361,-0.348940784,-0.056362467,-0.351805088,-0.056365369,-0.359934636,-0.055295882,-0.25070155,0.016368324,-0.307508844,0.008199489,-0.115790323,0.051322768,0.171124805,0.08802384
Heloderma_suspectum,-0.009058761,0.085027969,0.093184589,0.048974417,0.134504947,0.069987223,0.255458219,0.040450129,0.269731153,-0.018223019,0.227046068,-0.049994541,0.205756475,-0.116534362,0.171248016,-0.105562979,0.188136584,0.01059302,-0.11018309,-0.065304602,-0.112807446,0.011509116,0.075079978,0.108903385,0.266788084,-0.030464381,-0.355640618,-0.054859052,-0.359969373,-0.055533725,-0.384934454,-0.054821994,-0.083419062,0.051823046,-0.328902293,-0.000132324,-0.203707276,0.037813956,0.06168826,0.086348719
Homalopsis_buccata,-0.102003327,0.071973999,-0.013195042,-0.012709249,0.061481214,0.019382934,0.101303015,0.027477598,0.288824857,0.024197911,0.328721142,-0.06240467,0.344293349,-0.087896916,0.306873044,-0.091926308,0.209174797,0.042272866,-0.025362816,-0.03958517,-0.125912365,0.026025758,0.01984186,0.072904176,0.187048272,-0.085505085,-0.305190173,-0.013922275,-0.32203488,-0.032459461,-0.340307559,-0.019382387,-0.25287614,0.046139252,-0.303812583,0.019295953,-0.177417023,0.060938891,0.120550358,0.035182184
Enyalioides_laticeps,0.045099716,0.130319424,0.097132979,0.064282935,0.153852132,0.065992691,0.235334384,0.010700633,0.228674949,-0.014652098,0.194320168,-0.043599774,0.173077777,-0.110316803,0.147703177,-0.102435551,0.178338018,0.010833441,-0.079506431,-0.09803564,-0.075104158,0.03604781,0.070867908,0.143420353,0.218050012,-0.064587667,-0.324243722,-0.073793794,-0.329105363,-0.072082859,-0.352094045,-0.074183147,-0.27839316,0.009788658,-0.32622823,-0.023554354,-0.160400874,0.109411266,0.182624764,0.096444475
Brachylophus_fasciatus,0.011641204,0.140418786,0.098869486,0.054943219,0.159723646,0.056663373,0.222808596,0.013906906,0.222759758,-0.022384278,0.183384929,-0.05947087,0.186582592,-0.123627817,0.158981808,-0.132567256,0.160662696,-0.012121867,-0.027067573,-0.086724749,-0.072108457,0.021846109,0.093897429,0.156307172,0.22923495,-0.035850195,-0.331126154,-0.070368048,-0.335255559,-0.068787227,-0.361222845,-0.068928148,-0.275548537,-0.001887406,-0.322218325,-0.002147419,-0.144750616,0.096449845,0.140750971,0.144329869
Ctenosaura_pectinata,0.009081341,0.068703215,0.057904224,0.032963158,0.118215717,0.049425198,0.226360339,0.053485523,0.232957117,-0.0008862,0.207404143,-0.031809032,0.225431618,-0.093591371,0.200745986,-0.093699629,0.192719389,0.021623938,-0.052653625,-0.078858321,-0.072729939,0.016455554,0.036958313,0.089908118,0.213275499,-0.072784927,-0.347105791,-0.050003358,-0.349949201,-0.048495496,-0.372143145,-0.052708961,-0.271129685,0.015374251,-0.299751937,0.020042933,-0.12993226,0.065169431,0.174341897,0.089685976
Dipsosaurus_dorsalis,0.039186261,0.115400473,0.113812867,0.067156128,0.146914365,0.067608093,0.23369785,0.037669416,0.222114225,-0.016678998,0.184382027,-0.037787348,0.18314052,-0.129394786,0.158857287,-0.130350638,0.166411175,0.02096491,-0.081046275,-0.085857588,-0.079369388,0.017416176,0.088673347,0.126088471,0.238944739,-0.053116601,-0.329567094,-0.078763605,-0.334350793,-0.075569832,-0.35406179,-0.072158628,-0.275680569,0.018691385,-0.31641881,0.001321944,-0.152503528,0.102092201,0.146863584,0.105268824
Iguana_iguana,-0.005602826,0.128683705,0.061120596,0.045218467,0.104074065,0.067039801,0.209683315,0.018405402,0.243250781,-0.028913124,0.198769257,-0.055533767,0.244322194,-0.136967286,0.210516038,-0.139348615,0.163357858,-0.011497641,-0.058915781,-0.090763138,-0.084924368,0.046805874,0.066017157,0.149370036,0.204738437,-0.037111506,-0.32636431,-0.065290708,-0.327802071,-0.077292373,-0.334228175,-0.06271361,-0.269966324,0.021894809,-0.290823941,0.011175246,-0.171960525,0.082828374,0.164738622,0.134010056
Ichnotropis_capensis,0.037948427,0.091921426,0.110899312,0.057985423,0.172499886,0.064811954,0.242875365,0.004866486,0.233323771,-0.015291027,0.186887248,-0.033939733,0.165098527,-0.092117063,0.139634271,-0.08076895,0.192086042,0.023748259,-0.067219204,-0.084784909,-0.066377048,0.026975388,0.095607325,0.099126805,0.237168865,-0.037834422,-0.339827152,-0.054893813,-0.342340327,-0.061312133,-0.378248301,-0.055509823,-0.294505974,8.57E-05,-0.312258258,-0.006923587,-0.160055781,0.066752103,0.146803007,0.087101922
Lacerta_viridis,0.041506611,0.089645168,0.0874381,0.084630001,0.14670607,0.083176183,0.241710968,0.020556661,0.219042325,-0.017941202,0.182019658,-0.032577548,0.162156457,-0.097628288,0.134020274,-0.085144868,0.182650565,0.016721881,-0.066531125,-0.080259433,-0.081088848,0.018845698,0.133790497,0.098209317,0.250757618,-0.05107836,-0.341604188,-0.056135512,-0.338259778,-0.063304902,-0.362710246,-0.06490517,-0.290768026,0.004612502,-0.320842793,-0.005975399,-0.16705829,0.054254746,0.18706415,0.084298526
Latastia_longicaudata,0.030227376,0.093974199,0.08863828,0.069360995,0.134515843,0.08462763,0.242860896,0.013520331,0.223328254,-0.019113071,0.183674791,-0.030902773,0.168790337,-0.099105078,0.140522942,-0.091188032,0.165044775,0.008105453,-0.065761878,-0.068061134,-0.073028039,0.025773085,0.133920285,0.103266616,0.252117591,-0.036576236,-0.33413353,-0.066327729,-0.340803714,-0.063609309,-0.367612193,-0.066410125,-0.28651305,0.009285152,-0.322789623,-0.009825001,-0.16364275,0.066578552,0.190643406,0.076626477
Psammodromus_algirus,-0.004313251,0.095179097,0.078346756,0.088266506,0.147103422,0.092129649,0.27138612,0.015711445,0.262103779,-0.012845911,0.184946129,-0.041313129,0.185230182,-0.109686175,0.162201991,-0.108751758,0.172602131,0.001199231,-0.120158031,-0.083682661,-0.087228524,0.009424534,0.070818294,0.109275016,0.220527034,-0.044602915,-0.322686659,-0.054264806,-0.324943507,-0.05856906,-0.327937008,-0.048264153,-0.282153756,0.008346234,-0.298920583,-0.009830213,-0.190670836,0.054344667,0.20374632,0.097934402
Takydromus_formosanus,0.026064261,0.087319873,0.102615945,0.070044299,0.142153731,0.074391618,0.231803474,0.027041353,0.231789061,-0.01352447,0.177170249,-0.031425083,0.156211924,-0.083561052,0.130690691,-0.081078204,0.199267048,0.017612435,-0.072014056,-0.081743285,-0.076102287,0.001204749,0.118047803,0.092430901,0.270277802,-0.047921688,-0.333549265,-0.046964222,-0.332408806,-0.053408375,-0.361192628,-0.046239944,-0.289296893,0.00682631,-0.328499157,-0.010047897,-0.183917292,0.042583821,0.190888393,0.07645886
Takydromus_sexlineatus,0.032147082,0.07020401,0.116806811,0.055760956,0.146068079,0.064571208,0.257398342,0.019225545,0.230780423,-0.031820148,0.189224028,-0.026591831,0.132802949,-0.071096769,0.115296186,-0.063296019,0.209528996,0.011492228,-0.076178523,-0.100499714,-0.070179542,-0.009190794,0.0859465,0.089886425,0.279243439,-0.008186119,-0.335192734,-0.046836946,-0.339053013,-0.045659533,-0.367521547,-0.036160896,-0.29671765,0.005866206,-0.330666364,0.001121646,-0.16803347,0.038109565,0.188300009,0.083100979
Zootoca_vivipara,0.020203964,0.103223652,0.095018097,0.082377309,0.118947549,0.091038154,0.24900951,0.015606464,0.236706533,-0.024543891,0.188955826,-0.040864231,0.192558487,-0.120342631,0.167932987,-0.119389549,0.190362608,0.025202678,-0.07534836,-0.097828756,-0.098496232,0.008868229,0.112618758,0.113156587,0.233898017,-0.039737431,-0.335220824,-0.052670842,-0.332836205,-0.061370745,-0.338895339,-0.056935253,-0.283906339,0.009245673,-0.297538706,0.004320271,-0.183446587,0.063293229,0.139476254,0.097351083
Amblyodipsas_unicolor,-0.120930244,0.065572304,0.018488529,-0.038266092,0.103848866,0.003762936,0.138065825,0.042415847,0.280400451,0.000519197,0.284592082,-0.033743998,0.3127118,-0.069732618,0.286986073,-0.07025932,0.185327028,0.002990153,-0.119642292,-0.003223763,-0.130142961,0.033030038,0.030772719,0.069555946,0.263689955,-0.08365147,-0.290203252,-0.029269569,-0.306375502,-0.02493487,-0.315212849,-0.013873862,-0.289835528,0.029328443,-0.306924892,0.003905129,-0.160278104,0.062782469,0.134662296,0.053093098
Aparallactus_modestus,-0.148531361,0.065552945,0.020291824,-0.033512145,0.092587513,0.034262207,0.186897958,0.060940434,0.303175177,-0.007079845,0.257371946,-0.055735464,0.262252403,-0.092486438,0.215635637,-0.08732278,0.213438359,0.024765813,-0.076693991,-0.061025717,-0.134269124,0.003385742,0.002175912,0.088024413,0.283558972,-0.06553536,-0.291415809,-0.036893434,-0.28903133,-0.018211924,-0.324141677,-0.024198917,-0.263101962,0.03094431,-0.302654268,0.033294384,-0.169583179,0.064191243,0.162037002,0.076640533
Atractaspis_boulengeri,-0.06464119,0.066757677,0.03686551,-0.028348467,0.107600325,0.059368265,0.135895605,0.068895477,0.239490527,0.001689714,0.285208724,-0.057250663,0.349388733,-0.133763816,0.335851366,-0.142216391,0.155797534,0.013248574,-0.156678713,-0.033534484,-0.10638424,0.018601107,0.014593026,0.094179282,0.191595703,-0.038167357,-0.226760622,-0.086299799,-0.323373858,-0.026680588,-0.332233652,-0.001242476,-0.249368901,0.065403447,-0.326117832,0.034855406,-0.200932236,0.049465926,0.134204193,0.075039166
Boaedon_fuliginosus,-0.053949828,0.051903477,0.046945638,-0.040279152,0.084666283,0.028659647,0.124076539,0.027295371,0.234614981,0.030118233,0.280805861,-0.017685418,0.333395532,-0.070245853,0.303181958,-0.079683122,0.202195954,-0.008623361,0.062006422,-0.064318101,-0.096174751,0.01714532,0.007423079,0.054231714,0.173376067,-0.051158445,-0.342833525,-0.010116336,-0.360875532,-0.025649669,-0.374796315,-0.015834,-0.255708802,0.042321562,-0.32351432,0.033745594,-0.162782064,0.06041494,0.117946823,0.037757596
Duberria_lutrix,-0.078831835,0.091208395,0.047231507,-0.045633607,0.088943528,0.045714092,0.157426441,0.070268528,0.267320483,0.027676533,0.264979231,-0.043987985,0.31835807,-0.145693077,0.277820969,-0.145925617,0.117958714,0.015735167,-0.0608262,-0.054486805,-0.147562833,0.013444797,0.004473039,0.098335336,0.249877667,-0.059583112,-0.294471333,-0.02636787,-0.302294057,-0.031008042,-0.294251681,-0.017945571,-0.290491369,0.034378589,-0.283118154,0.013800206,-0.201525841,0.081373788,0.158983654,0.078696257
Homoroselaps_lacteus,-0.098599166,0.081462838,0.034429682,-0.040778587,0.127859052,0.014320008,0.202815428,0.036226034,0.249900618,0.01097636,0.259515334,-0.040239716,0.285274834,-0.074193346,0.24785848,-0.082906493,0.195643403,-0.002046312,-0.10350977,-0.009971819,-0.123958464,0.038288664,-0.052690852,0.07927391,0.253304164,-0.059433973,-0.269392697,-0.046851018,-0.28775837,-0.033116302,-0.335634207,-0.027757709,-0.287764495,0.033196131,-0.318299864,0.019745651,-0.181366557,0.061712382,0.202373448,0.042093297
Lycophidion_capense,-0.103413558,0.055280271,0.037136218,-0.040573839,0.088582557,0.018259114,0.140871746,0.036128303,0.268014837,0.024052273,0.272538971,-0.021176484,0.311166306,-0.079781791,0.280119535,-0.087082731,0.164268988,0.020979484,-0.021691209,-0.069597212,-0.133736356,0.011477268,0.015995514,0.059709165,0.246779648,-0.055237552,-0.318466907,-0.010478935,-0.325987192,-0.017135218,-0.342330317,-0.009981019,-0.2785882,0.035192083,-0.297400388,0.028943174,-0.159591747,0.054775134,0.155731555,0.046248514
Polemon_collaris,-0.137082364,0.058901733,0.034736727,-0.045666383,0.118151414,0.025967663,0.191840912,0.047833989,0.261876829,-0.00497304,0.24813536,-0.02959104,0.264133934,-0.069410962,0.237517851,-0.05617871,0.17779124,0.012359867,-0.12048144,-0.022616328,-0.149507403,0.017651482,0.118142601,0.077002106,0.243592531,-0.065323744,-0.311394331,-0.036391412,-0.320269821,-0.042282127,-0.332762624,-0.031541723,-0.238727981,0.029233216,-0.311538324,0.009957506,-0.164352782,0.060950384,0.190197673,0.064117523
Polemon_notatus,-0.127616981,0.075506839,0.019485427,-0.049772745,0.110004212,0.018286055,0.183657796,0.047875084,0.279175581,-0.010706583,0.269792886,-0.044860838,0.292473089,-0.074148823,0.275937661,-0.079733108,0.221086869,0.015442308,-0.116383362,-0.015901857,-0.15745623,0.028149461,-0.027342132,0.08028301,0.230272633,-0.072718303,-0.27951236,-0.020247674,-0.318608421,-0.043854805,-0.313936914,-0.022300998,-0.265907957,0.032709977,-0.289330453,0.005953013,-0.162771554,0.072907479,0.176980208,0.057132508
Prosymna_ambigua,-0.092787013,0.093445047,-0.003446877,-0.049001736,0.071182723,0.051536613,0.114390253,0.081168523,0.290855537,-0.002038379,0.282746243,-0.074654286,0.298192311,-0.13319979,0.260880586,-0.137911974,0.222000931,0.015423289,0.098433777,-0.107039879,-0.147865771,0.032467631,-0.002306079,0.108962015,0.210557953,-0.054462094,-0.24713124,-0.024927253,-0.297884233,-0.018014834,-0.355509365,-0.008127592,-0.297648229,0.040932144,-0.315024137,0.023479197,-0.201206996,0.074261679,0.111569626,0.08770168
Psammophis_sibilans,-0.028753115,0.07760355,0.004246436,-0.03284822,0.069833964,0.016729296,0.116301028,0.039412763,0.240545149,0.017762095,0.332632325,-0.059946338,0.356268816,-0.076033513,0.33092711,-0.088690885,0.167316956,-0.004540657,-0.035439657,-0.071854062,-0.09519883,0.018904668,0.023783301,0.075541761,0.168954009,-0.050364319,-0.290462293,-0.033978872,-0.316436372,-0.026904661,-0.343713876,-0.008206223,-0.311758663,0.043122551,-0.321355809,0.032392022,-0.172876153,0.079937374,0.105185675,0.05196167
Pseudaspis_cana,-0.046328695,0.074492794,0.009774123,-0.038462778,0.06736438,0.000154644,0.136454104,0.031578948,0.203288702,0.019435854,0.326194697,-0.050116341,0.339691389,-0.061386963,0.320650561,-0.07580286,0.181052925,-0.003760047,0.018681731,-0.095574744,-0.088371961,0.009230806,0.011759539,0.080180374,0.182792091,-0.059056305,-0.295495396,-0.026770659,-0.334197994,-0.033997042,-0.37380885,-0.009925194,-0.28045539,0.057189073,-0.33152479,0.049523508,-0.160283712,0.065622491,0.112762546,0.06744444
Lanthanotus_borneensis,-0.048102015,0.051270676,0.015861047,0.027164454,0.096950989,0.044607863,0.256489798,0.044587653,0.270284393,-0.029263952,0.229248768,-0.027575095,0.206811611,-0.075263982,0.17152456,-0.061048181,0.219980378,0.041307495,-0.121551313,-0.047452166,-0.101404737,0.010994216,0.050605052,0.076001405,0.287195541,-0.058333524,-0.348880252,-0.044044778,-0.351564195,-0.043280894,-0.364582571,-0.040918863,-0.236540581,0.023110026,-0.289875816,0.00746588,-0.097649709,0.036838226,0.155199052,0.06383354
Leiocephalus_barahonensis,0.001521803,0.129930856,0.10351041,0.061811038,0.147276759,0.055878142,0.228896059,0.028753591,0.229901414,-0.030014825,0.183177031,-0.050398419,0.170965464,-0.123416072,0.145137603,-0.117698272,0.185936341,0.001871388,-0.080129881,-0.080544765,-0.078667533,0.029247323,0.091349148,0.147683934,0.257870657,-0.053638968,-0.326425303,-0.06895207,-0.331501093,-0.065736402,-0.344668267,-0.072657215,-0.276252204,0.007369819,-0.316381739,-0.02124269,-0.144488255,0.095583435,0.152971585,0.126170171
Leiosaurus_catamarcensis,0.015629686,0.118731996,0.089998189,0.068769999,0.128115939,0.08192048,0.225663398,0.019438475,0.238012799,-0.023154304,0.209889315,-0.0577305,0.215840637,-0.134627857,0.187942206,-0.127006289,0.18716556,0.00544535,-0.04433701,-0.063735322,-0.089998549,0.026468849,0.042713121,0.131259316,0.198285992,-0.070023438,-0.329121887,-0.066819134,-0.332416,-0.066064839,-0.345308311,-0.068710604,-0.274127737,0.016234504,-0.307936324,-0.012364545,-0.153799625,0.098256327,0.137788598,0.123711537
Pristidactylus_torquatus,0.020452703,0.101606515,0.082149812,0.064370202,0.123876601,0.079165124,0.244628039,0.019356808,0.249186018,-0.025990514,0.212897215,-0.044150528,0.208779776,-0.111399957,0.17578737,-0.109346424,0.194904421,0.015918644,-0.086290989,-0.073035876,-0.087088501,0.026541309,0.045580931,0.111822113,0.224929432,-0.060487386,-0.333570752,-0.050041364,-0.332527026,-0.055971627,-0.346040947,-0.054493636,-0.272358472,0.001794676,-0.289816341,0.003053834,-0.181145009,0.056543203,0.145665719,0.104744884
Urostrophus_vautieri,0.013922878,0.101941087,0.098451251,0.069391288,0.1344018,0.070299006,0.221923669,0.030703863,0.219948675,-0.018846134,0.194916269,-0.0447588,0.181366523,-0.113181947,0.16468756,-0.115864379,0.172995093,-0.001172984,-0.043754525,-0.083890389,-0.077390694,0.028897234,0.077682125,0.123203417,0.242315162,-0.048520148,-0.348735562,-0.070698242,-0.35474954,-0.068889086,-0.366405342,-0.076286784,-0.264063497,0.019593167,-0.294368254,0.002769984,-0.141140018,0.090266436,0.167996424,0.10504341
Epictia_goudotii,-0.033931723,0.104701811,0.107255418,-0.025663826,0.140915171,0.013385467,0.252633029,0.103908005,0.276924405,-0.066381196,0.154576574,-0.075783274,0.099361065,-0.110437239,0.082222015,-0.079284023,0.215835131,0.01158148,-0.097100948,-0.040593246,-0.132897935,0.015117568,-0.010512717,0.157374753,0.34609241,-0.059379996,-0.266676872,-0.068599983,-0.275380158,-0.068275675,-0.312252808,-0.061042767,-0.304060062,0.015217539,-0.333574389,-0.021691187,-0.186786909,0.110644373,0.277359302,0.145201417
