family,genus,species,sample,institution,voucher,type,inTopoConstraint,num_total,avg_length,SRR
Colubridae,Apostolepis,Apostolepis_flavotorquata,CHUNB50311,CHUNB,CHUNB50311,newly collected,TRUE,4786,740,SAMN32602553
Phyllodactylidae,Phyllopezus,Phyllopezus_lutzae,CHUNB50461,CHUNB,CHUNB50461,newly collected,TRUE,5022,765,SAMN32602749
Gymnophthalmidae,Cercosaura,Cercosaura_schreibersii,CHUNB50667,CHUNB,CHUNB50667,newly collected,TRUE,5066,787,SAMN23818067
Colubridae,Chironius,Chironius_laurenti,CHUNB50782,CHUNB,CHUNB50782,newly collected,TRUE,5019,868,SAMN32602564
Colubridae,Philodryas,Philodryas_aestiva,CHUNB50793,CHUNB,CHUNB50793,newly collected,TRUE,5022,960,SAMN32602615
Colubridae,Phalotris,Phalotris_nasutus,CHUNB50862,CHUNB,CHUNB50862,newly collected,TRUE,5020,978,SAMN32602614
Colubridae,Boiruna,Boiruna_sertaneja,CHUNB51135,CHUNB,CHUNB51135,newly collected,TRUE,5005,960,SAMN09221197
Teiidae,Ameiva,Ameiva_ameiva,CHUNB51185,CHUNB,CHUNB51185,newly collected,TRUE,5156,1052,SAMN06705323
Tropiduridae,Stenocercus,Stenocercus_quinarius,CHUNB51317,CHUNB,CHUNB51317,newly collected,TRUE,5287,861,SAMN09221198
Colubridae,Apostolepis,Apostolepis_albicollaris,CHUNB51429,CHUNB,CHUNB51429,newly collected,TRUE,4962,956,SAMN32602551
Colubridae,Erythrolamprus,Erythrolamprus_aesculapii,CHUNB51438,CHUNB,CHUNB51438,newly collected,TRUE,4978,874,SAMN32602582
Teiidae,Kentropyx,Kentropyx_calcarata,CHUNB51969,CHUNB,CHUNB51969,newly collected,TRUE,5159,1145,SAMN06705324
Dactyloidae,Anolis,Anolis_brasiliensis,CHUNB51972,CHUNB,CHUNB51972,newly collected,TRUE,5256,1123,SAMN06705325
Scincidae,Copeoglossum,Copeoglossum_nigropunctatum,CHUNB51999,CHUNB,CHUNB51999,newly collected,TRUE,5229,1011,SAMN06705327
Phyllodactylidae,Gymnodactylus,Gymnodactylus_amarali,CHUNB52007,CHUNB,CHUNB52007,newly collected,TRUE,5197,931,SAMN06705328
Tropiduridae,Tropidurus,Tropidurus_oreadicus,CHUNB52022,CHUNB,CHUNB52022,newly collected,TRUE,5249,1023,SAMN06705329
Colubridae,Erythrolamprus,Erythrolamprus_almadensis,CHUNB52056,CHUNB,CHUNB52056,newly collected,TRUE,4115,636,SAMN06705330
Colubridae,Apostolepis,Apostolepis_cearensis,CHUNB52060,CHUNB,CHUNB52060,newly collected,TRUE,3818,662,SAMN06705332
Anomalepididae,Liotyphlops,Liotyphlops_ternetzii,CHUNB52063,CHUNB,CHUNB52063,newly collected,FALSE,4939,1126,SAMN06705333
Leptotyphlopidae,Trilepida,Trilepida_brasiliensis,CHUNB52064,CHUNB,CHUNB52064,newly collected,TRUE,4600,673,SAMN06705334
Colubridae,Rodriguesophis,Rodriguesophis_iglesiasi,CHUNB52066,CHUNB,CHUNB52066,newly collected,TRUE,5016,795,SAMN23818275
Colubridae,Psomophis,Psomophis_joberti,CHUNB52071,CHUNB,CHUNB52071,newly collected,TRUE,4861,998,SAMN06705336
Colubridae,Dipsas,Dipsas_mikanii,CHUNB52075,CHUNB,CHUNB52075,newly collected,TRUE,4792,860,SAMN06705338
Gymnophthalmidae,Micrablepharus,Micrablepharus_maximiliani,CHUNB52077,CHUNB,CHUNB52077,newly collected,TRUE,5080,1086,SAMN06705339
Colubridae,Philodryas,Philodryas_olfersii,CHUNB52116,CHUNB,CHUNB52116,newly collected,TRUE,4970,929,SAMN06705340
Colubridae,Tantilla,Tantilla_melanocephala,CHUNB52118,CHUNB,CHUNB52118,newly collected,TRUE,4916,1007.473963,SAMN06705341
Viperidae,Bothrops,Bothrops_lutzi,CHUNB52123,CHUNB,CHUNB52123,newly collected,TRUE,4609,753,SAMN06705345
Viperidae,Bothrops,Bothrops_pauloensis,CHUNB52124,CHUNB,CHUNB52124,newly collected,TRUE,4836,917,SAMN06705346
Colubridae,Pseudoboa,Pseudoboa_neuwiedii,CHUNB52134,CHUNB,CHUNB52134,newly collected,TRUE,4727,749,SAMN06705347
Elapidae,Micrurus,Micrurus_brasiliensis,CHUNB52143,CHUNB,CHUNB52143,newly collected,TRUE,4330,654,SAMN06705348
Colubridae,Xenodon,Xenodon_merremii,CHUNB52144,CHUNB,CHUNB52144,newly collected,TRUE,4792,1014,SAMN06705349
Amphisbaenidae,Amphisbaena,Amphisbaena_alba,CHUNB52145,CHUNB,CHUNB52145,newly collected,TRUE,5143,892,SAMN06705350
Colubridae,Pseudoboa,Pseudoboa_nigra,CHUNB52149,CHUNB,CHUNB52149,newly collected,TRUE,4681,739,SAMN06705352
Colubridae,Phimophis,Phimophis_guerini,CHUNB52151,CHUNB,CHUNB52151,newly collected,TRUE,4834,1034,SAMN06705354
Colubridae,Philodryas,Philodryas_nattereri,CHUNB52154,CHUNB,CHUNB52154,newly collected,TRUE,4913,902,SAMN06705355
Teiidae,Ameivula,Ameivula_mumbuca,CHUNB52160,CHUNB,CHUNB52160,newly collected,TRUE,5164,1029,SAMN06705357
Teiidae,Kentropyx,Kentropyx_paulensis,CHUNB52366,CHUNB,CHUNB52366,newly collected,TRUE,5159,927,SAMN32602864
Viperidae,Bothrops,Bothrops_matogrossensis,CHUNB52373,CHUNB,CHUNB52373,newly collected,TRUE,5040,928,SAMN32602902
Amphisbaenidae,Amphisbaena,Amphisbaena_bedai,CHUNB52389,CHUNB,CHUNB52389,newly collected,TRUE,5105,951,SAMN32602522
Viperidae,Bothrops,Bothrops_neuwiedi,CHUNB52395,CHUNB,CHUNB52395,newly collected,TRUE,5002,915,SAMN32602903
Colubridae,Philodryas,Philodryas_agassizii,CHUNB52406,CHUNB,CHUNB52406,newly collected,TRUE,5044,886,SAMN32602616
Colubridae,Oxybelis,Oxybelis_aeneus,CHUNB52413,CHUNB,CHUNB52413,newly collected,TRUE,5050,884,SAMN23818199
Colubridae,Pseudoeryx,Pseudoeryx_plicatilis,CHUNB53039,CHUNB,CHUNB53039,newly collected,TRUE,4955,895,SAMN32602623
Teiidae,Cnemidophorus,Cnemidophorus_murinus,CHUNB53309,CHUNB,CHUNB53309,newly collected,TRUE,307,1542,SAMN09221200
Viperidae,Bothrops,Bothrops_marmoratus,CHUNB53313,CHUNB,CHUNB53313,newly collected,TRUE,5042,917,SAMN32602901
Tropiduridae,Tropidurus,Tropidurus_semitaeniatus,CHUNB56551,CHUNB,CHUNB56551,newly collected,TRUE,5244,747,SAMN32602878
Gekkonidae,Lygodactylus,Lygodactylus_klugei,CHUNB56575,CHUNB,CHUNB56575,newly collected,TRUE,5145,806,SAMN15718120
Phyllodactylidae,Phyllopezus,Phyllopezus_periosus,CHUNB56581,CHUNB,CHUNB56581,newly collected,TRUE,5175,982,SAMN15718121
Phyllodactylidae,Gymnodactylus,Gymnodactylus_darwinii,CHUNB56644,CHUNB,CHUNB56644,newly collected,TRUE,5103,1054,SAMN23818122
Phyllodactylidae,Gymnodactylus,Gymnodactylus_geckoides,CHUNB56697,CHUNB,CHUNB56697,newly collected,TRUE,5174,951,SAMN23818124
Gymnophthalmidae,Dryadosaura,Dryadosaura_nordestina,CHUNB56711,CHUNB,CHUNB56711,newly collected,TRUE,5123,784,SAMN32602734
Colubridae,Siphlophis,Siphlophis_compressus,CHUNB56716,CHUNB,CHUNB56716,newly collected,TRUE,5014,855,SAMN32602628
Gymnophthalmidae,Loxopholis,Loxopholis_osvaldoi,CHUNB56842,CHUNB,CHUNB56842,newly collected,TRUE,4185,545,SAMN15718125
Colubridae,Philodryas,Philodryas_patagoniensis,CHUNB56862,CHUNB,CHUNB56862,newly collected,TRUE,5047,795,SAMN32602618
Amphisbaenidae,Amphisbaena,Amphisbaena_arenaria,CHUNB56884,CHUNB,CHUNB56884,newly collected,TRUE,5143,879,SAMN32602521
Colubridae,Oxyrhopus,Oxyrhopus_rhombifer,CHUNB56895,CHUNB,CHUNB56895,newly collected,TRUE,5014,862,SAMN23818228
Gymnophthalmidae,Neusticurus,Neusticurus_bicarinatus,CHUNB57190,CHUNB,CHUNB57190,newly collected,TRUE,5081,882,SAMN32602735
Amphisbaenidae,Amphisbaena,Amphisbaena_vermicularis,CHUNB57520,CHUNB,CHUNB57520,newly collected,TRUE,5059,1061,SAMN32602533
Dactyloidae,Anolis,Anolis_ortonii,CHUNB58069,CHUNB,CHUNB58069,newly collected,TRUE,5245,800,SAMN32602648
Tropiduridae,Tropidurus,Tropidurus_psammonastes,CHUNB58290,CHUNB,CHUNB58290,newly collected,TRUE,5294,886,SAMN32602877
Gymnophthalmidae,Procellosaurinus,Procellosaurinus_erythrocercus,CHUNB58334,CHUNB,CHUNB58334,newly collected,TRUE,4908,697,SAMN32602737
Sphaerodactylidae,Coleodactylus,Coleodactylus_brachystoma,CHUNB58532,CHUNB,CHUNB58532,newly collected,TRUE,5090,933,SAMN32602856
Tropiduridae,Stenocercus,Stenocercus_caducus,CHUNB58542,CHUNB,CHUNB58542,newly collected,TRUE,5286,1016,SAMN32602869
Tropiduridae,Tropidurus,Tropidurus_etheridgei,CHUNB58570,CHUNB,CHUNB58570,newly collected,TRUE,5194,928,SAMN32602873
Colubridae,Palusophis,Palusophis_bifossatus,CHUNB59040,CHUNB,CHUNB59040,newly collected,TRUE,5064,952,SAMN32602611
Colubridae,Thamnodynastes,Thamnodynastes_hypoconia,CHUNB61133,CHUNB,CHUNB61133,newly collected,TRUE,5004,884,SAMN23818305
Gekkonidae,Hemidactylus,Hemidactylus_agrius,CHUNB61939,CHUNB,CHUNB61939,newly collected,TRUE,5120,696,SAMN32602718
Leiosauridae,Enyalius,Enyalius_capetinga,CHUNB62191,CHUNB,CHUNB62191,newly collected,TRUE,5295,878,SAMN15718128
Tropiduridae,Stenocercus,Stenocercus_squarrosus,CHUNB62385,CHUNB,CHUNB62385,newly collected,TRUE,5261,1125,SAMN15718131
Colubridae,Apostolepis,Apostolepis_ammodites,CHUNB62399,CHUNB,CHUNB62399,newly collected,TRUE,5055,854,SAMN23818035
Leptotyphlopidae,Trilepida,Trilepida_koppesi,CHUNB62461,CHUNB,CHUNB62461,newly collected,TRUE,4967,1052,SAMN23818317
Colubridae,Atractus,Atractus_pantostictus,CHUNB62578,CHUNB,CHUNB62578,newly collected,TRUE,4599,541,SAMN32602557
Colubridae,Philodryas,Philodryas_psammophidea,CHUNB63649,CHUNB,CHUNB63649,newly collected,TRUE,4988,800,SAMN32602619
Phyllodactylidae,Phyllopezus,Phyllopezus_pollicaris,CHUNB64617,CHUNB,CHUNB64617,newly collected,TRUE,5203,953,SAMN23818252
Scincidae,Copeoglossum,Copeoglossum_arajara,CHUNB64621,CHUNB,CHUNB64621,newly collected,TRUE,5135,1214,SAMN23818088
Elapidae,Micrurus,Micrurus_ibiboboca,CHUNB64752,CHUNB,CHUNB64752,newly collected,TRUE,5008,1017,SAMN32602688
Colubridae,Clelia,Clelia_plumbea,CHUNB64757,CHUNB,CHUNB64757,newly collected,TRUE,4997,986,SAMN32602567
Colubridae,Psomophis,Psomophis_genimaculatus,CHUNB65027,CHUNB,CHUNB65027,newly collected,TRUE,4728,686,SAMN32602624
Colubridae,Xenodon,Xenodon_rabdocephalus,CHUNB68346,CHUNB,CHUNB68346,newly collected,TRUE,5002,922,SAMN32602643
Colubridae,Mastigodryas,Mastigodryas_boddaerti,CHUNB68915,CHUNB,CHUNB68915,newly collected,TRUE,5080,949,SAMN23818175
Colubridae,Chironius,Chironius_fuscus,CHUNB68954,CHUNB,CHUNB68954,newly collected,TRUE,5061,990,SAMN23818083
Polychrotidae,Polychrus,Polychrus_liogaster,CHUNB68997,CHUNB,CHUNB68997,newly collected,FALSE,5234,1151,SAMN15718130
Colubridae,Apostolepis,Apostolepis_assimilis,CHUNB69387,CHUNB,CHUNB69387,newly collected,TRUE,4972,1032,SAMN32602552
Tropiduridae,Tropidurus,Tropidurus_hygomi,CHUNB69413,CHUNB,CHUNB69413,newly collected,TRUE,5289,933,SAMN32602875
Tropiduridae,Tropidurus,Tropidurus_torquatus,CHUNB69423,CHUNB,CHUNB69423,newly collected,TRUE,5292,886,SAMN32602879
Colubridae,Erythrolamprus,Erythrolamprus_mossoroensis,CHUNB69462,CHUNB,CHUNB69462,newly collected,TRUE,4959,933,SAMN32602584
Colubridae,Helicops,Helicops_carinicaudus,CHUNB71348,CHUNB,CHUNB71348,newly collected,TRUE,5031,949,SAMN32602589
Viperidae,Bothrops,Bothrops_moojeni,CHUNB71688,CHUNB,CHUNB71688,newly collected,TRUE,5049,888,SAMN15718137
Colubridae,Xenopholis,Xenopholis_undulatus,CHUNB71690,CHUNB,CHUNB71690,newly collected,TRUE,4992,777,SAMN32602645
Colubridae,Spilotes,Spilotes_sulphureus,CHUNB73444,CHUNB,CHUNB73444,newly collected,TRUE,5048,1010,SAMN32602630
Aniliidae,Anilius,Anilius_scytale,CHUNB73453,CHUNB,CHUNB73453,newly collected,FALSE,5169,805,SAMN15718134
Colubridae,Pseudoboa,Pseudoboa_coronata,CHUNB73992,CHUNB,CHUNB73992,newly collected,TRUE,4990,912,SAMN32602622
Gymnophthalmidae,Bachia,Bachia_bresslaui,CHUNB74029,CHUNB,CHUNB74029,newly collected,TRUE,5113,810,SAMN23818041
Hoplocercidae,Hoplocercus,Hoplocercus_spinosus,CHUNB74034,CHUNB,CHUNB74034,newly collected,FALSE,5314,885,SAMN15718126
Tropiduridae,Tropidurus,Tropidurus_guarani,CHUNB74146,CHUNB,CHUNB74146,newly collected,TRUE,5242,787,SAMN32602874
Tropiduridae,Tropidurus,Tropidurus_itambere,CHUNB74201,CHUNB,CHUNB74201,newly collected,TRUE,5291,940,SAMN23818322
Scincidae,Brasiliscincus,Brasiliscincus_heathi,CN1637,NA,NA,newly collected,TRUE,5152,958,SAMN06705362
Scincidae,Lampropholis,Lampropholis_coggeri,CONX5113,NA,NA,newly collected,TRUE,5216,842,SAMN08865940
Scincidae,Liburnascincus,Liburnascincus_mundivensis,CONX5148,NA,NA,newly collected,TRUE,5166,823,SAMN32602822
Scincidae,Lygisaurus,Lygisaurus_macfarlani,CONX5602,NA,NA,newly collected,TRUE,5217,888,SAMN32602825
Scincidae,Lygisaurus,Lygisaurus_parrhasius,CONX5673,NA,NA,newly collected,TRUE,5169,817,SAMN32602827
Scincidae,Morethia,Morethia_butleri,CUMV_14262_Mo_butl,CUMV,CUMV_14262,newly collected,TRUE,5224,860,SAMN32602831
Scincidae,Egernia,Egernia_depressa,CUMV_14263_Eg_depr,CUMV,CUMV_14263,newly collected,TRUE,5227,1058,SAMN32602797
Pygopodidae,Pygopus,Pygopus_nigriceps,CUMV_14267_Py_nigr,CUMV,CUMV_14267,newly collected,TRUE,5192,936,SAMN32602753
Agamidae,Diporiphora,Diporiphora_winneckei,CUMV_14268_Di_winn,CUMV,CUMV_14268,newly collected,TRUE,5211,864,SAMN32602508
Scincidae,Proablepharus,Proablepharus_reginae,CUMV_14271_Pr_regi,CUMV,CUMV_14271,newly collected,TRUE,4453,559,SAMN32602839
Diplodactylidae,Strophurus,Strophurus_wellingtonae,CUMV_14279_St_well,CUMV,CUMV_14279,newly collected,TRUE,5186,999,SAMN32602661
Scincidae,Eremiascincus,Eremiascincus_pallidus,CUMV_14288_Er_fasc,CUMV,CUMV_14288,newly collected,TRUE,5240,976,SAMN32602800
Elapidae,Simoselaps,Simoselaps_anomalus,CUMV_14290_Si_anom,CUMV,CUMV_14290,newly collected,TRUE,5029,1037,SAMN32602698
Carphodactylidae,Nephrurus,Nephrurus_vertebralis,CUMV_14291_Ne_vert,CUMV,CUMV_14291,newly collected,TRUE,5118,670,SAMN32602547
Elapidae,Pseudonaja,Pseudonaja_modesta,CUMV_14294_Ps_mode,CUMV,CUMV_14294,newly collected,TRUE,4851,888,SAMN32602697
Diplodactylidae,Strophurus,Strophurus_ciliaris,CUMV_14298_St_cili,CUMV,CUMV_14298,newly collected,TRUE,5194,1047,SAMN32602660
Typhlopidae,Anilios,Anilios_hamatus,CUMV_14302,CUMV,CUMV_14302,newly collected,TRUE,4573,764,SAMN32602882
Diplodactylidae,Diplodactylus,Diplodactylus_conspicillatus,CUMV_14335_Di_cons,CUMV,CUMV_14335,newly collected,TRUE,5202,941,SAMN32602653
Scincidae,Lygisaurus,Lygisaurus_novaeguineae,ENR0770,ANWC,ANWC_R10807,newly collected,TRUE,5192,860,SAMN32602826
Colubridae,Erythrolamprus,Erythrolamprus_maryellenae,ERAB3001,NA,NA,newly collected,TRUE,4886,840,SAMN32602583
Colubridae,Borikenophis,Borikenophis_portoricensis,FK_2439,UMMZ,UMMZ_210064,newly collected,TRUE,4908,1129,SAMN32602561
Pareidae,Pareas,Pareas_nuchalis,FK_2626,UMMZ,NA,newly collected,FALSE,5055,953,SAMN15718165
Colubridae,Dendrelaphis,Dendrelaphis_caudolineatus,FK_2719,UMMZ,NA,newly collected,TRUE,5020,938,SAMN32602571
Colubridae,Lycodon,Lycodon_subcinctus,FK_2774,UMMZ,NA,newly collected,TRUE,4997,1097,SAMN32602601
Colubridae,Xenochrophis,Xenochrophis_trianguligerus,FK_2807,UMMZ,NA,newly collected,TRUE,4911,968,SAMN32602641
Scincidae,Tropidophorus,Tropidophorus_brookei,FK_2942,UMMZ,NA,newly collected,TRUE,5252,950,SAMN32602855
Xenopeltidae,Xenopeltis,Xenopeltis_unicolor,FK_3026,UMMZ,NA,newly collected,FALSE,5182,1013,SAMN15718159
Elapidae,Hydrophis,Hydrophis_platurus,FK_3102,UMMZ,UMMZ_209797,newly collected,TRUE,4939,912,SAMN15718156
Agamidae,Gonocephalus,Gonocephalus_abbotti,FMNH230175,FMNH,FMNH230175,newly collected,TRUE,5208,1022,SAMN09221257
Elapidae,Elapsoidea,Elapsoidea_loveridgei,FMNH251327,FMNH,FMNH251327,newly collected,TRUE,5078,1074,SAMN09221258
Colubridae,Opisthotropis,Opisthotropis_daovantieni,FMNH252009,FMNH,FMNH252009,newly collected,TRUE,4985,814,SAMN09221259
Colubridae,Oligodon,Oligodon_catenatus,FMNH255565,FMNH,FMNH255565,newly collected,TRUE,5050,1031,SAMN09221260
Agamidae,Pseudocalotes,Pseudocalotes_microlepis,FMNH258710,FMNH,FMNH258710,newly collected,TRUE,5232,868,SAMN09221261
Colubridae,Liopeltis,Liopeltis_stoliczkae,FMNH259193,FMNH,FMNH259193,newly collected,TRUE,4974,1062,SAMN09221263
Agamidae,Bronchocela,Bronchocela_smaragdina,FMNH262309,FMNH,FMNH262309,newly collected,TRUE,5125,961,SAMN09221264
Agamidae,Acanthosaura,Acanthosaura_coronata,FMNH262964,FMNH,FMNH262964,newly collected,TRUE,5192,1033,SAMN09221265
Viperidae,Trimeresurus,Trimeresurus_sabahi,FMNH263429,FMNH,FMNH263429,newly collected,TRUE,5077,931,SAMN09221266
Colubridae,Rhabdophis,Rhabdophis_spilogaster,FMNH266277,FMNH,FMNH266277,newly collected,TRUE,4957,964,SAMN09221267
Colubridae,Tantilla,Tantilla_impensa,FN253542,USNM,NA,newly collected,TRUE,5055,990,SAMN09221427
Colubridae,Leptophis,Leptophis_depressirostris,FN253772,USNM,NA,newly collected,TRUE,5042,1108,SAMN09221428
Colubridae,Oxybelis,Oxybelis_wilsoni,FN253879,USNM,NA,newly collected,TRUE,5032,1067,SAMN09221429
Colubridae,Tantilla,Tantilla_vermiformis,FN256027,USNM,USNM 579681,newly collected,TRUE,5027,1009,SAMN09221430
Colubridae,Leptodrymus,Leptodrymus_pulcherrimus,FN256061,USNM,USNM 579687,newly collected,TRUE,5049,1099,SAMN09221431
Colubridae,Tantilla,Tantilla_armillata,FN256487,USNM,USNM 580809,newly collected,TRUE,5025,1109,SAMN09221388
Typhlopidae,Amerotyphlops,Amerotyphlops_tycherus,FN256679,USNM,USNM 580444,newly collected,TRUE,3308,466,SAMN09221387
Teiidae,Cnemidophorus,Cnemidophorus_gramivagus,GRCOLLI00504,CHUNB,CHUNB03519,newly collected,TRUE,4350,444,SAMN32602863
Teiidae,Ameiva,Ameiva_parecis,GRCOLLI04330,CHUNB,CHUNB11683,newly collected,TRUE,5187,843,SAMN32602861
Gymnophthalmidae,Micrablepharus,Micrablepharus_atticolus,GRCOLLI05508,CHUNB,CHUNB18093,newly collected,TRUE,5051,1050,SAMN23818183
Amphisbaenidae,Amphisbaena,Amphisbaena_ridleyi,GRCOLLI06458,CHUNB,CHUNB24883,newly collected,TRUE,5086,853,SAMN32602530
Gymnophthalmidae,Iphisa,Iphisa_elegans,GRCOLLI06954,CHUNB,CHUNB22659,newly collected,TRUE,5141,1069,SAMN23818152
Gymnophthalmidae,Arthrosaura,Arthrosaura_reticulata,GRCOLLI14421,CHUNB,CHUNB34144,newly collected,TRUE,4838,786,SAMN32602729
Amphisbaenidae,Amphisbaena,Amphisbaena_crisae,GRCOLLI20644,CHUNB,CHUNB63665,newly collected,TRUE,5140,835,SAMN32602526
Teiidae,Kentropyx,Kentropyx_vanzoi,GRCOLLI21749,CHUNB,CHUNB63168,newly collected,TRUE,5136,1124,SAMN32602867
Leiosauridae,Enyalius,Enyalius_bibronii,GRCOLLI21921,CHUNB,CHUNB64577,newly collected,TRUE,5282,909,SAMN32602747
Viperidae,Bothrops,Bothrops_erythromelas,GRCOLLI21978,CHUNB,CHUNB64765,newly collected,TRUE,5008,1045,SAMN32602899
Viperidae,Bothrops,Bothrops_leucurus,GRCOLLI22103,CHUNB,CHUNB64767,newly collected,TRUE,4997,914,SAMN23818044
Sphaerodactylidae,Coleodactylus,Coleodactylus_meridionalis,GRCOLLI22107,CHUNB,CHUNB64597,newly collected,TRUE,5134,897,SAMN32602857
Diploglossidae,Diploglossus,Diploglossus_lessonae,GRCOLLI22330,CHUNB,CHUNB64638,newly collected,TRUE,5236,933,SAMN32602662
Amphisbaenidae,Amphisbaena,Amphisbaena_bilabialata,GRCOLLI22387,CHUNB,CHUNB68356,newly collected,TRUE,5187,907,SAMN32602523
Amphisbaenidae,Amphisbaena,Amphisbaena_silvestrii,GRCOLLI22397,CHUNB,CHUNB68358,newly collected,TRUE,5067,1092,SAMN32602531
Colubridae,Erythrolamprus,Erythrolamprus_typhlus,GRCOLLI22519,CHUNB,CHUNB68939,newly collected,TRUE,4971,982,SAMN23818097
Viperidae,Bothrops,Bothrops_brazili,GRCOLLI22662,CHUNB,CHUNB68918,newly collected,TRUE,5006,962,SAMN23818045
Anomalepididae,Liotyphlops,Liotyphlops_beui,GRCOLLI23142,CHUNB,CHUNB68355,newly collected,FALSE,5084,976,SAMN15718135
Colubridae,Erythrolamprus,Erythrolamprus_poecilogyrus,GRCOLLI23352,CHUNB,CHUNB68943,newly collected,TRUE,4954,927,SAMN23818103
Colubridae,Phalotris,Phalotris_matogrossensis,GRCOLLI24637,CHUNB,CHUNB75479,newly collected,TRUE,4965,958,SAMN09221205
Dactyloidae,Anolis,Anolis_chrysolepis,GRCOLLI25188,CHUNB,CHUNB74632,newly collected,TRUE,5288,870.8114599,SAMN23818026
Colubridae,Helicops,Helicops_leopardinus,GRCOLLI25255,CHUNB,CHUNB74962,newly collected,TRUE,5020,850,SAMN32602591
Colubridae,Dipsas,Dipsas_bucephala,GRCOLLI25659,CHUNB,CHUNB74707,newly collected,TRUE,4993,953,SAMN09221206
Colubridae,Apostolepis,Apostolepis_phillipsae,GRCOLLI25663,CHUNB,CHUNB74635,newly collected,TRUE,5025,978,SAMN09221207
Colubridae,Chironius,Chironius_quadricarinatus,GRCOLLI25680,CHUNB,CHUNB74673,newly collected,TRUE,4196,534,SAMN32602566
Tropiduridae,Stenocercus,Stenocercus_roseiventris,GRCOLLI25706,CHUNB,CHUNB75770,newly collected,TRUE,5269,1061,SAMN32602871
Teiidae,Cnemidophorus,Cnemidophorus_cryptus,GRCOLLI25919,CHUNB,CHUNB76582,newly collected,TRUE,5148,981,SAMN32602862
Colubridae,Chironius,Chironius_exoletus,GRCOLLI26131,CHUNB,CHUNB76884,newly collected,TRUE,5058,834,SAMN23818076
Colubridae,Xenodon,Xenodon_nattereri,GRCOLLI26234,CHUNB,CHUNB78176,newly collected,TRUE,4867,765,SAMN32602642
Colubridae,Chironius,Chironius_carinatus,GRCOLLI26431,CHUNB,CHUNB76646,newly collected,TRUE,5002,937,SAMN23818073
Scincidae,Notomabuya,Notomabuya_frenata,GRCOLLI26598,CHUNB,CHUNB77289,newly collected,TRUE,5244,975,SAMN06705366
Gymnophthalmidae,Colobosaura,Colobosaura_modesta,GRCOLLI26643,CHUNB,CHUNB77147,newly collected,TRUE,5054,1046,SAMN06705367
Colubridae,Taeniophallus,Taeniophallus_occipitalis,GRCOLLI26711,CHUNB,CHUNB77423,newly collected,TRUE,4866,958,SAMN06705368
Colubridae,Oxybelis,Oxybelis_fulgidus,GRCOLLI26736,CHUNB,CHUNB77337,newly collected,TRUE,5010,861,SAMN32602609
Dactyloidae,Anolis,Anolis_meridionalis,GRCOLLI26899,CHUNB,CHUNB77086,newly collected,TRUE,5275,946,SAMN06705372
Colubridae,Lygophis,Lygophis_paucidens,GRCOLLI26916,CHUNB,CHUNB77286,newly collected,TRUE,4592,880,SAMN06705373
Colubridae,Crotaphopeltis,Crotaphopeltis_hippocrepis,HERP5542,UWBM,UWBM:Herp:5542,newly collected,TRUE,5049,1106,SAMN09221432
Colubridae,Chrysopelea,Chrysopelea_pelias,HERP8135,UWBM,UWBM:Herp:8135,newly collected,TRUE,5036,1036,SAMN09221433
Colubridae,Dendrelaphis,Dendrelaphis_kopsteini,HERP8136,UWBM,UWBM:Herp:813,newly collected,TRUE,5059,821,SAMN09221434
Uropeltidae,Uropeltis,Uropeltis_macrolepis,ID_7603,BNHS,BNHS_3221,newly collected,TRUE,5210,879,SAMN09221435
Colubridae,Synophis,Synophis_calamitus,KU197107,KU,KU197107,newly collected,TRUE,5060,1067,SAMN09221270
Colubridae,Rhadinella,Rhadinella_godmani,KU291133,KU,KU291133,newly collected,TRUE,4948,792,SAMN09221272
Colubridae,Rhadinella,Rhadinella_montecristi,KU291245,KU,KU291245,newly collected,TRUE,5042,1018,SAMN09221273
Colubridae,Calamaria,Calamaria_lumbricoidea,KU309920,KU,KU309920,newly collected,TRUE,4894,946,SAMN09221274
Colubridae,Stegonotus,Stegonotus_muelleri,KU310178,KU,KU310178,newly collected,TRUE,5048,1065,SAMN09221275
Colubridae,Dryophiops,Dryophiops_philippina,KU315167,KU,KU315167,newly collected,TRUE,5085,962,SAMN09221276
Colubridae,Calamaria,Calamaria_bitorques,KU322328,KU,KU322328,newly collected,TRUE,4808,966,SAMN09221277
Colubridae,Calamaria,Calamaria_gervaisii,KU324645,KU,KU324645,newly collected,TRUE,4904,1043,SAMN09221278
Colubridae,Pseudorabdion,Pseudorabdion_taylori,KU327215,KU,KU327215,newly collected,TRUE,4920,1047,SAMN09221279
Colubridae,Tropidonophis,Tropidonophis_negrosensis,KU331736,KU,KU331736,newly collected,TRUE,5070,925,SAMN09221281
Lamprophiidae,Lamprophis,Lamprophis_geometricus,LAMP_GEO_1,,no voucher,newly collected,TRUE,4925,948,SAMN09221440
Amphisbaenidae,Leposternon,Leposternon_polystegum,LJVITT09244,NA,CHUNB30670,newly collected,TRUE,5141,947,SAMN32602536
Colubridae,Leptodeira,Leptodeira_annulata,LJVITT09836,NA,CHUNB40083,newly collected,TRUE,5038,966,SAMN23818160
Sphaerodactylidae,Gonatodes,Gonatodes_eladioi,LJVITT09845,NA,CHUNB40097,newly collected,TRUE,5137,938,SAMN32602858
Amphisbaenidae,Leposternon,Leposternon_infraorbitale,LJVITT10237,NA,CHUNB41348,newly collected,TRUE,5094,1107,SAMN32602534
