family,genus,species,sample,institution,voucher,type,inTopoConstraint,num_total,avg_length,SRR
Teiidae,Dracaena,Dracaena_guianensis,CHUNB15199,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,309,1548,NA
Teiidae,Crocodilurus,Crocodilurus_amazonicus,CHUNB32614,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,307,1546,NA
Teiidae,Ameivula,Ameivula_ocellifera,CHUNB37333,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,306,1554,NA
Teiidae,Ameivula,Ameivula_jalapensis,CHUNB41169,NA,NA,10.1016/j.ympev.2016.07.002,FALSE,311,1542,NA
Teiidae,Kentropyx,Kentropyx_sp,CHUNB41299,NA,NA,10.1016/j.ympev.2016.07.002,FALSE,306,1528,NA
Teiidae,Glaucomastix,Glaucomastix_littoralis,CHUNB42582,NA,NA,10.1016/j.ympev.2016.07.002,FALSE,310,1543,NA
Teiidae,Glaucomastix,Glaucomastix_abaetensis,CHUNB47668,NA,NA,10.1016/j.ympev.2016.07.002,FALSE,310,1549,NA
Teiidae,Contomastix,Contomastix_vacariensis,CHUNB51432,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,310,1538,NA
Teiidae,Holcosus,Holcosus_undulatus,FN253909,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,309,1544,NA
Teiidae,Aspidoscelis,Aspidoscelis_deppii,FN253940,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,304,1554,NA
Teiidae,Holcosus,Holcosus_quadrilineatus,GDC2260,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,307,1544,NA
Teiidae,Holcosus,Holcosus_festivus,HERPET156390,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,307,1544,NA
Teiidae,Salvator,Salvator_merianae,I0463_Salvator_merianae,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,308,1551,NA
Teiidae,Kentropyx,Kentropyx_viridistriga,I0871_Kentropyx_viridistriga,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,305,1544,NA
Teiidae,Dicrodon,Dicrodon_guttulatum,I0872_Dicrodon_guttulatum,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,309,1532,NA
Teiidae,Teius,Teius_oculatus,I0874_Teius_oculatus,NA,NA,10.1016/j.ympev.2016.07.002,FALSE,304,1535,NA
Teiidae,Holcosus,Holcosus_septemlineatus,KU218388,NA,NA,10.1016/j.ympev.2016.07.002,FALSE,307,1547,NA
Teiidae,Callopistes,Callopistes_flavipunctatus,LGG0003,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,311,1545,NA
Leiosauridae,Diplolaemus,Diplolaemus_darwinii,LJAMM-CNP10025,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,312,1491,NA
Phyllodactylidae,Homonota,Homonota_fasciata,LJAMM-CNP10495,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,299,1469,NA
Teiidae,Teius,Teius_suquiensis,LJAMM-CNP13995,NA,NA,10.1016/j.ympev.2016.07.002,FALSE,303,1547,NA
Teiidae,Contomastix,Contomastix_serrana,LJVMM4517,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,310,1544,NA
Gekkonidae,Cnemaspis,Cnemaspis_psychedelica,LSUHC9244,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,300,1476,NA
Teiidae,Dicrodon,Dicrodon_heterolepis,MUSM26148,NA,NA,10.1016/j.ympev.2016.07.002,FALSE,307,1548,NA
Teiidae,Holcosus,Holcosus_leptophrys,MVZHerp149848,NA,NA,10.1016/j.ympev.2016.07.002,FALSE,309,1546,NA
Teiidae,Callopistes,Callopistes_maculatus,MVZHerp233271,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,310,1549,NA
Teiidae,Pholidoscelis,Pholidoscelis_taeniurus,SBH104391,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,308,1553,NA
Teiidae,Pholidoscelis,Pholidoscelis_erythrocephalus,SBH172686,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,310,1549,NA
Teiidae,Pholidoscelis,Pholidoscelis_auberi,SBH172879,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,308,1549,NA
Teiidae,Pholidoscelis,Pholidoscelis_exsul,SBH190726,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,312,1547,NA
Teiidae,Pholidoscelis,Pholidoscelis_wetmorei,SBH190731,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,307,1546,NA
Teiidae,Pholidoscelis,Pholidoscelis_pluvianotatus,SBH192779,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,310,1548,NA
Teiidae,Pholidoscelis,Pholidoscelis_griswoldi,SBH192785,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,308,1549,NA
Teiidae,Pholidoscelis,Pholidoscelis_maynardi,SBH192970,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,309,1551,NA
Teiidae,Pholidoscelis,Pholidoscelis_fuscatus,SBH194215,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,308,1552,NA
Teiidae,Pholidoscelis,Pholidoscelis_chrysolaemus,SBH194588,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,308,1553,NA
Teiidae,Pholidoscelis,Pholidoscelis_lineolatus,SBH194700,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,309,1542,NA
Teiidae,Pholidoscelis,Pholidoscelis_dorsalis,SBH194921,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,310,1552,NA
Teiidae,Pholidoscelis,Pholidoscelis_plei,SBH266002,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,308,1547,NA
Teiidae,Pholidoscelis,Pholidoscelis_corax,SBH266428,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,307,1549,NA
Teiidae,Pholidoscelis,Pholidoscelis_corvinus,SBH269165,NA,NA,10.1016/j.ympev.2016.07.002,TRUE,308,1547,NA
Colubridae,Cemophora,Cemophora_coccinea,DBS45,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1484,NA
Colubridae,Lampropeltis,Lampropeltis_extenuata,FTB1193,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1489,NA
Colubridae,Lampropeltis,Lampropeltis_holbrooki,FTB1383,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Lampropeltis,Lampropeltis_californiae,FTB1461,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Lampropeltis,Lampropeltis_splendida,FTB1554,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1488,NA
Colubridae,Lampropeltis,Lampropeltis_webbi,FTB1560,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1487,NA
Colubridae,Lampropeltis,Lampropeltis_alterna,FTB1567,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Lampropeltis,Lampropeltis_elapsoides,FTB1756,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Lampropeltis,Lampropeltis_nigra,FTB1775,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Rhinocheilus,Rhinocheilus_lecontei,FTB1948,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1488,NA
Colubridae,Tantilla,Tantilla_coronata,FTB2005,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1486,NA
Colubridae,Lampropeltis,Lampropeltis_pyromelana,FTB2070,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1488,NA
Colubridae,Pantherophis,Pantherophis_obsoletus,FTB2167,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Coelognathus,Coelognathus_erythrurus,FTB2236,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1488,NA
Colubridae,Elaphe,Elaphe_dione,FTB2239,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1486,NA
Colubridae,Gonyosoma,Gonyosoma_prasinum,FTB2241,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1484,NA
Colubridae,Lampropeltis,Lampropeltis_knoblochi,FTB2244,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1488,NA
Colubridae,Pantherophis,Pantherophis_emoryi,FTB2271,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1485,NA
Colubridae,Elaphe,Elaphe_davidi,FTB2301,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Elaphe,Elaphe_moellendorffi,FTB2304,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Gonyosoma,Gonyosoma_boulengeri,FTB2307,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1489,NA
Colubridae,Hapsidophrys,Hapsidophrys_lineatus,FTB2479,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,300,1482,NA
Colubridae,Lampropeltis,Lampropeltis_zonata,FTB2775,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Elaphe,Elaphe_bimaculata,FTB2806,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1482,NA
Colubridae,Euprepiophis,Euprepiophis_mandarinus,FTB2817,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1488,NA
Colubridae,Elaphe,Elaphe_carinata,FTB2818,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1488,NA
Colubridae,Elaphe,Elaphe_hodgsoni,FTB2827,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Elaphe,Elaphe_anomala,FTB2828,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1488,NA
Colubridae,Elaphe,Elaphe_schrenckii,FTB2830,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1489,NA
Colubridae,Euprepiophis,Euprepiophis_perlacea,FTB2871,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1489,NA
Colubridae,Pituophis,Pituophis_lineaticollis,FTB2878,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1489,NA
Colubridae,Bogertophis,Bogertophis_rosaliae,FTB2881,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,300,1259,NA
Colubridae,Bogertophis,Bogertophis_subocularis,FTB2882,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1487,NA
Colubridae,Coronella,Coronella_girondica,FTB2884,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1489,NA
Colubridae,Pituophis,Pituophis_deppei,FTB2886,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1489,NA
Colubridae,Elaphe,Elaphe_quatuorlineata,FTB2889,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1489,NA
Colubridae,Coronella,Coronella_austriaca,FTB2891,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1486,NA
Colubridae,Lampropeltis,Lampropeltis_calligaster,FTB2894,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Zamenis,Zamenis_longissimus,FTB2895,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Euprepiophis,Euprepiophis_conspicillata,FTB2901,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1489,NA
Colubridae,Hemorrhois,Hemorrhois_hippocrepis,FTB2908,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1488,NA
Colubridae,Senticolis,Senticolis_triaspis,FTB2910,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1486,NA
Colubridae,Elaphe,Elaphe_climacophora,FTB2913,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1489,NA
Colubridae,Elaphe,Elaphe_quadrivirgata,FTB2914,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Pantherophis,Pantherophis_bairdi,FTB2915,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Zamenis,Zamenis_scalaris,FTB2917,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1489,NA
Colubridae,Pantherophis,Pantherophis_slowinskii,FTB2923,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1487,NA
Colubridae,Coelognathus,Coelognathus_helena,FTB2924,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1483,NA
Colubridae,Pantherophis,Pantherophis_ramspotti,FTB2945,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1485,NA
Colubridae,Pantherophis,Pantherophis_spiloides,FTB622,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1489,NA
Colubridae,Coelognathus,Coelognathus_subradiatus,I0071,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,300,1489,NA
Colubridae,Coelognathus,Coelognathus_radiatus,I0074,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1488,NA
Colubridae,Gonyosoma,Gonyosoma_oxycephalum,I0093,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1486,NA
Colubridae,Oocatochus,Oocatochus_rufodorsatus,I0119,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1487,NA
Colubridae,Elaphe,Elaphe_cantoris,I0122,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1488,NA
Colubridae,Pituophis,Pituophis_ruthveni,I0139_63,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1483,NA
Colubridae,Zamenis,Zamenis_lineatus,I0149,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1488,NA
Colubridae,Zamenis,Zamenis_persicus,I0151,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Zamenis,Zamenis_situla,I0152,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Lampropeltis,Lampropeltis_ruthveni,RB2,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Colubridae,Lampropeltis,Lampropeltis_mexicana,RB3,NA,NA,10.1016/j.ympev.2017.03.017,TRUE,301,1490,NA
Liolaemidae,Liolaemus,Liolaemus_darwinii,LJAMM-CNP14634,NA,NA,10.1093/gbe/evv026,TRUE,7,601,NA
Phrynosomatidae,Petrosaurus,Petrosaurus_thalassinus,MVZ161183,NA,NA,10.1093/gbe/evv026,TRUE,6,522,NA
Phrynosomatidae,Callisaurus,Callisaurus_draconoides,MVZ265543,NA,NA,10.1093/gbe/evv026,TRUE,5,648,NA
Phrynosomatidae,Phrynosoma,Phrynosoma_sherbrookei,MZFC28101,NA,NA,10.1093/gbe/evv026,TRUE,7,573,NA
Phrynosomatidae,Uma,Uma_notata,SDSNH76166,NA,NA,10.1093/gbe/evv026,TRUE,8,571,NA
Phrynosomatidae,Sceloporus,Sceloporus_occidentalis,UWBM6281,NA,NA,10.1093/gbe/evv026,TRUE,4,539,NA
Phrynosomatidae,Cophosaurus,Cophosaurus_texanus,UWBM7347,NA,NA,10.1093/gbe/evv026,TRUE,7,599,NA
Phrynosomatidae,Holbrookia,Holbrookia_maculata,UWBM7362,NA,NA,10.1093/gbe/evv026,TRUE,8,629,NA
Phrynosomatidae,Urosaurus,Urosaurus_ornatus,UWBM7587,NA,NA,10.1093/gbe/evv026,TRUE,11,577,NA
Agamidae,Leiolepis,Leiolepis_belliana,CAS_210725,NA,NA,10.1093/sysbio/syv058,TRUE,4526,355,SRR1923849
Agamidae,Trapelus,Trapelus_agilis,CAS_228565,NA,NA,10.1093/sysbio/syv058,TRUE,3998,383,SRR1923851
Agamidae,Calotes,Calotes_emma,CAS_230941,NA,NA,10.1093/sysbio/syv058,TRUE,4479,354,SRR1923846
Dactyloidae,Anolis,Anolis_sagrei,JJK_1454,NA,NA,10.1093/sysbio/syv058,TRUE,3014,417,SRR1923799
Tropiduridae,Microlophus,Microlophus_atacamensis,JPV_145,NA,NA,10.1093/sysbio/syv058,TRUE,4687,426,SRR1923842
Hoplocercidae,Enyalioides,Enyalioides_laticeps,KU_212627,NA,NA,10.1093/sysbio/syv058,FALSE,2783,363,SRR1923803
Liolaemidae,Phymaturus,Phymaturus_palluma,LJA_5806,NA,NA,10.1093/sysbio/syv058,TRUE,4178,375,SRR1923830
Hoplocercidae,Morunasaurus,Morunasaurus_annularis,MVZ_163062,NA,NA,10.1093/sysbio/syv058,FALSE,4152,364,SRR1923807
Liolaemidae,Liolaemus,Liolaemus_magellanicus,MVZ_180141,NA,NA,10.1093/sysbio/syv058,TRUE,4952,318,SRR1923829
Liolaemidae,Liolaemus,Liolaemus_bellii,MVZ_196515,NA,NA,10.1093/sysbio/syv058,TRUE,2250,349,SRR1923828
Chamaeleonidae,Chamaeleo,Chamaeleo_calyptratus,MVZ_230099,NA,NA,10.1093/sysbio/syv058,FALSE,4636,382,SRR1923852
Leiocephalidae,Leiocephalus,Leiocephalus_barahonensis,SBH_101427,NA,NA,10.1093/sysbio/syv058,FALSE,4814,363,SRR1923822
Liolaemidae,Phymaturus,Phymaturus_somuncurensis,SDSU_1648,NA,NA,10.1093/sysbio/syv058,TRUE,4417,502,SRR1923831
Iguanidae,Brachylophus,Brachylophus_gau,SDZoo_188093,NA,NA,10.1093/sysbio/syv058,FALSE,3608,369,SRR1923816
Dactyloidae,Anolis,Anolis_olssoni,TJS_222,NA,NA,10.1093/sysbio/syv058,TRUE,4786,422,SRR1923793
Corytophanidae,Basiliscus,Basiliscus_basiliscus,TOMH_86-271,NA,NA,10.1093/sysbio/syv058,FALSE,4355,378,SRR1923769
Iguanidae,Dipsosaurus,Dipsosaurus_dorsalis,TWR_1146,NA,NA,10.1093/sysbio/syv058,TRUE,4775,388,SRR1923820
Iguanidae,Sauromalus,Sauromalus_ater,TWR_1147,NA,NA,10.1093/sysbio/syv058,TRUE,4722,371,SRR1923821
Phrynosomatidae,Uta,Uta_stansburiana,TWR_1745,NA,NA,10.1093/sysbio/syv058,TRUE,4981,277,SRR1923839
Leiosauridae,Pristidactylus,Pristidactylus_torquatus,TWR_Pr_t,NA,NA,10.1093/sysbio/syv058,TRUE,3585,369,SRR1923825
Corytophanidae,Corytophanes,Corytophanes_cristatus,WL_8961,NA,NA,10.1093/sysbio/syv058,FALSE,4372,360,SRR1923780
Scincidae,Brachymeles,Brachymeles_bonitae,AJB077,NA,NA,10.1093/sysbio/syw001,TRUE,428,602,NA
Scincidae,Lobulia,Lobulia_elegans,BPBM18690,NA,NA,10.1093/sysbio/syw001,TRUE,428,527,NA
Scincidae,Mesoscincus,Mesoscincus_managuae,CWL614,NA,NA,10.1093/sysbio/syw001,TRUE,429,511,NA
Scincidae,Marisora,Marisora_unimarginata,CWL615,NA,NA,10.1093/sysbio/syw001,TRUE,429,602,NA
Scincidae,Tytthoscincus,Tytthoscincus_parvus,JAM6275,NA,NA,10.1093/sysbio/syw001,TRUE,428,606,NA
Xantusiidae,Xantusia,Xantusia_vigilis,KU220092,NA,NA,10.1093/sysbio/syw001,FALSE,429,579,NA
Scincidae,Sphenomorphus,Sphenomorphus_variegatus,KU315087,NA,NA,10.1093/sysbio/syw001,TRUE,428,527,NA
Scincidae,Typhlosaurus,Typhlosaurus_sp,MVZ164850,NA,NA,10.1093/sysbio/syw001,FALSE,428,522,NA
Scincidae,Scincus,Scincus_scincus,MVZ234538,NA,NA,10.1093/sysbio/syw001,TRUE,428,610,NA
Scincidae,Chalcides,Chalcides_ocellatus,MVZ242790,NA,NA,10.1093/sysbio/syw001,TRUE,428,610,NA
Scincidae,Eurylepis,Eurylepis_taeniolata,MVZ246017,NA,NA,10.1093/sysbio/syw001,TRUE,428,612,NA
Scincidae,Ophiomorus,Ophiomorus_raithmai,MVZ248453,NA,NA,10.1093/sysbio/syw001,FALSE,429,610,NA
Scincidae,Mochlus,Mochlus_brevicaudis,MVZ249721,NA,NA,10.1093/sysbio/syw001,TRUE,428,604,NA
Sphaerodactylidae,Gonatodes,Gonatodes_albogularis,AEH003,NA,NA,10.1098/rsbl.2017.0393,TRUE,2308,285,NA
Gerrhosauridae,Cordylosaurus,Cordylosaurus_subtessellatus,AMB6860,NA,NA,10.1098/rsbl.2017.0393,FALSE,2836,280,NA
Dactyloidae,Anolis,Anolis_carolinensis,anolis_carolinensis_2,NA,NA,10.1098/rsbl.2017.0393,TRUE,3854,349,NA
Gymnophthalmidae,Pholidobolus,Pholidobolus_macbrydei,CAS228621,NA,NA,10.1098/rsbl.2017.0393,TRUE,566,273,NA
Xantusiidae,Lepidophyma,Lepidophyma_flavimaculatum,LACM128548,NA,NA,10.1098/rsbl.2017.0393,FALSE,2078,283,NA
Bipedidae,Bipes,Bipes_biporus,MVZ236256,NA,NA,10.1098/rsbl.2017.0393,FALSE,918,281,NA
Xantusiidae,Cricosaura,Cricosaura_typica,MVZ241283,NA,NA,10.1098/rsbl.2017.0393,FALSE,2874,280,NA
Pythonidae,Python,Python_molurus,python_molurus_2,NA,NA,10.1098/rsbl.2017.0393,TRUE,3218,343,NA
Scincidae,Plestiodon,Plestiodon_fasciatus,SDSU3836,NA,NA,10.1098/rsbl.2017.0393,TRUE,3429,308,NA
Gekkonidae,Gekko,Gekko_gecko,SDSU3896,NA,NA,10.1098/rsbl.2017.0393,TRUE,1380,279,NA
Teiidae,Aspidoscelis,Aspidoscelis_tigris,SDSU4350,NA,NA,10.1098/rsbl.2017.0393,TRUE,3396,307,NA
Cordylidae,Smaug,Smaug_mossambicus,SDSU4354,NA,NA,10.1098/rsbl.2017.0393,FALSE,2054,288,NA
Lacertidae,Lacerta,Lacerta_viridis,YPM12868,NA,NA,10.1098/rsbl.2017.0393,TRUE,2495,289,NA
Scincidae,Plestiodon,Plestiodon_indubitus,MX41,NA,NA,10.1111/jbi.12989,TRUE,3282,536,NA
Scincidae,Plestiodon,Plestiodon_lynxe,MX43,NA,NA,10.1111/jbi.12989,TRUE,3282,538,NA
Scincidae,Plestiodon,Plestiodon_bilineatus,MX44,NA,NA,10.1111/jbi.12989,TRUE,3282,531,NA
Scincidae,Plestiodon,Plestiodon_dicei,MXH11,NA,NA,10.1111/jbi.12989,TRUE,3282,536,NA
Scincidae,Plestiodon,Plestiodon_brevirostris,MXH15,NA,NA,10.1111/jbi.12989,TRUE,3282,537,NA
Scincidae,Plestiodon,Plestiodon_copei,MXH17,NA,NA,10.1111/jbi.12989,TRUE,3282,541,NA
Scincidae,Plestiodon,Plestiodon_parvulus,MXH189,NA,NA,10.1111/jbi.12989,TRUE,3282,537,NA
Scincidae,Plestiodon,Plestiodon_ochoterenae,MXH27,NA,NA,10.1111/jbi.12989,TRUE,3282,537,NA
Scincidae,Plestiodon,Plestiodon_sumichrasti,MXH29,NA,NA,10.1111/jbi.12989,TRUE,3282,539,NA
Scincidae,Plestiodon,Plestiodon_dugesii,MXH3,NA,NA,10.1111/jbi.12989,TRUE,3282,528,NA
Scincidae,Plestiodon,Plestiodon_tetragrammus,MXH44,NA,NA,10.1111/jbi.12989,TRUE,3282,531,NA
Colubridae,Storeria,Storeria_victa,CAS204799,NA,NA,10.1111/zoj.12392,FALSE,288,665,NA
Colubridae,Liodytes,Liodytes_rigida,FTB594,NA,NA,10.1111/zoj.12392,TRUE,282,665,NA
Lamprophiidae,Rhamphiophis,Rhamphiophis_rubropunctatus,8_26,NA,NA,10.1186/s12862-015-0503-1,TRUE,372,1368,NA
Lamprophiidae,Duberria,Duberria_lutrix,AMCC105534,NA,NA,10.1186/s12862-015-0503-1,TRUE,368,1370,NA
Lamprophiidae,Liopholidophis,Liopholidophis_dimorphus,RAN38118,UMMZ,UMMZ_200049,10.1186/s12862-015-0503-1,TRUE,373,1372,NA
Lamprophiidae,Liophidium,Liophidium_vaillanti,RAN40001,UMMZ,UMMZ_209459,10.1186/s12862-015-0503-1,TRUE,373,1374,NA
Lamprophiidae,Elapotinus,Elapotinus_picteti,RAN42290,UMMZ,UMMZ_203642,10.1186/s12862-015-0503-1,TRUE,371,1372,NA
Lamprophiidae,Heteroliodon,Heteroliodon_occipitalis,RAN58882,NA,NA,10.1186/s12862-015-0503-1,TRUE,370,1378,NA
Lamprophiidae,Compsophis,Compsophis_vinckei,RAX10277,NA,NA,10.1186/s12862-015-0503-1,FALSE,372,1371,NA
Lamprophiidae,Ithycyphus,Ithycyphus_goudoti,RAX10462,NA,NA,10.1186/s12862-015-0503-1,FALSE,371,1372,NA
Lamprophiidae,Leioheterodon,Leioheterodon_madagascariensis,RAX11507,NA,NA,10.1186/s12862-015-0503-1,TRUE,373,1371,NA
Lamprophiidae,Mimophis,Mimophis_mahfalensis,RAX11694,NA,NA,10.1186/s12862-015-0503-1,TRUE,372,1371,NA
Lamprophiidae,Madagascarophis,Madagascarophis_colubrinus,RAX11706,NA,NA,10.1186/s12862-015-0503-1,TRUE,373,1373,NA
Lamprophiidae,Thamnosophis,Thamnosophis_lateralis,RAX11773,NA,NA,10.1186/s12862-015-0503-1,TRUE,369,1316,NA
Lamprophiidae,Liophidium,Liophidium_torquatum,RAX2245,NA,NA,10.1186/s12862-015-0503-1,TRUE,372,1374,NA
Lamprophiidae,Dromicodryas,Dromicodryas_quadrilineatus,RAX2331,NA,NA,10.1186/s12862-015-0503-1,TRUE,370,1372,NA
Lamprophiidae,Ithycyphus,Ithycyphus_miniatus,RAX2400,NA,NA,10.1186/s12862-015-0503-1,TRUE,372,1375,NA
Lamprophiidae,Alluaudina,Alluaudina_bellyi,RAX4380,NA,NA,10.1186/s12862-015-0503-1,TRUE,373,1364,NA
Lamprophiidae,Pseudoxyrhopus,Pseudoxyrhopus_microps,RAX5272,NA,NA,10.1186/s12862-015-0503-1,TRUE,370,1377,NA
Lamprophiidae,Micropisthodon,Micropisthodon_ochraceus,RAX7407,NA,NA,10.1186/s12862-015-0503-1,TRUE,373,1373,NA
Lamprophiidae,Parastenophis,Parastenophis_betsileanus,RAX8049,NA,NA,10.1186/s12862-015-0503-1,TRUE,373,1374,NA
Lamprophiidae,Madagascarophis,Madagascarophis_ocellatus,RAX8426,NA,NA,10.1186/s12862-015-0503-1,TRUE,372,1374,NA
Lamprophiidae,Phisalixella,Phisalixella_tulearensis,RAX9843,NA,NA,10.1186/s12862-015-0503-1,TRUE,373,1371,NA
Agamidae,Bronchocela,Bronchocela_cristatella,acd1547,NA,NA,10.1186/s12862-016-0611-6,TRUE,3976,528,NA
Agamidae,Salea,Salea_horsfieldii,AF12849_1,NA,NA,10.1186/s12862-016-0611-6,TRUE,3995,625,NA
Agamidae,Ceratophora,Ceratophora_aspera,AF128491,NA,NA,10.1186/s12862-016-0611-6,TRUE,3318,533,NA
Agamidae,Cophotis,Cophotis_ceylanica,AF128493,NA,NA,10.1186/s12862-016-0611-6,TRUE,3754,622,NA
Agamidae,Lyriocephalus,Lyriocephalus_scutatus,AF128494,NA,NA,10.1186/s12862-016-0611-6,TRUE,3602,584,NA
Varanidae,Varanus,Varanus_togianus,bsi1565,NA,NA,10.1186/s12862-016-0611-6,TRUE,3213,354,NA
Agamidae,Ptyctolaemus,Ptyctolaemus_collicristatus,cas220561,NA,NA,10.1186/s12862-016-0611-6,TRUE,3899,623,NA
Agamidae,Ptyctolaemus,Ptyctolaemus_gularis,cas221296,NA,NA,10.1186/s12862-016-0611-6,TRUE,4056,597,NA
Agamidae,Acanthosaura,Acanthosaura_lepidogaster,cwl818,NA,NA,10.1186/s12862-016-0611-6,TRUE,3887,618,NA
Agamidae,Calotes,Calotes_mystaceus,dsm869,NA,NA,10.1186/s12862-016-0611-6,TRUE,3773,621,NA
Agamidae,Draco,Draco_spilopterus,elr1338,NA,NA,10.1186/s12862-016-0611-6,TRUE,3909,577,NA
Agamidae,Mantheyus,Mantheyus_phuwuanensis,fmnh262580,NA,NA,10.1186/s12862-016-0611-6,TRUE,4087,614,NA
